Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
1997-08-19,18,750,С 2м/с,11,750,С 2м/с
1997-08-20,21,753,С 2м/с,12,753,С 2м/с
1997-08-21,24,753,З 3м/с,15,753,З 3м/с
1997-08-22,21,753,СЗ 2м/с,15,753,СЗ 2м/с
1997-08-23,25,753,С 3м/с,16,753,С 3м/с
1997-08-24,27,753,ЮЗ 2м/с,17,753,ЮЗ 2м/с
1997-08-25,28,752,Ю 2м/с,17,751,Ю 2м/с
1997-08-26,28,750,Ш,21,750,Ш
1997-08-27,29,750,В 2м/с,23,750,В 2м/с
1997-08-28,27,748,ЮВ 4м/с,23,747,ЮВ 4м/с
1997-08-29,23,747,В 3м/с,20,747,В 3м/с
1997-08-30,23,747,В 2м/с,19,747,В 2м/с
1997-08-31,19,749,СВ 3м/с,12,750,СВ 3м/с
1997-09-01,14,752,СВ 2м/с,9,752,СВ 2м/с
1997-09-02,8,753,С 4м/с,7,753,С 4м/с
1997-09-03,8,753,С 3м/с,6,753,С 3м/с
1997-09-04,8,754,С 2м/с,5,755,С 2м/с
1997-09-05,12,757,С 2м/с,7,758,С 2м/с
1997-09-06,14,759,Ю 1м/с,7,757,Ю 1м/с
1997-09-07,19,755,ЮЗ 4м/с,12,752,ЮЗ 4м/с
1997-09-08,14,744,Ю 3м/с,12,742,Ю 3м/с
1997-09-09,17,735,ЮЗ 6м/с,13,733,ЮЗ 6м/с
1997-09-10,16,735,ЮЗ 4м/с,12,733,ЮЗ 4м/с
1997-09-11,12,729,З 4м/с,12,732,З 4м/с
1997-09-12,11,741,СЗ 3м/с,11,744,СЗ 3м/с
1997-09-13,18,747,ЮЗ 3м/с,14,747,ЮЗ 3м/с
1997-09-14,21,747,ЮЗ 4м/с,16,747,ЮЗ 4м/с
1997-09-15,13,750,СЗ 2м/с,11,750,СЗ 2м/с
1997-09-16,15,752,З 3м/с,7,753,З 3м/с
1997-09-17,19,753,ЮЗ 3м/с,10,738,ЮЗ 3м/с
1997-09-18,20,747,З 5м/с,12,747,З 5м/с
1997-09-19,16,745,СЗ 4м/с,8,746,СЗ 4м/с
1997-09-20,11,747,С 1м/с,5,747,С 1м/с
1997-09-21,10,746,СЗ 4м/с,5,746,СЗ 4м/с
1997-09-22,10,745,ЮЗ 5м/с,9,744,ЮЗ 5м/с
1997-09-23,10,746,З 3м/с,6,744,З 3м/с
1997-09-24,4,737,СЗ 4м/с,2,739,СЗ 4м/с
1997-09-25,6,745,ЮЗ 1м/с,2,746,ЮЗ 1м/с
1997-09-26,3,737,ЮВ 5м/с,3,737,ЮВ 5м/с
1997-09-27,3,735,ЮЗ 1м/с,1,737,ЮЗ 1м/с
1997-09-28,5,741,СЗ 1м/с,3,742,СЗ 1м/с
1997-09-29,6,744,СВ 2м/с,3,744,СВ 2м/с
1997-09-30,8,739,ЮВ 3м/с,6,738,ЮВ 3м/с
1997-10-01,2,737,Ю 2м/с,1,738,Ю 2м/с
1997-10-02,6,738,Ю 5м/с,6,738,Ю 5м/с
1997-10-03,6,733,Ю 3м/с,4,732,Ю 3м/с
1997-10-04,6,738,З 3м/с,3,739,З 3м/с
1997-10-05,8,731,Ю 7м/с,8,723,Ю 7м/с
1997-10-06,5,728,СЗ 6м/с,5,735,СЗ 6м/с
1997-10-07,7,738,СЗ 5м/с,3,743,СЗ 5м/с
1997-10-08,6,747,СЗ 3м/с,-1,747,СЗ 3м/с
1997-10-09,10,742,СЗ 3м/с,8,740,СЗ 3м/с
1997-10-10,16,731,ЮЗ 4м/с,14,730,ЮЗ 4м/с
1997-10-11,15,734,ЮВ 4м/с,15,730,ЮВ 4м/с
1997-10-12,14,735,ЮЗ 5м/с,9,738,ЮЗ 5м/с
1997-10-13,12,739,В 9м/с,9,736,В 9м/с
1997-10-14,10,729,ЮЗ 4м/с,7,736,ЮЗ 4м/с
1997-10-15,7,744,В 2м/с,4,739,В 2м/с
1997-10-16,5,741,Ш,5,742,Ш
1997-10-17,4,750,СЗ 3м/с,2,754,СЗ 3м/с
1997-10-18,4,758,ЮЗ 2м/с,3,757,ЮЗ 2м/с
1997-10-19,5,751,ЮЗ 6м/с,4,750,ЮЗ 6м/с
1997-10-20,5,743,Ю 4м/с,6,741,Ю 4м/с
1997-10-21,8,739,ЮЗ 5м/с,3,739,ЮЗ 5м/с
1997-10-22,1,744,З 2м/с,0,747,З 2м/с
1997-10-23,2,746,Ю 4м/с,1,744,Ю 4м/с
1997-10-24,6,741,ЮЗ 5м/с,5,740,ЮЗ 5м/с
1997-10-25,2,739,З 5м/с,-1,742,З 5м/с
1997-10-26,1,746,ЮЗ 4м/с,-1,747,ЮЗ 4м/с
1997-10-27,0,748,Ю 5м/с,-1,749,Ю 5м/с
1997-10-28,-2,753,З 3м/с,-4,754,З 3м/с
1997-10-29,-2,750,ЮЗ 3м/с,-1,747,ЮЗ 3м/с
1997-10-30,-2,753,С 3м/с,-5,741,С 3м/с
1997-10-31,0,756,З 3м/с,1,754,З 3м/с
1997-11-01,2,747,З 4м/с,2,744,З 4м/с
1997-11-02,0,737,ЮЗ 5м/с,0,737,ЮЗ 5м/с
1997-11-03,-1,738,СЗ 1м/с,-2,739,СЗ 1м/с
1997-11-07,0,744,ЮЗ 5м/с,1,744,ЮЗ 5м/с
1997-11-08,2,746,ЮЗ 2м/с,2,746,ЮЗ 2м/с
1997-11-09,5,744,Ю 4м/с,5,742,Ю 4м/с
1997-11-10,8,745,З 4м/с,5,749,З 4м/с
1997-11-11,3,752,В 3м/с,4,752,В 3м/с
1997-11-12,6,750,Ю 5м/с,6,750,Ю 5м/с
1997-11-13,4,754,С 1м/с,4,756,С 1м/с
1997-11-14,6,755,Ю 6м/с,5,755,Ю 6м/с
1997-11-15,1,753,ЮВ 5м/с,0,752,ЮВ 5м/с
1997-11-16,-2,752,Ю 2м/с,-2,750,Ю 2м/с
1997-11-17,-1,747,В 1м/с,-2,749,В 1м/с
1997-11-18,-2,756,СВ 3м/с,-6,758,СВ 3м/с
1997-11-19,-4,757,В 3м/с,-4,757,В 3м/с
1997-11-20,-1,754,В 3м/с,-4,752,В 3м/с
1997-11-21,0,750,СВ 2м/с,-1,752,СВ 2м/с
1997-11-22,-2,759,В 3м/с,-2,761,В 3м/с
1997-11-23,-3,762,ЮВ 4м/с,-3,762,ЮВ 4м/с
1997-11-24,-2,761,Ю 2м/с,-3,760,Ю 2м/с
1997-11-25,-3,755,ЮВ 3м/с,-1,753,ЮВ 3м/с
1997-11-26,-1,752,Ю 3м/с,0,751,Ю 3м/с
1997-11-27,0,745,ЮЗ 4м/с,-1,746,ЮЗ 4м/с
1997-11-28,-3,748,З 4м/с,-4,748,З 4м/с
1997-11-29,-6,752,СЗ 3м/с,-11,753,СЗ 3м/с
1997-11-30,-10,756,З 1м/с,-13,756,З 1м/с
1997-12-01,-9,757,В 1м/с,-9,759,В 1м/с
1997-12-02,-13,759,В 2м/с,-16,756,В 2м/с
1997-12-03,-6,750,ЮВ 5м/с,-6,748,ЮВ 5м/с
1997-12-04,-5,742,ЮВ 2м/с,-5,742,ЮВ 2м/с
1997-12-05,-2,741,СВ 2м/с,0,741,СВ 2м/с
1997-12-06,-3,741,В 2м/с,-3,740,В 2м/с
1997-12-07,-3,743,ЮЗ 3м/с,-2,743,ЮЗ 3м/с
1997-12-08,-4,745,СВ 2м/с,-4,746,СВ 2м/с
1997-12-09,-4,745,С 3м/с,-4,745,С 3м/с
1997-12-10,-5,744,С 2м/с,-6,742,С 2м/с
1997-12-11,-3,740,СЗ 1м/с,-4,739,СЗ 1м/с
1997-12-12,-11,745,СЗ 2м/с,-14,746,СЗ 2м/с
1997-12-13,-7,750,С 3м/с,-8,750,С 3м/с
1997-12-14,-19,759,СВ 3м/с,-24,762,СВ 3м/с
1997-12-15,-25,770,С 4м/с,-28,772,С 4м/с
1997-12-16,-27,774,ЮЗ 1м/с,-27,773,ЮЗ 1м/с
1997-12-17,-11,756,З 6м/с,-9,751,З 6м/с
1997-12-18,-5,743,СЗ 3м/с,-5,744,СЗ 3м/с
1997-12-19,-9,748,ЮЗ 1м/с,-7,744,ЮЗ 1м/с
1997-12-20,-3,741,СЗ 3м/с,-8,745,СЗ 3м/с
1997-12-21,-11,749,З 3м/с,-9,751,З 3м/с
1997-12-22,-14,758,Ю 3м/с,-15,757,Ю 3м/с
1997-12-23,-14,754,Ю 3м/с,-15,753,Ю 3м/с
1997-12-26,-2,741,Ю 4м/с,0,738,Ю 4м/с
1997-12-27,1,738,ЮЗ 4м/с,1,739,ЮЗ 4м/с
1997-12-28,0,741,Ю 2м/с,0,744,Ю 2м/с
1997-12-29,0,747,Ю 1м/с,-1,748,Ю 1м/с
1997-12-30,0,748,ЮВ 2м/с,0,748,ЮВ 2м/с
1997-12-31,0,748,ЮВ 4м/с,0,747,ЮВ 4м/с
1998-01-01,0,748,ЮВ 3м/с,0,750,ЮВ 3м/с
1998-01-02,0,751,Ю 3м/с,0,750,Ю 3м/с
1998-01-03,-1,750,Ю 4м/с,-1,749,Ю 4м/с
1998-01-04,1,747,Ю 5м/с,1,746,Ю 5м/с
1998-01-05,0,745,Ю 5м/с,-1,746,Ю 5м/с
1998-01-06,-3,746,Ю 3м/с,-3,745,Ю 3м/с
1998-01-07,-1,746,Ю 4м/с,-2,747,Ю 4м/с
1998-01-08,0,743,Ю 3м/с,0,741,Ю 3м/с
1998-01-09,-1,738,С 3м/с,-2,739,С 3м/с
1998-01-10,-4,746,С 5м/с,-6,750,С 5м/с
1998-01-11,-9,747,Ю 5м/с,-7,738,Ю 5м/с
1998-01-12,-1,741,СЗ 2м/с,-1,741,СЗ 2м/с
1998-01-13,-7,743,СВ 2м/с,-8,744,СВ 2м/с
1998-01-14,-12,752,СЗ 2м/с,-18,753,СЗ 2м/с
1998-01-15,-16,756,Ш,-17,756,Ш
1998-01-16,-7,753,Ю 2м/с,-5,751,Ю 2м/с
1998-01-17,-3,751,ЮВ 3м/с,-4,751,ЮВ 3м/с
1998-01-18,-8,752,Ю 5м/с,-9,751,Ю 5м/с
1998-01-19,-5,752,ЮВ 3м/с,-6,753,ЮВ 3м/с
1998-01-20,-6,756,ЮВ 4м/с,-9,757,ЮВ 4м/с
1998-01-21,-8,765,ЮВ 2м/с,-13,766,ЮВ 2м/с
1998-01-22,-9,768,ЮЗ 1м/с,-9,766,ЮЗ 1м/с
1998-01-23,-7,759,ЮЗ 3м/с,-10,757,ЮЗ 3м/с
1998-01-24,-6,752,ЮЗ 3м/с,-8,750,ЮЗ 3м/с
1998-01-25,-7,753,СЗ 4м/с,-14,754,СЗ 4м/с
1998-01-26,-3,753,З 2м/с,-5,752,З 2м/с
1998-01-27,-2,744,ЮЗ 4м/с,-2,743,ЮЗ 4м/с
1998-01-28,-5,736,ЮЗ 7м/с,-5,735,ЮЗ 7м/с
1998-01-29,-5,737,СЗ 2м/с,-10,739,СЗ 2м/с
1998-01-30,-14,743,З 1м/с,-19,743,З 1м/с
1998-01-31,-14,735,ЮВ 5м/с,-8,731,ЮВ 5м/с
1998-02-01,-12,736,З 3м/с,-15,740,З 3м/с
1998-02-02,-17,747,ЮЗ 2м/с,-14,747,ЮЗ 2м/с
1998-02-03,-9,748,Ю 4м/с,-11,746,Ю 4м/с
1998-02-04,-8,736,Ю 3м/с,-9,736,Ю 3м/с
1998-02-05,-9,744,Ю 2м/с,-7,741,Ю 2м/с
1998-02-06,-1,740,Ю 2м/с,-3,740,Ю 2м/с
1998-02-07,-12,747,С 4м/с,-16,750,С 4м/с
1998-02-08,-16,753,ЮЗ 2м/с,-15,751,ЮЗ 2м/с
1998-02-09,-7,747,ЮЗ 4м/с,-5,747,ЮЗ 4м/с
1998-02-10,0,746,Ю 3м/с,0,743,Ю 3м/с
1998-02-11,3,738,З 4м/с,1,738,З 4м/с
1998-02-12,1,729,СЗ 3м/с,0,729,СЗ 3м/с
1998-02-13,-16,739,С 5м/с,-20,744,С 5м/с
1998-02-14,-16,744,СЗ 3м/с,-17,744,СЗ 3м/с
1998-02-15,-21,747,СЗ 3м/с,-22,750,СЗ 3м/с
1998-02-16,-11,737,ЮЗ 7м/с,-8,727,ЮЗ 7м/с
1998-02-17,-6,727,С 5м/с,-18,736,С 5м/с
1998-02-18,-17,750,З 3м/с,-20,749,З 3м/с
1998-02-19,2,731,З 5м/с,2,732,З 5м/с
1998-02-20,0,742,СЗ 5м/с,-5,747,СЗ 5м/с
1998-02-21,3,750,ЮЗ 2м/с,2,750,ЮЗ 2м/с
1998-02-22,1,746,ЮЗ 6м/с,1,744,ЮЗ 6м/с
1998-02-23,4,747,ЮЗ 4м/с,0,747,ЮЗ 4м/с
1998-02-24,1,736,ЮЗ 5м/с,1,735,ЮЗ 5м/с
1998-02-25,-11,747,С 7м/с,-15,752,С 7м/с
1998-02-26,-13,753,Ю 3м/с,-12,750,Ю 3м/с
1998-02-27,0,742,ЮЗ 4м/с,1,741,ЮЗ 4м/с
1998-02-28,3,735,Ю 5м/с,2,734,Ю 5м/с
1998-03-01,4,737,ЮЗ 6м/с,0,739,ЮЗ 6м/с
1998-03-02,0,741,ЮЗ 1м/с,-1,741,ЮЗ 1м/с
1998-03-03,0,737,З 2м/с,-4,739,З 2м/с
1998-03-04,0,744,Ю 5м/с,-1,741,Ю 5м/с
1998-03-05,3,746,Ю 5м/с,3,732,Ю 5м/с
1998-03-06,1,737,СЗ 4м/с,-1,742,СЗ 4м/с
1998-03-07,-1,747,В 2м/с,-7,747,В 2м/с
1998-03-08,-2,745,ЮВ 4м/с,-2,743,ЮВ 4м/с
1998-03-09,2,742,Ю 5м/с,2,743,Ю 5м/с
1998-03-10,2,747,Ю 4м/с,1,748,Ю 4м/с
1998-03-11,1,745,Ю 3м/с,0,747,Ю 3м/с
1998-03-12,1,745,В 3м/с,1,744,В 3м/с
1998-03-13,1,741,ЮВ 6м/с,-3,744,ЮВ 6м/с
1998-03-14,0,747,ЮВ 4м/с,-2,748,ЮВ 4м/с
1998-03-15,0,751,ЮВ 3м/с,-1,752,ЮВ 3м/с
1998-03-16,-3,755,В 4м/с,-6,756,В 4м/с
1998-03-17,-4,756,В 4м/с,-6,756,В 4м/с
1998-03-18,-6,753,В 2м/с,-6,751,В 2м/с
1998-03-19,-4,744,Ш,-5,742,Ш
1998-03-20,-3,741,Ш,-5,743,Ш
1998-03-21,-1,750,С 3м/с,-1,753,С 3м/с
1998-03-22,0,754,С 5м/с,-1,754,С 5м/с
1998-03-23,2,753,В 3м/с,0,754,В 3м/с
1998-03-24,1,757,В 2м/с,-3,757,В 2м/с
1998-03-25,5,756,СЗ 3м/с,3,755,СЗ 3м/с
1998-03-26,5,754,З 2м/с,0,754,З 2м/с
1998-03-27,6,756,З 2м/с,0,754,З 2м/с
1998-03-28,6,754,ЮЗ 3м/с,0,754,ЮЗ 3м/с
1998-03-29,6,754,З 2м/с,0,753,З 2м/с
1998-03-30,7,751,СЗ 3м/с,2,749,СЗ 3м/с
1998-03-31,4,742,З 4м/с,2,739,З 4м/с
1998-04-01,5,729,З 5м/с,-4,736,З 5м/с
1998-04-02,-2,742,СЗ 4м/с,-5,744,СЗ 4м/с
1998-04-03,-3,750,З 2м/с,-6,750,З 2м/с
1998-04-04,-1,750,Ю 2м/с,-2,747,Ю 2м/с
1998-04-05,0,747,ЮВ 3м/с,-1,749,ЮВ 3м/с
1998-04-06,-2,747,Ю 3м/с,-2,746,Ю 3м/с
1998-04-07,1,740,В 4м/с,0,738,В 4м/с
1998-04-08,8,737,З 4м/с,5,736,З 4м/с
1998-04-09,6,732,З 4м/с,4,737,З 4м/с
1998-04-10,-1,741,С 5м/с,-1,746,С 5м/с
1998-04-11,1,755,ЮЗ 3м/с,1,751,ЮЗ 3м/с
1998-04-12,2,735,В 4м/с,1,733,В 4м/с
1998-04-13,1,738,В 4м/с,1,729,В 4м/с
1998-04-14,0,732,З 4м/с,-1,737,З 4м/с
1998-04-15,3,747,С 3м/с,0,749,С 3м/с
1998-04-16,5,751,З 1м/с,1,750,З 1м/с
1998-04-17,7,748,Ю 2м/с,5,747,Ю 2м/с
1998-04-18,11,749,В 5м/с,7,749,В 5м/с
1998-04-19,7,750,В 6м/с,4,750,В 6м/с
1998-04-20,8,753,ЮВ 4м/с,6,753,ЮВ 4м/с
1998-04-21,11,755,В 4м/с,7,755,В 4м/с
1998-04-22,13,756,В 3м/с,8,755,В 3м/с
1998-04-23,15,753,Ш,10,752,Ш
1998-04-24,18,749,З 3м/с,11,748,З 3м/с
1998-04-25,12,747,СВ 3м/с,9,748,СВ 3м/с
1998-04-26,14,752,СЗ 2м/с,8,752,СЗ 2м/с
1998-04-27,16,754,ЮЗ 4м/с,11,753,ЮЗ 4м/с
1998-04-28,18,753,З 4м/с,13,752,З 4м/с
1998-04-29,21,752,З 3м/с,15,752,З 3м/с
1998-04-30,18,753,С 5м/с,12,753,С 5м/с
1998-05-01,15,756,ЮВ 2м/с,11,754,ЮВ 2м/с
1998-05-02,21,750,ЮЗ 4м/с,16,750,ЮЗ 4м/с
1998-05-04,17,743,ЮЗ 4м/с,13,742,ЮЗ 4м/с
1998-05-05,15,738,ЮВ 6м/с,14,735,ЮВ 6м/с
1998-05-06,19,735,ЮЗ 7м/с,13,738,ЮЗ 7м/с
1998-05-08,17,750,З 7м/с,13,751,З 7м/с
1998-05-09,19,752,З 7м/с,15,751,З 7м/с
1998-05-10,18,753,СЗ 5м/с,13,753,СЗ 5м/с
1998-05-11,19,755,З 2м/с,12,740,З 2м/с
1998-05-12,23,748,ЮЗ 5м/с,16,747,ЮЗ 5м/с
1998-05-13,11,744,СВ 4м/с,9,744,СВ 4м/с
1998-05-14,19,745,Ю 2м/с,15,744,Ю 2м/с
1998-05-18,18,757,В 2м/с,12,756,В 2м/с
1998-05-19,20,753,Ю 2м/с,13,750,Ю 2м/с
1998-05-20,22,746,Ю 5м/с,15,744,Ю 5м/с
1998-05-21,17,756,С 3м/с,15,741,С 3м/с
1998-05-22,22,737,СВ 2м/с,14,736,СВ 2м/с
1998-05-23,19,733,ЮЗ 4м/с,10,736,ЮЗ 4м/с
1998-05-25,10,745,Ю 4м/с,10,746,Ю 4м/с
1998-05-26,20,750,ЮЗ 5м/с,15,750,ЮЗ 5м/с
1998-05-27,24,748,Ю 6м/с,16,748,Ю 6м/с
1998-05-28,20,747,СВ 2м/с,17,746,СВ 2м/с
1998-05-31,15,745,С 3м/с,12,747,С 3м/с
1998-06-01,18,751,Ю 2м/с,12,750,Ю 2м/с
1998-06-02,23,749,ЮЗ 3м/с,16,748,ЮЗ 3м/с
1998-06-05,25,750,СЗ 4м/с,20,749,СЗ 4м/с
1998-06-07,21,754,С 2м/с,16,753,С 2м/с
1998-06-08,25,753,Ю 2м/с,19,752,Ю 2м/с
1998-06-10,29,749,З 2м/с,26,747,З 2м/с
