Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2010-02-13,-11,760,Ю 6м/с,-12,757,Ю 6м/с
2010-02-14,-11,750,Ю 3м/с,-11,747,Ю 3м/с
2010-02-15,-4,741,С 1м/с,-6,741,С 1м/с
2010-02-16,-7,741,С 3м/с,-7,742,С 3м/с
2010-02-17,-10,746,СЗ 2м/с,-15,747,СЗ 2м/с
2010-02-18,0,748,Ю 2м/с,-10,744,Ю 2м/с
2010-02-19,-3,744,Ю 2м/с,-2,740,Ю 2м/с
2010-02-20,-5,740,В 3м/с,-8,739,В 3м/с
2010-02-21,-11,737,В 3м/с,-10,736,В 3м/с
2010-02-22,-11,735,В 3м/с,-10,738,В 3м/с
2010-02-23,-5,746,СЗ 2м/с,-10,747,СЗ 2м/с
2010-02-24,0,744,Ю 3м/с,0,745,Ю 3м/с
2010-02-25,2,748,СЗ 1м/с,0,749,СЗ 1м/с
2010-02-26,2,749,Ю 3м/с,0,749,Ю 3м/с
2010-02-27,-3,750,ЮЗ 4м/с,-4,750,ЮЗ 4м/с
2010-02-28,-4,751,ЮЗ 3м/с,-6,750,ЮЗ 3м/с
2010-03-01,-3,747,Ю 4м/с,-2,745,Ю 4м/с
2010-03-02,1,742,ЮЗ 4м/с,+1,742,ЮЗ 4м/с
2010-03-03,1,744,З 3м/с,-3,746,З 3м/с
2010-03-04,0,746,ЮЗ 3м/с,-5,745,ЮЗ 3м/с
2010-03-05,-2,744,ЮЗ 3м/с,-8,745,ЮЗ 3м/с
2010-03-06,-3,749,В 1м/с,-6,749,В 1м/с
2010-03-07,-3,750,СВ 3м/с,-6,751,СВ 3м/с
2010-03-08,-5,753,С 3м/с,-11,752,С 3м/с
2010-03-09,-2,749,СЗ 4м/с,-5,750,СЗ 4м/с
2010-03-10,-1,751,З 3м/с,-3,748,З 3м/с
2010-03-11,2,749,З 3м/с,0,747,З 3м/с
2010-03-12,1,743,Ю 2м/с,-2,741,Ю 2м/с
2010-03-13,1,734,З 3м/с,-3,735,З 3м/с
2010-03-14,-1,734,СЗ 2м/с,-7,734,СЗ 2м/с
2010-03-15,-3,736,Ю 4м/с,-7,738,Ю 4м/с
2010-03-16,-4,739,З 3м/с,-11,742,З 3м/с
2010-03-17,-7,744,З 1м/с,-14,747,З 1м/с
2010-03-18,-5,752,ЮЗ 2м/с,-10,753,ЮЗ 2м/с
2010-03-19,-4,746,Ю 8м/с,-1,742,Ю 8м/с
2010-03-20,3,743,ЮЗ 2м/с,+4,743,ЮЗ 2м/с
2010-03-21,2,740,ЮЗ 3м/с,+2,740,ЮЗ 3м/с
2010-03-22,6,735,З 4м/с,+3,738,З 4м/с
2010-03-23,3,747,СЗ 4м/с,-2,748,СЗ 4м/с
2010-03-24,1,743,З 3м/с,+1,746,З 3м/с
2010-03-25,1,755,СЗ 3м/с,-4,756,СЗ 3м/с
2010-03-26,4,758,Ю 3м/с,+2,756,Ю 3м/с
2010-03-27,5,750,Ю 2м/с,+2,749,Ю 2м/с
2010-03-28,6,748,ЮВ 5м/с,+3,747,ЮВ 5м/с
2010-03-29,4,748,Ю 3м/с,+2,747,Ю 3м/с
2010-03-30,8,750,Ю 2м/с,+5,751,Ю 2м/с
2010-03-31,7,753,В 1м/с,+5,753,В 1м/с
2010-04-01,13,752,Ю 4м/с,+9,753,Ю 4м/с
2010-04-02,12,753,ЮВ 3м/с,+7,753,ЮВ 3м/с
2010-04-03,13,754,ЮВ 4м/с,+6,755,ЮВ 4м/с
2010-04-04,12,756,Ю 3м/с,+5,756,Ю 3м/с
2010-04-05,13,757,Ю 4м/с,+6,756,Ю 4м/с
2010-04-06,15,756,С 2м/с,+8,756,С 2м/с
2010-04-07,16,756,С 1м/с,+10,755,С 1м/с
2010-04-08,15,756,Ю 2м/с,+8,757,Ю 2м/с
2010-04-09,11,757,ЮВ 2м/с,+5,756,ЮВ 2м/с
2010-04-10,12,754,В 4м/с,+8,754,В 4м/с
2010-04-11,14,754,В 3м/с,+8,753,В 3м/с
2010-04-12,12,753,СВ 4м/с,+7,752,СВ 4м/с
2010-04-13,10,751,СВ 2м/с,+7,751,СВ 2м/с
2010-04-14,13,749,Ю 2м/с,+8,748,Ю 2м/с
2010-04-15,15,747,СЗ 3м/с,+8,747,СЗ 3м/с
2010-04-16,17,747,З 4м/с,+11,746,З 4м/с
2010-04-17,7,740,В 3м/с,+6,740,В 3м/с
2010-04-18,14,744,З 5м/с,+9,746,З 5м/с
2010-04-19,18,748,З 4м/с,+13,746,З 4м/с
2010-04-20,19,745,З 5м/с,+12,745,З 5м/с
2010-04-21,19,742,Ю 5м/с,+16,740,Ю 5м/с
2010-04-22,12,738,Ю 4м/с,+10,737,Ю 4м/с
2010-04-23,5,744,З 5м/с,+4,748,З 5м/с
2010-04-24,12,752,ЮЗ 6м/с,+11,750,ЮЗ 6м/с
2010-04-25,8,752,СЗ 3м/с,+4,753,СЗ 3м/с
2010-04-26,6,755,С 5м/с,+2,756,С 5м/с
2010-04-27,12,754,С 4м/с,+6,753,С 4м/с
2010-04-28,13,747,З 7м/с,+9,745,З 7м/с
2010-04-29,10,747,СЗ 3м/с,+6,747,СЗ 3м/с
2010-04-30,16,747,З 4м/с,+12,746,З 4м/с
2010-05-01,22,746,ЮЗ 5м/с,+19,745,ЮЗ 5м/с
2010-05-02,25,746,З 7м/с,+19,747,З 7м/с
2010-05-03,25,749,З 5м/с,+19,750,З 5м/с
2010-05-04,25,751,ЮЗ 6м/с,+18,751,ЮЗ 6м/с
2010-05-05,26,751,ЮЗ 6м/с,+18,750,ЮЗ 6м/с
2010-05-06,25,750,С 2м/с,+14,751,С 2м/с
2010-05-07,27,749,В 3м/с,+21,749,В 3м/с
2010-05-08,27,747,В 3м/с,+20,748,В 3м/с
2010-05-09,27,745,Ю 3м/с,+16,744,Ю 3м/с
2010-05-10,21,746,Ю 4м/с,+15,747,Ю 4м/с
2010-05-11,26,749,Ю 5м/с,+22,749,Ю 5м/с
2010-05-12,25,751,В 3м/с,+20,750,В 3м/с
2010-05-13,24,750,В 3м/с,+19,749,В 3м/с
2010-05-14,18,749,В 2м/с,+17,747,В 2м/с
2010-05-15,24,745,Ю 3м/с,+19,745,Ю 3м/с
2010-05-16,24,744,Ю 4м/с,+18,743,Ю 4м/с
2010-05-17,26,743,Ю 3м/с,+20,743,Ю 3м/с
2010-05-18,22,746,В 4м/с,+16,747,В 4м/с
2010-05-19,15,749,В 3м/с,+13,750,В 3м/с
2010-05-20,22,750,В 4м/с,+16,751,В 4м/с
2010-05-21,22,752,В 2м/с,+14,752,В 2м/с
2010-05-22,23,748,Ю 2м/с,+14,747,Ю 2м/с
2010-05-23,23,744,Ю 2м/с,+15,742,Ю 2м/с
2010-05-24,15,739,В 1м/с,+15,737,В 1м/с
2010-05-25,18,736,ЮЗ 4м/с,+13,736,ЮЗ 4м/с
2010-05-26,11,732,З 5м/с,+8,733,З 5м/с
2010-05-27,12,736,СЗ 6м/с,+11,737,СЗ 6м/с
2010-05-28,14,743,СЗ 3м/с,+14,744,СЗ 3м/с
2010-05-29,19,749,СВ 2м/с,+13,749,СВ 2м/с
2010-05-30,22,749,ЮЗ 2м/с,+14,749,ЮЗ 2м/с
2010-05-31,24,748,Ю 3м/с,+18,747,Ю 3м/с
2010-06-01,15,748,В 2м/с,+16,748,В 2м/с
2010-06-02,25,748,ЮЗ 3м/с,+22,747,ЮЗ 3м/с
2010-06-03,28,746,ЮЗ 1м/с,+21,745,ЮЗ 1м/с
2010-06-04,24,741,ЮЗ 3м/с,+21,739,ЮЗ 3м/с
2010-06-05,19,742,С 3м/с,+13,746,С 3м/с
2010-06-06,20,749,ЮЗ 4м/с,+13,749,ЮЗ 4м/с
2010-06-07,21,748,СЗ 4м/с,+17,747,СЗ 4м/с
2010-06-08,24,745,ЮЗ 3м/с,+20,744,ЮЗ 3м/с
2010-06-09,22,745,С 4м/с,+18,747,С 4м/с
2010-06-10,19,749,З 2м/с,+16,749,З 2м/с
2010-06-11,16,748,ЮВ 2м/с,+17,746,ЮВ 2м/с
2010-06-12,30,741,ЮЗ 6м/с,+26,740,ЮЗ 6м/с
2010-06-13,31,739,ЮЗ 7м/с,+21,740,ЮЗ 7м/с
2010-06-14,19,747,СЗ 3м/с,+16,748,СЗ 3м/с
2010-06-15,19,747,В 1м/с,+14,746,В 1м/с
2010-06-16,19,743,З 3м/с,+16,742,З 3м/с
2010-06-17,14,745,СЗ 2м/с,+12,745,СЗ 2м/с
2010-06-18,17,746,З 3м/с,+12,746,З 3м/с
2010-06-19,22,749,Ю 2м/с,+16,750,Ю 2м/с
2010-06-20,24,752,ЮВ 2м/с,+19,752,ЮВ 2м/с
2010-06-21,28,751,ЮВ 4м/с,+20,750,ЮВ 4м/с
2010-06-22,29,749,Ю 3м/с,+23,747,Ю 3м/с
2010-06-23,30,746,Ю 5м/с,+21,745,Ю 5м/с
2010-06-24,32,746,ЮВ 2м/с,+23,746,ЮВ 2м/с
2010-06-25,33,746,ЮВ 3м/с,+23,745,ЮВ 3м/с
2010-06-26,34,747,В 2м/с,+26,746,В 2м/с
2010-06-27,35,747,ЮЗ 2м/с,+29,747,ЮЗ 2м/с
2010-06-28,29,747,С 4м/с,+24,747,С 4м/с
2010-06-29,27,748,С 3м/с,+23,748,С 3м/с
2010-06-30,26,749,СВ 4м/с,+21,749,СВ 4м/с
2010-07-01,25,749,СВ 3м/с,+19,749,СВ 3м/с
2010-07-02,28,747,ЮВ 2м/с,+24,746,ЮВ 2м/с
2010-07-03,30,746,С 3м/с,+25,746,С 3м/с
2010-07-04,27,748,С 3м/с,+23,748,С 3м/с
2010-07-05,28,748,СВ 3м/с,+25,747,СВ 3м/с
2010-07-06,30,745,В 3м/с,+22,744,В 3м/с
2010-07-07,24,745,ЮЗ 1м/с,+22,745,ЮЗ 1м/с
2010-07-08,29,747,ЮВ 2м/с,+22,748,ЮВ 2м/с
2010-07-09,33,748,ЮВ 2м/с,+25,749,ЮВ 2м/с
2010-07-10,34,749,СВ 2м/с,+21,750,СВ 2м/с
2010-07-11,30,750,СВ 1м/с,+25,749,СВ 1м/с
2010-07-12,31,749,С 3м/с,+27,748,С 3м/с
2010-07-13,29,748,СВ 4м/с,+25,747,СВ 4м/с
2010-07-14,29,748,В 2м/с,+25,747,В 2м/с
2010-07-15,32,747,С 4м/с,+27,747,С 4м/с
2010-07-16,32,749,С 2м/с,+25,749,С 2м/с
2010-07-17,35,749,З 2м/с,+27,748,З 2м/с
2010-07-18,32,748,С 3м/с,+28,748,С 3м/с
2010-07-19,30,750,С 2м/с,+24,749,С 2м/с
2010-07-20,33,749,З 1м/с,+25,748,З 1м/с
2010-07-21,34,748,В 1м/с,+28,748,В 1м/с
2010-07-22,30,749,С 2м/с,+25,749,С 2м/с
2010-07-23,36,748,С 1м/с,+29,748,С 1м/с
2010-07-24,37,747,ЮВ 2м/с,+29,746,ЮВ 2м/с
2010-07-25,37,746,В 3м/с,+25,746,В 3м/с
2010-07-26,36,748,Ю 4м/с,+26,749,Ю 4м/с
2010-07-27,35,750,В 2м/с,+31,749,В 2м/с
2010-07-28,38,747,В 3м/с,+33,746,В 3м/с
2010-07-29,39,744,Ю 7м/с,+27,747,Ю 7м/с
2010-07-30,33,749,Ю 3м/с,+26,749,Ю 3м/с
2010-07-31,31,750,С 2м/с,+23,750,С 2м/с
2010-08-01,35,749,ЮВ 2м/с,+28,748,ЮВ 2м/с
2010-08-02,37,748,ЮВ 2м/с,+30,747,ЮВ 2м/с
2010-08-03,34,747,СВ 1м/с,+24,746,СВ 1м/с
2010-08-04,39,746,Ю 2м/с,+28,746,Ю 2м/с
2010-08-05,34,749,СВ 3м/с,+28,749,СВ 3м/с
2010-08-06,39,752,Ю 1м/с,+28,752,Ю 1м/с
2010-08-07,37,752,В 2м/с,+28,752,В 2м/с
2010-08-08,37,751,В 2м/с,+30,750,В 2м/с
2010-08-09,36,749,ЮВ 3м/с,+29,749,ЮВ 3м/с
2010-08-10,37,749,Ю 3м/с,+27,748,Ю 3м/с
2010-08-11,36,748,Ю 2м/с,+25,748,Ю 2м/с
2010-08-12,33,750,СВ 1м/с,+28,751,СВ 1м/с
2010-08-13,31,753,СВ 2м/с,+26,753,СВ 2м/с
2010-08-14,31,754,СВ 2м/с,+25,754,СВ 2м/с
2010-08-15,29,752,С 2м/с,+22,751,С 2м/с
2010-08-16,27,750,СВ 2м/с,+23,749,СВ 2м/с
2010-08-17,29,748,С 2м/с,+24,746,С 2м/с
2010-08-18,33,739,ЮЗ 4м/с,+28,737,ЮЗ 4м/с
2010-08-19,22,736,З 3м/с,+19,736,З 3м/с
2010-08-20,11,740,С 4м/с,+12,744,С 4м/с
2010-08-21,18,749,С 3м/с,+11,749,С 3м/с
2010-08-22,21,746,З 3м/с,+20,744,З 3м/с
2010-08-23,23,741,ЮЗ 3м/с,+20,740,ЮЗ 3м/с
2010-08-24,23,742,ЮЗ 3м/с,+18,739,ЮЗ 3м/с
2010-08-25,25,740,З 3м/с,+21,738,З 3м/с
2010-08-26,22,740,З 6м/с,+17,740,З 6м/с
2010-08-27,18,741,З 3м/с,+12,742,З 3м/с
2010-08-28,14,734,ЮВ 3м/с,+17,734,ЮВ 3м/с
2010-08-29,15,737,З 5м/с,+13,739,З 5м/с
2010-08-30,15,744,З 3м/с,+9,746,З 3м/с
2010-08-31,15,751,В 2м/с,+11,751,В 2м/с
2010-09-01,16,747,В 4м/с,+17,744,В 4м/с
2010-09-02,24,738,Ю 3м/с,+18,739,Ю 3м/с
2010-09-03,14,744,З 6м/с,+12,747,З 6м/с
2010-09-05,16,753,С 2м/с,+10,753,С 2м/с
2010-09-06,12,753,СВ 2м/с,+6,753,СВ 2м/с
2010-09-07,14,754,С 2м/с,+9,755,С 2м/с
2010-09-08,12,756,В 1м/с,+6,755,В 1м/с
2010-09-09,16,756,С 3м/с,+12,757,С 3м/с
2010-09-10,20,757,С 2м/с,+10,757,С 2м/с
2010-09-11,21,757,З 2м/с,+12,756,З 2м/с
2010-09-12,15,754,С 3м/с,+10,753,С 3м/с
2010-09-13,16,753,С 1м/с,+10,754,С 1м/с
2010-09-14,18,754,СЗ 2м/с,+13,753,СЗ 2м/с
2010-09-15,22,751,ЮЗ 3м/с,+18,749,ЮЗ 3м/с
2010-09-16,25,747,ЮЗ 6м/с,+20,747,ЮЗ 6м/с
2010-09-17,20,747,З 2м/с,+11,747,З 2м/с
2010-09-18,17,744,З 2м/с,+13,745,З 2м/с
2010-09-19,15,747,З 1м/с,+11,747,З 1м/с
2010-09-20,15,750,СЗ 2м/с,+9,751,СЗ 2м/с
2010-09-21,17,753,В 1м/с,+13,752,В 1м/с
2010-09-22,14,744,ЮЗ 3м/с,+10,745,ЮЗ 3м/с
2010-09-23,10,745,З 3м/с,+9,747,З 3м/с
2010-09-24,15,750,С 3м/с,+7,750,С 3м/с
2010-09-25,19,751,ЮЗ 2м/с,+11,751,ЮЗ 2м/с
2010-09-26,19,751,ЮЗ 3м/с,+12,750,ЮЗ 3м/с
2010-09-27,22,747,Ю 1м/с,+13,745,Ю 1м/с
2010-09-28,20,738,ЮЗ 5м/с,+15,738,ЮЗ 5м/с
2010-09-29,8,739,С 3м/с,+5,745,С 3м/с
2010-09-30,10,748,СВ 3м/с,+7,748,СВ 3м/с
2010-10-01,8,748,СВ 3м/с,+4,749,СВ 3м/с
2010-10-02,8,754,С 2м/с,+4,756,С 2м/с
2010-10-03,8,760,В 2м/с,+4,761,В 2м/с
2010-10-04,4,762,В 1м/с,-3,762,В 1м/с
2010-10-05,5,763,В 2м/с,+4,762,В 2м/с
2010-10-06,9,763,С 2м/с,+4,763,С 2м/с
2010-10-07,13,762,С 3м/с,+6,762,С 3м/с
2010-10-08,14,761,СВ 3м/с,+5,761,СВ 3м/с
2010-10-09,13,757,С 2м/с,+4,755,С 2м/с
2010-10-10,14,748,ЮЗ 2м/с,+7,745,ЮЗ 2м/с
2010-10-11,7,738,З 2м/с,+5,739,З 2м/с
2010-10-12,4,735,ЮЗ 4м/с,+2,733,ЮЗ 4м/с
2010-10-13,3,734,СЗ 4м/с,+2,737,СЗ 4м/с
2010-10-14,5,740,З 3м/с,+3,740,З 3м/с
2010-10-15,5,734,Ю 5м/с,+2,736,Ю 5м/с
2010-10-16,5,747,З 3м/с,+1,749,З 3м/с
2010-10-17,7,752,СЗ 3м/с,-1,754,СЗ 3м/с
2010-10-18,4,757,З 1м/с,-4,757,З 1м/с
2010-10-19,7,757,Ю 2м/с,+3,756,Ю 2м/с
2010-10-20,5,750,ЮВ 8м/с,+3,748,ЮВ 8м/с
2010-10-21,6,737,Ю 3м/с,+7,738,Ю 3м/с
2010-10-22,4,745,З 5м/с,+4,746,З 5м/с
2010-10-23,8,752,З 5м/с,+3,752,З 5м/с
2010-10-24,10,753,ЮЗ 4м/с,+5,753,ЮЗ 4м/с
2010-10-25,9,751,ЮЗ 4м/с,+6,752,ЮЗ 4м/с
2010-10-26,9,749,Ю 3м/с,+9,748,Ю 3м/с
2010-10-27,4,745,С 4м/с,+3,746,С 4м/с
2010-10-28,-1,749,С 4м/с,-1,749,С 4м/с
2010-10-29,2,744,З 2м/с,+2,743,З 2м/с
2010-10-30,6,749,СЗ 2м/с,+5,751,СЗ 2м/с
2010-10-31,11,755,З 3м/с,+4,756,З 3м/с
2010-11-01,10,753,ЮЗ 3м/с,+5,751,ЮЗ 3м/с
2010-11-02,8,747,З 4м/с,+7,747,З 4м/с
2010-11-03,9,749,Ю 5м/с,+7,749,Ю 5м/с
2010-11-04,8,739,ЮЗ 5м/с,+7,738,ЮЗ 5м/с
2010-11-05,6,736,З 3м/с,+2,735,З 3м/с
2010-11-06,5,738,З 3м/с,+1,737,З 3м/с
2010-11-07,5,739,З 3м/с,+2,742,З 3м/с
2010-11-08,6,746,Ю 4м/с,+7,743,Ю 4м/с
2010-11-09,12,740,Ю 5м/с,+10,742,Ю 5м/с
2010-11-10,15,740,Ю 6м/с,+13,740,Ю 6м/с
2010-11-11,14,739,З 4м/с,+9,742,З 4м/с
2010-11-12,10,739,ЮЗ 3м/с,+7,738,ЮЗ 3м/с
2010-11-13,8,733,З 5м/с,+7,734,З 5м/с
2010-11-14,8,740,З 3м/с,+6,745,З 3м/с
2010-11-15,13,748,Ю 4м/с,+9,748,Ю 4м/с
2010-11-16,9,749,СЗ 2м/с,+8,750,СЗ 2м/с
2010-11-17,5,756,С 2м/с,+3,759,С 2м/с
2010-11-18,1,762,ЮВ 3м/с,+1,762,ЮВ 3м/с
2010-11-19,1,757,Ю 3м/с,+1,755,Ю 3м/с
2010-11-20,3,752,В 1м/с,+1,753,В 1м/с
2010-11-21,0,753,В 3м/с,0,750,В 3м/с
2010-11-22,-2,749,С 2м/с,-4,750,С 2м/с
2010-11-23,0,746,Ю 2м/с,0,744,Ю 2м/с
2010-11-24,4,733,Ю 6м/с,+4,729,Ю 6м/с
2010-11-25,4,737,ЮЗ 4м/с,+1,738,ЮЗ 4м/с
2010-11-26,1,741,ЮЗ 3м/с,0,743,ЮЗ 3м/с
2010-11-27,0,741,С 1м/с,-4,741,С 1м/с
2010-11-28,-6,746,СЗ 3м/с,-8,748,СЗ 3м/с
2010-11-29,-13,752,С 3м/с,-15,749,С 3м/с
2010-11-30,-15,737,СВ 4м/с,-17,739,СВ 4м/с
2010-12-01,-20,749,С 3м/с,-23,752,С 3м/с
2010-12-02,-19,759,З 1м/с,-22,761,З 1м/с
2010-12-03,-11,757,ЮВ 3м/с,-12,756,ЮВ 3м/с
2010-12-04,-3,746,ЮЗ 5м/с,0,748,ЮЗ 5м/с
2010-12-05,-5,748,С 2м/с,-5,747,С 2м/с
2010-12-06,-8,748,СЗ 2м/с,-9,749,СЗ 2м/с
2010-12-07,-3,747,Ю 2м/с,-3,747,Ю 2м/с
2010-12-08,1,743,З 1м/с,-2,745,З 1м/с
2010-12-09,1,740,Ю 5м/с,+2,735,Ю 5м/с
2010-12-10,4,730,Ю 5м/с,-3,733,Ю 5м/с
2010-12-11,-7,743,ЮЗ 3м/с,-12,745,ЮЗ 3м/с
2010-12-12,-5,744,СВ 2м/с,-4,742,СВ 2м/с
2010-12-13,-4,743,В 2м/с,-5,743,В 2м/с
2010-12-14,-9,745,С 1м/с,-10,745,С 1м/с
2010-12-15,-9,746,СЗ 1м/с,-10,745,СЗ 1м/с
2010-12-16,-8,745,ЮЗ 2м/с,-10,745,ЮЗ 2м/с
2010-12-17,-10,748,Ш,-15,749,Ш
2010-12-18,-10,745,В 4м/с,-7,746,В 4м/с
2010-12-19,-5,748,ЮВ 4м/с,-6,745,ЮВ 4м/с
2010-12-20,-9,747,З 4м/с,-10,747,З 4м/с
2010-12-21,0,741,ЮЗ 4м/с,-3,746,ЮЗ 4м/с
2010-12-22,-6,752,Ю 1м/с,-6,750,Ю 1м/с
2010-12-23,-5,750,З 1м/с,-6,751,З 1м/с
2010-12-24,-6,749,ЮВ 3м/с,-5,747,ЮВ 3м/с
2010-12-25,1,743,ЮВ 3м/с,+2,742,ЮВ 3м/с
2010-12-26,1,741,Ю 3м/с,+1,741,Ю 3м/с
2010-12-27,-5,747,С 2м/с,-5,749,С 2м/с
2010-12-28,-5,753,СВ 1м/с,-6,753,СВ 1м/с
2010-12-29,-3,749,В 4м/с,0,749,В 4м/с
2010-12-30,-8,753,Ю 1м/с,-10,750,Ю 1м/с
2010-12-31,-8,747,ЮЗ 3м/с,-9,747,ЮЗ 3м/с
