Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2023-03-17,3,753,С 4м/с,+1,757,С 4м/с
2023-03-18,4,761,СВ 3м/с,0,760,СВ 3м/с
2023-03-19,1,755,СВ 1м/с,0,754,СВ 1м/с
2023-03-20,5,750,СВ 1м/с,+2,749,СВ 1м/с
2023-03-21,5,745,ЮЗ 3м/с,+3,744,ЮЗ 3м/с
2023-03-22,7,748,З 2м/с,+3,749,З 2м/с
2023-03-23,9,746,ЮЗ 3м/с,+6,746,ЮЗ 3м/с
2023-03-24,7,739,ЮЗ 3м/с,+6,741,ЮЗ 3м/с
2023-03-25,13,738,Ю 4м/с,+8,740,Ю 4м/с
2023-03-26,12,737,Ю 6м/с,+8,736,Ю 6м/с
2023-03-27,9,737,ЮЗ 4м/с,+5,740,ЮЗ 4м/с
2023-03-28,11,744,ЮВ 2м/с,+7,743,ЮВ 2м/с
2023-03-29,8,742,ЮВ 3м/с,+7,743,ЮВ 3м/с
2023-03-30,6,743,СЗ 2м/с,+4,743,СЗ 2м/с
2023-03-31,2,739,Ю 2м/с,+1,739,Ю 2м/с
2023-04-01,8,742,ЮЗ 4м/с,+5,744,ЮЗ 4м/с
2023-04-02,12,747,Ю 5м/с,+9,747,Ю 5м/с
2023-04-03,15,747,СВ 2м/с,+9,747,СВ 2м/с
2023-04-04,17,747,В 2м/с,+10,749,В 2м/с
2023-04-05,17,749,С 3м/с,+12,751,С 3м/с
2023-04-06,16,752,СВ 3м/с,+11,753,СВ 3м/с
2023-04-07,12,755,СВ 3м/с,+7,756,СВ 3м/с
2023-04-08,13,757,ЮВ 2м/с,+7,757,ЮВ 2м/с
2023-04-09,12,757,В 1м/с,+5,756,В 1м/с
2023-04-10,14,755,СВ 1м/с,+7,754,СВ 1м/с
2023-04-11,16,751,ЮЗ 2м/с,+9,750,ЮЗ 2м/с
2023-04-12,18,748,В 2м/с,+13,747,В 2м/с
2023-04-13,18,745,СВ 3м/с,+13,746,СВ 3м/с
2023-04-14,9,750,СВ 4м/с,+5,753,СВ 4м/с
2023-04-15,8,758,СВ 2м/с,+6,759,СВ 2м/с
2023-04-16,13,759,В 2м/с,+7,758,В 2м/с
2023-04-17,16,758,ЮЗ 3м/с,+9,756,ЮЗ 3м/с
2023-04-18,17,755,Ю 1м/с,+13,755,Ю 1м/с
2023-04-19,18,754,В 2м/с,+13,754,В 2м/с
2023-04-20,19,749,СВ 2м/с,+14,749,СВ 2м/с
2023-04-21,17,745,СВ 2м/с,+12,744,СВ 2м/с
2023-04-23,19,749,З 2м/с,+11,749,З 2м/с
2023-04-24,21,749,Ю 4м/с,+14,749,Ю 4м/с
2023-04-25,15,745,В 2м/с,+11,741,В 2м/с
2023-04-26,12,739,З 4м/с,+11,742,З 4м/с
2023-04-27,21,745,ЮЗ 2м/с,+14,746,ЮЗ 2м/с
2023-04-28,19,746,ЮЗ 2м/с,+12,746,ЮЗ 2м/с
2023-04-29,7,749,С 4м/с,+5,751,С 4м/с
2023-04-30,8,745,СВ 3м/с,+6,742,СВ 3м/с
2023-05-01,10,744,З 1м/с,+6,749,З 1м/с
2023-05-02,13,753,СЗ 3м/с,+6,753,СЗ 3м/с
2023-05-03,19,752,ЮЗ 4м/с,+10,752,ЮЗ 4м/с
2023-05-04,14,753,З 1м/с,+9,752,З 1м/с
2023-05-05,13,750,СЗ 3м/с,+6,752,СЗ 3м/с
2023-05-06,8,753,СЗ 4м/с,+4,755,СЗ 4м/с
2023-05-07,8,758,СЗ 2м/с,+1,758,СЗ 2м/с
2023-05-08,10,759,С 3м/с,+4,759,С 3м/с
2023-05-09,13,758,Ю 1м/с,+6,757,Ю 1м/с
2023-05-10,16,753,СВ 2м/с,+9,752,СВ 2м/с
2023-05-11,18,752,СВ 2м/с,+12,752,СВ 2м/с
2023-05-12,21,752,СЗ 3м/с,+13,752,СЗ 3м/с
2023-05-13,23,750,СЗ 4м/с,+14,751,СЗ 4м/с
2023-05-14,19,752,С 4м/с,+13,753,С 4м/с
2023-05-15,18,753,С 1м/с,+11,752,С 1м/с
2023-05-16,20,753,СВ 2м/с,+12,753,СВ 2м/с
2023-05-17,23,754,СВ 1м/с,+15,753,СВ 1м/с
2023-05-18,24,752,Ш,+15,752,Ш
2023-05-19,18,753,С 3м/с,+12,755,С 3м/с
2023-05-20,18,754,С 3м/с,+12,755,С 3м/с
2023-05-21,19,754,Ю 1м/с,+15,753,Ю 1м/с
2023-05-22,25,752,ЮВ 3м/с,+17,752,ЮВ 3м/с
2023-05-23,23,749,ЮВ 2м/с,+20,749,ЮВ 2м/с
2023-05-24,23,749,Ю 2м/с,+17,749,Ю 2м/с
2023-05-25,16,746,СВ 1м/с,+16,747,СВ 1м/с
2023-05-26,22,747,В 1м/с,+17,747,В 1м/с
2023-05-27,25,746,С 3м/с,+19,746,С 3м/с
2023-05-28,16,748,СЗ 3м/с,+11,749,СЗ 3м/с
2023-05-29,21,752,Ю 2м/с,+13,751,Ю 2м/с
2023-05-30,21,748,Ш,+16,747,Ш
2023-05-31,15,745,СЗ 2м/с,+9,746,СЗ 2м/с
2023-06-01,22,746,ЮЗ 3м/с,+15,745,ЮЗ 3м/с
2023-06-02,25,744,Ю 3м/с,+20,743,Ю 3м/с
2023-06-03,18,744,З 5м/с,+8,748,З 5м/с
2023-06-04,16,752,З 2м/с,+11,752,З 2м/с
2023-06-05,18,751,З 2м/с,+11,751,З 2м/с
2023-06-06,19,751,СЗ 1м/с,+13,751,СЗ 1м/с
2023-06-07,23,750,З 2м/с,+18,749,З 2м/с
2023-06-08,23,750,СЗ 1м/с,+17,750,СЗ 1м/с
2023-06-09,25,748,СЗ 4м/с,+18,749,СЗ 4м/с
2023-06-10,19,752,С 3м/с,+13,754,С 3м/с
2023-06-11,18,755,СВ 3м/с,+15,755,СВ 3м/с
2023-06-12,19,754,СВ 3м/с,+15,755,СВ 3м/с
2023-06-13,22,752,В 3м/с,+16,752,В 3м/с
2023-06-14,24,749,В 2м/с,+20,749,В 2м/с
2023-06-15,26,748,СВ 2м/с,+18,747,СВ 2м/с
2023-06-16,27,746,С 1м/с,+19,745,С 1м/с
2023-06-17,27,746,СВ 1м/с,+22,746,СВ 1м/с
2023-06-18,23,749,С 3м/с,+16,748,С 3м/с
2023-06-19,23,748,С 1м/с,+16,747,С 1м/с
2023-06-20,23,745,СЗ 3м/с,+14,746,СЗ 3м/с
2023-06-21,19,749,С 2м/с,+13,749,С 2м/с
2023-06-22,24,749,ЮЗ 1м/с,+16,748,ЮЗ 1м/с
2023-06-23,17,745,ЮВ 2м/с,+18,744,ЮВ 2м/с
2023-06-24,19,744,СЗ 4м/с,+15,746,СЗ 4м/с
2023-06-25,24,748,СВ 1м/с,+16,747,СВ 1м/с
2023-06-26,25,746,В 2м/с,+20,746,В 2м/с
2023-06-27,16,744,ЮЗ 2м/с,+13,744,ЮЗ 2м/с
2023-06-28,18,743,ЮВ 3м/с,+18,742,ЮВ 3м/с
2023-06-29,18,740,Ю 3м/с,+14,738,Ю 3м/с
2023-06-30,16,734,Ш,+15,734,Ш
2023-07-01,22,734,СЗ 4м/с,+19,735,СЗ 4м/с
2023-07-02,25,738,З 4м/с,+19,739,З 4м/с
2023-07-03,25,743,З 3м/с,+19,744,З 3м/с
2023-07-04,27,749,З 2м/с,+20,749,З 2м/с
2023-07-05,27,750,З 2м/с,+21,751,З 2м/с
2023-07-06,29,752,Ю 2м/с,+22,750,Ю 2м/с
2023-07-07,29,749,ЮВ 2м/с,+23,747,ЮВ 2м/с
2023-07-08,24,746,С 3м/с,+20,746,С 3м/с
2023-07-09,16,743,СВ 2м/с,+15,742,СВ 2м/с
2023-07-10,19,742,СЗ 4м/с,+17,742,СЗ 4м/с
2023-07-11,18,742,СЗ 4м/с,+14,743,СЗ 4м/с
2023-07-12,16,742,З 2м/с,+13,743,З 2м/с
2023-07-13,17,743,ЮЗ 1м/с,+12,742,ЮЗ 1м/с
2023-07-14,17,743,С 2м/с,+15,743,С 2м/с
2023-07-15,18,743,СЗ 2м/с,+17,745,СЗ 2м/с
2023-07-16,22,746,СЗ 2м/с,+20,746,СЗ 2м/с
2023-07-17,26,746,СЗ 3м/с,+21,746,СЗ 3м/с
2023-07-18,20,741,Ю 4м/с,+19,738,Ю 4м/с
2023-07-19,19,737,З 5м/с,+16,738,З 5м/с
2023-07-20,21,740,З 3м/с,+17,740,З 3м/с
2023-07-22,23,745,З 3м/с,+16,745,З 3м/с
2023-07-23,25,743,ЮЗ 2м/с,+15,743,ЮЗ 2м/с
2023-07-24,20,743,З 2м/с,+18,742,З 2м/с
2023-07-25,25,740,ЮЗ 2м/с,+18,741,ЮЗ 2м/с
2023-07-26,26,737,Ю 5м/с,+24,737,Ю 5м/с
2023-07-27,29,741,Ю 2м/с,+26,740,Ю 2м/с
2023-07-28,31,737,Ю 5м/с,+21,740,Ю 5м/с
2023-07-29,18,739,СЗ 2м/с,+16,739,СЗ 2м/с
2023-07-30,22,741,СЗ 2м/с,+16,742,СЗ 2м/с
2023-07-31,26,743,З 2м/с,+17,744,З 2м/с
