Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2017-03-20,4,741,ЮВ 3м/с,+3,743,ЮВ 3м/с
2017-03-21,5,746,Ю 3м/с,+5,748,Ю 3м/с
2017-03-22,11,750,ЮЗ 3м/с,+8,750,ЮЗ 3м/с
2017-03-23,9,752,С 2м/с,+4,753,С 2м/с
2017-03-24,8,749,ЮЗ 3м/с,+3,746,ЮЗ 3м/с
2017-03-25,1,745,С 3м/с,0,746,С 3м/с
2017-03-26,7,746,З 3м/с,+2,743,З 3м/с
2017-03-27,2,732,СЗ 5м/с,0,736,СЗ 5м/с
2017-03-28,0,731,С 5м/с,0,737,С 5м/с
2017-03-29,2,744,С 3м/с,-3,744,С 3м/с
2017-03-30,0,748,С 5м/с,-3,752,С 5м/с
2017-03-31,2,752,ЮЗ 4м/с,-1,749,ЮЗ 4м/с
2017-04-01,4,755,С 2м/с,-1,755,С 2м/с
2017-04-02,5,747,ЮЗ 4м/с,+6,748,ЮЗ 4м/с
2017-04-03,5,748,В 2м/с,+2,751,В 2м/с
2017-04-04,8,758,Ю 1м/с,+5,758,Ю 1м/с
2017-04-05,10,752,Ю 5м/с,+6,749,Ю 5м/с
2017-04-06,16,744,Ю 6м/с,+8,744,Ю 6м/с
2017-04-07,10,742,Ю 3м/с,+8,740,Ю 3м/с
2017-04-08,16,740,З 3м/с,+7,743,З 3м/с
2017-04-09,8,751,СЗ 3м/с,+1,752,СЗ 3м/с
2017-04-10,11,749,ЮЗ 5м/с,+10,747,ЮЗ 5м/с
2017-04-11,18,741,ЮЗ 6м/с,+12,740,ЮЗ 6м/с
2017-04-12,10,739,З 5м/с,+4,741,З 5м/с
2017-04-13,10,740,ЮЗ 7м/с,+9,738,ЮЗ 7м/с
2017-04-14,9,734,СЗ 2м/с,+4,736,СЗ 2м/с
2017-04-15,5,738,СЗ 4м/с,0,740,СЗ 4м/с
2017-04-16,6,738,Ю 3м/с,+6,737,Ю 3м/с
2017-04-17,1,745,СЗ 3м/с,-2,749,СЗ 3м/с
2017-04-18,5,752,СЗ 2м/с,+2,754,СЗ 2м/с
2017-04-19,2,753,СВ 3м/с,-1,753,СВ 3м/с
2017-04-20,6,751,С 5м/с,+1,752,С 5м/с
2017-04-21,8,746,ЮЗ 4м/с,+5,742,ЮЗ 4м/с
2017-04-22,11,734,ЮЗ 4м/с,+7,733,ЮЗ 4м/с
2017-04-23,10,739,З 4м/с,+5,741,З 4м/с
2017-04-24,9,740,З 2м/с,+3,743,З 2м/с
2017-04-25,10,749,З 3м/с,+6,749,З 3м/с
2017-04-26,18,747,Ю 8м/с,+15,747,Ю 8м/с
2017-04-27,20,748,ЮЗ 8м/с,+17,748,ЮЗ 8м/с
2017-04-28,16,751,С 4м/с,+9,752,С 4м/с
2017-04-30,24,752,Ю 4м/с,+19,753,Ю 4м/с
2017-05-01,25,754,Ю 4м/с,+21,752,Ю 4м/с
2017-05-02,25,748,Ю 4м/с,+17,746,Ю 4м/с
2017-05-03,18,751,С 4м/с,+13,752,С 4м/с
2017-05-04,13,755,С 4м/с,+8,755,С 4м/с
2017-05-05,14,752,СЗ 4м/с,+10,748,СЗ 4м/с
2017-05-06,21,740,З 4м/с,+17,739,З 4м/с
2017-05-07,10,743,Ш,+8,742,Ш
2017-05-08,13,734,С 3м/с,+6,735,С 3м/с
2017-05-09,6,736,СЗ 4м/с,+5,738,СЗ 4м/с
2017-05-10,10,739,ЮЗ 3м/с,+5,740,ЮЗ 3м/с
2017-05-11,9,743,З 3м/с,+9,742,З 3м/с
2017-05-12,9,748,З 4м/с,+4,749,З 4м/с
2017-05-13,13,752,СЗ 1м/с,+5,752,СЗ 1м/с
2017-05-14,17,753,СЗ 2м/с,+10,755,СЗ 2м/с
2017-05-15,16,756,СЗ 1м/с,+9,755,СЗ 1м/с
2017-05-16,14,749,С 4м/с,+8,750,С 4м/с
2017-05-17,7,749,С 3м/с,+7,750,С 3м/с
2017-05-18,13,750,СВ 2м/с,+12,750,СВ 2м/с
2017-05-19,19,749,В 2м/с,+12,749,В 2м/с
2017-05-20,22,746,С 1м/с,+13,743,С 1м/с
2017-05-21,11,741,С 4м/с,+10,743,С 4м/с
2017-05-22,13,745,С 3м/с,+8,746,С 3м/с
2017-05-24,24,746,З 2м/с,+18,746,З 2м/с
2017-05-25,25,746,ЮЗ 5м/с,+16,746,ЮЗ 5м/с
2017-05-26,18,744,ЮЗ 2м/с,+16,743,ЮЗ 2м/с
2017-05-27,17,746,СЗ 3м/с,+13,747,СЗ 3м/с
2017-05-28,8,749,С 3м/с,+5,750,С 3м/с
2017-05-29,24,740,З 5м/с,+14,739,З 5м/с
2017-05-30,19,742,СЗ 2м/с,+13,743,СЗ 2м/с
2017-05-31,20,742,Ю 3м/с,+17,738,Ю 3м/с
2017-06-01,17,737,З 3м/с,+12,738,З 3м/с
2017-06-02,12,738,З 4м/с,+4,738,З 4м/с
2017-06-03,10,742,СЗ 4м/с,+7,743,СЗ 4м/с
2017-06-04,12,747,СЗ 3м/с,+10,747,СЗ 3м/с
2017-06-05,16,746,ЮВ 3м/с,+15,743,ЮВ 3м/с
2017-06-06,15,748,СЗ 3м/с,+13,749,СЗ 3м/с
2017-06-07,20,749,СЗ 2м/с,+13,748,СЗ 2м/с
2017-06-08,23,746,С 2м/с,+16,747,С 2м/с
2017-06-09,19,749,ЮВ 2м/с,+14,749,ЮВ 2м/с
2017-06-10,19,748,Ш,+15,747,Ш
2017-06-11,19,746,З 1м/с,+13,744,З 1м/с
2017-06-12,23,742,З 2м/с,+17,740,З 2м/с
2017-06-13,18,732,ЮЗ 4м/с,+12,734,ЮЗ 4м/с
2017-06-15,10,739,СЗ 3м/с,+10,740,СЗ 3м/с
2017-06-16,13,740,СЗ 2м/с,+12,740,СЗ 2м/с
2017-06-17,20,742,СЗ 3м/с,+14,743,СЗ 3м/с
2017-06-18,23,744,СЗ 3м/с,+17,744,СЗ 3м/с
2017-06-19,18,741,З 3м/с,+15,740,З 3м/с
2017-06-20,23,740,З 3м/с,+16,739,З 3м/с
2017-06-21,19,737,З 4м/с,+14,738,З 4м/с
2017-06-22,16,740,СЗ 2м/с,+12,741,СЗ 2м/с
2017-06-23,17,740,З 3м/с,+12,740,З 3м/с
2017-06-25,21,742,ЮЗ 2м/с,+18,743,ЮЗ 2м/с
2017-06-26,25,742,ЮЗ 4м/с,+18,740,ЮЗ 4м/с
2017-06-27,22,743,З 3м/с,+16,744,З 3м/с
2017-06-28,22,746,З 3м/с,+14,746,З 3м/с
2017-06-29,24,747,СЗ 1м/с,+19,746,СЗ 1м/с
2017-06-30,28,743,Ю 5м/с,+18,741,Ю 5м/с
2017-07-01,25,740,З 5м/с,+19,739,З 5м/с
2017-07-02,18,737,С 1м/с,+15,738,С 1м/с
2017-07-03,20,737,ЮЗ 4м/с,+16,740,ЮЗ 4м/с
2017-07-04,22,742,ЮЗ 2м/с,+16,742,ЮЗ 2м/с
2017-07-05,13,740,С 2м/с,+13,740,С 2м/с
2017-07-06,17,743,З 4м/с,+15,743,З 4м/с
2017-07-07,18,742,СЗ 3м/с,+11,742,СЗ 3м/с
2017-07-08,12,740,З 4м/с,+12,740,З 4м/с
2017-07-09,13,741,СЗ 3м/с,+13,743,СЗ 3м/с
2017-07-10,18,744,СЗ 5м/с,+15,746,СЗ 5м/с
2017-07-11,23,749,С 1м/с,+15,749,С 1м/с
2017-07-12,23,747,Ю 3м/с,+18,746,Ю 3м/с
2017-07-13,19,743,Ю 3м/с,+18,743,Ю 3м/с
2017-07-14,24,743,Ю 4м/с,+19,743,Ю 4м/с
2017-07-15,24,746,ЮВ 2м/с,+24,746,ЮВ 2м/с
2017-07-16,25,748,ЮЗ 3м/с,+19,748,ЮЗ 3м/с
2017-07-17,21,749,З 3м/с,+16,749,З 3м/с
2017-07-18,22,749,ЮЗ 2м/с,+18,748,ЮЗ 2м/с
2017-07-19,22,749,З 2м/с,+17,749,З 2м/с
2017-07-20,22,748,Ш,+15,747,Ш
2017-07-21,23,746,З 2м/с,+15,747,З 2м/с
2017-07-22,18,747,Ш,+13,747,Ш
2017-07-23,22,746,С 3м/с,+14,746,С 3м/с
2017-07-24,23,746,З 2м/с,+15,746,З 2м/с
2017-07-25,26,744,З 2м/с,+16,744,З 2м/с
2017-07-26,27,743,Ю 2м/с,+19,743,Ю 2м/с
2017-07-27,28,743,Ю 3м/с,+20,743,Ю 3м/с
2017-07-28,29,743,ЮВ 2м/с,+23,743,ЮВ 2м/с
2017-07-29,32,742,ЮВ 3м/с,+27,741,ЮВ 3м/с
2017-07-30,19,739,ЮВ 2м/с,+18,740,ЮВ 2м/с
2017-07-31,18,744,СЗ 4м/с,+18,746,СЗ 4м/с
2017-08-01,29,749,З 4м/с,+21,751,З 4м/с
2017-08-02,27,752,С 2м/с,+19,750,С 2м/с
2017-08-03,25,746,СЗ 1м/с,+19,746,СЗ 1м/с
2017-08-04,25,743,З 2м/с,+20,743,З 2м/с
2017-08-05,26,743,З 4м/с,+18,743,З 4м/с
2017-08-06,26,749,З 3м/с,+16,749,З 3м/с
2017-08-07,23,749,З 2м/с,+19,749,З 2м/с
2017-08-08,22,752,С 2м/с,+15,753,С 2м/с
2017-08-09,23,756,С 3м/с,+14,756,С 3м/с
2017-08-10,25,755,З 1м/с,+15,753,З 1м/с
2017-08-11,26,749,ЮЗ 2м/с,+19,748,ЮЗ 2м/с
2017-08-12,26,749,СВ 1м/с,+16,749,СВ 1м/с
2017-08-13,27,749,ЮВ 1м/с,+22,749,ЮВ 1м/с
2017-08-14,29,749,ЮВ 1м/с,+20,750,ЮВ 1м/с
2017-08-15,25,753,С 3м/с,+19,755,С 3м/с
2017-08-16,24,756,В 2м/с,+17,756,В 2м/с
2017-08-17,26,756,В 1м/с,+19,755,В 1м/с
2017-08-18,28,755,СВ 1м/с,+17,755,СВ 1м/с
2017-08-19,30,754,Ю 1м/с,+23,754,Ю 1м/с
2017-08-20,32,754,ЮВ 1м/с,+19,754,ЮВ 1м/с
2017-08-21,31,751,ЮВ 3м/с,+24,750,ЮВ 3м/с
2017-08-22,29,748,В 2м/с,+24,746,В 2м/с
2017-08-23,27,742,ЮВ 4м/с,+19,742,ЮВ 4м/с
2017-08-24,20,745,Ю 4м/с,+14,745,Ю 4м/с
2017-08-25,18,746,ЮЗ 3м/с,+14,749,ЮЗ 3м/с
2017-08-26,20,746,Ю 4м/с,+16,746,Ю 4м/с
2017-08-27,18,746,З 3м/с,+11,746,З 3м/с
2017-08-28,13,742,В 1м/с,+13,741,В 1м/с
2017-08-29,11,746,С 3м/с,+11,747,С 3м/с
2017-08-30,16,751,С 2м/с,+10,752,С 2м/с
2017-08-31,19,752,С 1м/с,+14,752,С 1м/с
2017-09-01,24,749,СВ 2м/с,+17,747,СВ 2м/с
2017-09-02,21,743,СВ 1м/с,+16,743,СВ 1м/с
2017-09-03,16,746,С 2м/с,+15,748,С 2м/с
2017-09-04,19,749,С 2м/с,+13,749,С 2м/с
2017-09-05,14,748,В 2м/с,+12,746,В 2м/с
2017-09-06,14,743,В 1м/с,+15,742,В 1м/с
2017-09-07,20,740,ЮЗ 4м/с,+12,741,ЮЗ 4м/с
2017-09-08,15,741,З 1м/с,+12,742,З 1м/с
2017-09-09,17,747,СЗ 2м/с,+9,748,СЗ 2м/с
2017-09-10,21,749,ЮЗ 2м/с,+15,749,ЮЗ 2м/с
2017-09-11,23,749,Ю 4м/с,+17,748,Ю 4м/с
2017-09-12,25,747,Ю 2м/с,+18,746,Ю 2м/с
2017-09-13,26,739,Ю 4м/с,+21,738,Ю 4м/с
2017-09-14,20,741,ЮЗ 5м/с,+16,743,ЮЗ 5м/с
2017-09-15,25,740,Ю 8м/с,+12,743,Ю 8м/с
2017-09-16,18,751,ЮЗ 3м/с,+10,752,ЮЗ 3м/с
2017-09-17,17,753,З 1м/с,+15,751,З 1м/с
2017-09-18,25,743,Ю 3м/с,+18,742,Ю 3м/с
2017-09-19,16,747,З 3м/с,+9,751,З 3м/с
2017-09-20,18,754,С 1м/с,+10,755,С 1м/с
2017-09-21,18,756,В 2м/с,+11,757,В 2м/с
2017-09-22,15,760,В 3м/с,+9,761,В 3м/с
2017-09-23,17,762,В 2м/с,+11,762,В 2м/с
2017-09-24,17,763,СВ 2м/с,+10,764,СВ 2м/с
2017-09-25,15,764,С 2м/с,+7,763,С 2м/с
2017-09-26,14,764,С 3м/с,+9,764,С 3м/с
2017-09-27,10,766,СВ 2м/с,+3,767,СВ 2м/с
2017-09-28,7,767,С 1м/с,+5,766,С 1м/с
2017-09-29,7,760,СЗ 3м/с,+6,758,СЗ 3м/с
2017-09-30,10,756,С 2м/с,+7,756,С 2м/с
2017-10-01,5,759,С 2м/с,+4,761,С 2м/с
2017-10-02,5,761,СЗ 1м/с,+4,760,СЗ 1м/с
2017-10-03,6,759,ЮЗ 2м/с,+3,758,ЮЗ 2м/с
2017-10-04,10,752,Ю 5м/с,+8,749,Ю 5м/с
2017-10-05,8,740,Ю 4м/с,+7,737,Ю 4м/с
2017-10-06,11,732,Ю 4м/с,+10,733,Ю 4м/с
2017-10-07,12,745,З 2м/с,+8,747,З 2м/с
2017-10-08,14,750,ЮВ 2м/с,+10,749,ЮВ 2м/с
2017-10-09,16,743,ЮВ 5м/с,+15,743,ЮВ 5м/с
2017-10-10,10,746,З 2м/с,+5,747,З 2м/с
2017-10-11,10,748,Ю 4м/с,+9,748,Ю 4м/с
2017-10-12,8,743,Ю 3м/с,+7,744,Ю 3м/с
2017-10-13,12,739,Ю 3м/с,+8,739,Ю 3м/с
2017-10-14,8,739,З 2м/с,+6,740,З 2м/с
2017-10-15,4,735,З 1м/с,+4,737,З 1м/с
2017-10-16,6,746,СЗ 4м/с,+4,747,СЗ 4м/с
2017-10-17,12,745,СЗ 3м/с,+5,747,СЗ 3м/с
2017-10-18,12,741,ЮЗ 4м/с,+11,741,ЮЗ 4м/с
2017-10-19,8,747,СЗ 3м/с,+4,749,СЗ 3м/с
2017-10-20,7,752,С 3м/с,+2,752,С 3м/с
2017-10-21,4,749,СЗ 3м/с,+1,749,СЗ 3м/с
2017-10-22,1,749,З 2м/с,-4,749,З 2м/с
2017-10-23,1,751,З 2м/с,0,754,З 2м/с
2017-10-24,1,760,С 2м/с,-1,761,С 2м/с
2017-10-25,1,761,З 1м/с,-1,760,З 1м/с
2017-10-26,-1,750,ЮВ 2м/с,-1,746,ЮВ 2м/с
2017-10-27,0,740,В 1м/с,0,741,В 1м/с
2017-10-28,2,740,ЮЗ 1м/с,+2,737,ЮЗ 1м/с
2017-10-29,6,728,Ю 4м/с,+6,729,Ю 4м/с
2017-10-30,5,725,ЮВ 3м/с,+6,722,ЮВ 3м/с
2017-10-31,2,718,З 3м/с,+1,722,З 3м/с
2017-11-01,1,735,З 4м/с,-1,737,З 4м/с
2017-11-02,1,738,З 2м/с,-3,740,З 2м/с
2017-11-03,0,741,ЮВ 1м/с,0,743,ЮВ 1м/с
2017-11-04,2,749,З 2м/с,-2,752,З 2м/с
2017-11-05,3,754,ЮЗ 2м/с,+2,755,ЮЗ 2м/с
2017-11-06,6,758,Ю 2м/с,+1,758,Ю 2м/с
2017-11-07,2,757,ЮЗ 3м/с,+2,758,ЮЗ 3м/с
2017-11-08,7,759,СЗ 1м/с,-2,760,СЗ 1м/с
2017-11-09,5,758,Ю 2м/с,-1,757,Ю 2м/с
2017-11-10,1,752,Ю 3м/с,+1,751,Ю 3м/с
2017-11-11,3,747,Ю 3м/с,+3,746,Ю 3м/с
2017-11-12,3,741,ЮЗ 3м/с,+2,743,ЮЗ 3м/с
2017-11-13,5,749,З 2м/с,0,749,З 2м/с
2017-11-14,8,739,ЮЗ 4м/с,+2,746,ЮЗ 4м/с
2017-11-16,5,747,ЮЗ 4м/с,+3,749,ЮЗ 4м/с
2017-11-17,1,753,ЮЗ 3м/с,0,752,ЮЗ 3м/с
2017-11-18,3,750,ЮЗ 2м/с,+1,749,ЮЗ 2м/с
2017-11-19,1,745,Ю 2м/с,+1,743,Ю 2м/с
2017-11-20,2,746,СЗ 1м/с,0,744,СЗ 1м/с
2017-11-21,0,739,СЗ 2м/с,0,740,СЗ 2м/с
2017-11-22,-1,740,СЗ 3м/с,-2,741,СЗ 3м/с
2017-11-23,-4,747,С 4м/с,-5,749,С 4м/с
2017-11-24,-5,754,СЗ 2м/с,-5,754,СЗ 2м/с
2017-11-28,-6,757,Ю 3м/с,-9,757,Ю 3м/с
2017-11-29,-4,756,Ю 4м/с,-4,756,Ю 4м/с
2017-11-30,-3,757,ЮВ 4м/с,-3,758,ЮВ 4м/с
2017-12-01,-1,755,ЮВ 5м/с,-1,753,ЮВ 5м/с
2017-12-02,1,753,Ю 4м/с,+1,754,Ю 4м/с
2017-12-03,1,752,Ю 2м/с,+1,752,Ю 2м/с
2017-12-04,2,740,Ю 4м/с,+1,740,Ю 4м/с
2017-12-05,-2,743,ЮЗ 1м/с,-2,744,ЮЗ 1м/с
2017-12-06,-2,740,ЮВ 3м/с,-3,737,ЮВ 3м/с
2017-12-07,-4,740,СЗ 4м/с,-5,743,СЗ 4м/с
2017-12-08,-6,747,Ю 2м/с,-6,747,Ю 2м/с
2017-12-09,-1,746,Ю 2м/с,0,747,Ю 2м/с
2017-12-10,0,745,ЮВ 4м/с,+1,743,ЮВ 4м/с
2017-12-11,1,742,Ю 3м/с,+1,743,Ю 3м/с
2017-12-12,1,748,Ю 1м/с,+1,747,Ю 1м/с
2017-12-14,3,743,Ю 2м/с,+3,742,Ю 2м/с
2017-12-15,4,746,Ю 1м/с,+2,747,Ю 1м/с
2017-12-16,3,746,Ю 4м/с,+4,744,Ю 4м/с
2017-12-17,5,746,Ю 5м/с,+2,749,Ю 5м/с
2017-12-18,0,751,В 2м/с,-1,749,В 2м/с
2017-12-19,0,750,ЮВ 3м/с,0,752,ЮВ 3м/с
2017-12-20,1,758,Ш,0,759,Ш
2017-12-21,-1,755,Ю 1м/с,-1,753,Ю 1м/с
2017-12-22,-5,748,Ш,-4,746,Ш
2017-12-23,-4,743,ЮЗ 1м/с,-4,740,ЮЗ 1м/с
2017-12-24,-2,722,ЮЗ 3м/с,-1,724,ЮЗ 3м/с
2017-12-25,-3,733,СЗ 4м/с,-5,740,СЗ 4м/с
2017-12-26,1,739,ЮЗ 3м/с,+3,740,ЮЗ 3м/с
2017-12-27,2,740,ЮЗ 4м/с,+1,741,ЮЗ 4м/с
2017-12-28,1,746,ЮЗ 2м/с,+1,749,ЮЗ 2м/с
2017-12-29,3,752,Ю 3м/с,+4,752,Ю 3м/с
2017-12-30,2,749,ЮВ 4м/с,+2,748,ЮВ 4м/с
2017-12-31,0,746,Ю 1м/с,0,746,Ю 1м/с
