Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2022-05-16,14,740,СЗ 4м/с,+9,740,СЗ 4м/с
2022-05-17,11,737,З 3м/с,+8,739,З 3м/с
2022-05-18,15,744,С 4м/с,+12,746,С 4м/с
2022-05-19,14,746,С 2м/с,+9,746,С 2м/с
2022-05-20,13,749,С 3м/с,+7,748,С 3м/с
2022-05-21,15,743,СЗ 2м/с,+9,741,СЗ 2м/с
2022-05-22,14,737,С 4м/с,+8,739,С 4м/с
2022-05-23,12,739,СЗ 4м/с,+10,739,СЗ 4м/с
2022-05-24,9,742,С 3м/с,+6,744,С 3м/с
2022-05-25,11,747,З 2м/с,+8,746,З 2м/с
2022-05-26,20,742,З 2м/с,+12,738,З 2м/с
2022-05-27,16,736,З 4м/с,+11,738,З 4м/с
2022-05-28,14,738,ЮЗ 5м/с,+9,741,ЮЗ 5м/с
2022-05-29,17,746,ЮЗ 4м/с,+12,748,ЮЗ 4м/с
2022-05-30,20,752,С 1м/с,+14,752,С 1м/с
2022-05-31,22,752,Ю 2м/с,+18,751,Ю 2м/с
2022-06-01,21,753,ЮВ 2м/с,+17,752,ЮВ 2м/с
2022-06-02,24,752,Ю 4м/с,+20,751,Ю 4м/с
2022-06-04,21,752,СЗ 2м/с,+14,750,СЗ 2м/с
2022-06-05,18,746,Ш,+15,746,Ш
2022-06-06,20,747,С 3м/с,+15,747,С 3м/с
2022-06-07,21,747,СЗ 3м/с,+15,747,СЗ 3м/с
2022-06-08,22,746,С 2м/с,+15,746,С 2м/с
2022-06-09,26,746,З 2м/с,+17,746,З 2м/с
2022-06-10,25,746,СЗ 1м/с,+22,746,СЗ 1м/с
2022-06-11,25,748,С 2м/с,+18,748,С 2м/с
2022-06-12,24,746,СВ 1м/с,+18,746,СВ 1м/с
2022-06-13,23,745,Ю 2м/с,+19,744,Ю 2м/с
2022-06-14,25,743,Ю 3м/с,+21,743,Ю 3м/с
2022-06-15,21,746,З 3м/с,+15,746,З 3м/с
2022-06-16,21,746,З 2м/с,+15,746,З 2м/с
2022-06-17,23,746,З 2м/с,+13,746,З 2м/с
2022-06-18,23,747,З 2м/с,+15,746,З 2м/с
2022-06-19,24,743,ЮЗ 5м/с,+22,741,ЮЗ 5м/с
2022-06-20,15,742,СЗ 1м/с,+14,741,СЗ 1м/с
2022-06-21,17,738,Ш,+15,737,Ш
2022-06-22,20,737,СВ 3м/с,+17,739,СВ 3м/с
2022-06-23,25,744,СВ 2м/с,+19,746,СВ 2м/с
2022-06-24,25,746,С 2м/с,+21,747,С 2м/с
2022-06-25,27,749,С 3м/с,+24,749,С 3м/с
2022-06-26,29,752,С 2м/с,+22,751,С 2м/с
2022-06-27,31,750,З 3м/с,+24,749,З 3м/с
2022-06-28,25,751,С 3м/с,+19,752,С 3м/с
2022-06-29,23,752,СВ 1м/с,+16,751,СВ 1м/с
2022-06-30,24,748,СЗ 3м/с,+20,747,СЗ 3м/с
2022-07-01,18,749,СВ 3м/с,+15,752,СВ 3м/с
2022-07-02,24,750,С 3м/с,+20,749,С 3м/с
2022-07-03,28,747,С 2м/с,+21,747,С 2м/с
2022-07-04,28,747,С 2м/с,+22,747,С 2м/с
2022-07-05,28,748,ЮЗ 2м/с,+20,748,ЮЗ 2м/с
2022-07-06,29,747,Ю 2м/с,+23,747,Ю 2м/с
2022-07-07,32,747,Ю 4м/с,+23,748,Ю 4м/с
2022-07-08,27,749,СЗ 2м/с,+21,749,СЗ 2м/с
2022-07-09,27,747,СВ 2м/с,+22,746,СВ 2м/с
2022-07-10,31,744,В 2м/с,+24,745,В 2м/с
2022-07-11,32,744,ЮВ 4м/с,+22,745,ЮВ 4м/с
2022-07-12,25,746,Ю 5м/с,+19,747,Ю 5м/с
2022-07-13,26,746,Ю 4м/с,+18,746,Ю 4м/с
2022-07-14,15,741,ЮЗ 2м/с,+15,740,ЮЗ 2м/с
2022-07-15,25,743,ЮЗ 3м/с,+20,744,ЮЗ 3м/с
2022-07-16,23,747,Ю 2м/с,+17,748,Ю 2м/с
2022-07-17,24,747,З 1м/с,+17,748,З 1м/с
2022-07-18,15,745,СЗ 3м/с,+15,745,СЗ 3м/с
2022-07-19,21,747,З 4м/с,+16,747,З 4м/с
2022-07-20,17,741,Ю 3м/с,+15,740,Ю 3м/с
2022-07-21,17,740,СВ 2м/с,+17,741,СВ 2м/с
2022-07-22,23,745,СВ 3м/с,+18,746,СВ 3м/с
2022-07-23,26,746,ЮЗ 1м/с,+19,746,ЮЗ 1м/с
2022-07-24,29,744,СЗ 1м/с,+20,743,СЗ 1м/с
2022-07-25,30,741,СЗ 2м/с,+21,741,СЗ 2м/с
2022-07-26,30,743,С 1м/с,+22,743,С 1м/с
2022-07-27,30,745,В 2м/с,+22,745,В 2м/с
2022-07-28,29,746,Ю 3м/с,+22,746,Ю 3м/с
2022-07-29,24,749,СЗ 3м/с,+16,749,СЗ 3м/с
2022-07-30,24,751,С 2м/с,+16,750,С 2м/с
2022-07-31,24,749,СЗ 2м/с,+16,749,СЗ 2м/с
2022-08-01,25,749,ЮВ 1м/с,+17,749,ЮВ 1м/с
2022-08-02,26,748,В 2м/с,+22,748,В 2м/с
2022-08-03,28,750,В 2м/с,+19,750,В 2м/с
2022-08-04,30,752,В 1м/с,+22,752,В 1м/с
2022-08-05,29,752,В 2м/с,+24,752,В 2м/с
2022-08-06,32,752,Ю 1м/с,+21,751,Ю 1м/с
2022-08-07,32,749,Ю 2м/с,+20,749,Ю 2м/с
2022-08-08,28,752,С 3м/с,+22,752,С 3м/с
2022-08-09,21,752,С 1м/с,+20,752,С 1м/с
2022-08-10,19,752,СВ 2м/с,+17,753,СВ 2м/с
2022-08-11,26,755,СВ 1м/с,+17,754,СВ 1м/с
2022-08-12,27,755,СЗ 1м/с,+17,754,СЗ 1м/с
2022-08-13,29,752,С 1м/с,+18,752,С 1м/с
2022-08-14,27,752,В 1м/с,+20,752,В 1м/с
2022-08-15,29,752,В 2м/с,+23,752,В 2м/с
2022-08-16,28,752,В 2м/с,+24,752,В 2м/с
2022-08-17,29,749,ЮВ 3м/с,+24,750,ЮВ 3м/с
2022-08-18,25,750,СВ 2м/с,+22,751,СВ 2м/с
2022-08-19,23,754,В 2м/с,+21,755,В 2м/с
2022-08-20,25,756,В 3м/с,+22,755,В 3м/с
2022-08-21,26,755,ЮВ 2м/с,+21,754,ЮВ 2м/с
2022-08-22,30,755,ЮВ 1м/с,+21,755,ЮВ 1м/с
2022-08-23,32,757,ЮВ 2м/с,+23,758,ЮВ 2м/с
2022-08-24,32,758,ЮВ 2м/с,+20,757,ЮВ 2м/с
2022-08-25,32,755,З 1м/с,+21,754,З 1м/с
2022-08-26,32,753,ЮВ 2м/с,+22,753,ЮВ 2м/с
2022-08-27,31,752,ЮВ 2м/с,+24,752,ЮВ 2м/с
2022-08-28,30,749,В 2м/с,+24,749,В 2м/с
2022-08-29,28,746,ЮЗ 3м/с,+20,745,ЮЗ 3м/с
2022-08-30,27,744,ЮЗ 3м/с,+21,743,ЮЗ 3м/с
2022-08-31,22,743,З 4м/с,+17,743,З 4м/с
2022-09-01,16,745,З 2м/с,+8,745,З 2м/с
2022-09-02,12,749,З 4м/с,+8,751,З 4м/с
2022-09-03,16,754,З 2м/с,+7,753,З 2м/с
2022-09-04,16,752,СЗ 3м/с,+6,752,СЗ 3м/с
2022-09-05,13,750,С 3м/с,+10,749,С 3м/с
2022-09-06,11,749,СЗ 3м/с,+9,749,СЗ 3м/с
2022-09-07,12,747,З 3м/с,+9,746,З 3м/с
2022-09-08,12,748,С 4м/с,+8,751,С 4м/с
2022-09-09,12,755,С 3м/с,+4,757,С 3м/с
2022-09-10,16,756,С 1м/с,+6,755,С 1м/с
2022-09-11,16,752,Ю 3м/с,+12,752,Ю 3м/с
2022-09-12,16,749,В 2м/с,+12,749,В 2м/с
2022-09-13,12,746,В 2м/с,+10,743,В 2м/с
2022-09-14,15,740,Ю 2м/с,+13,738,Ю 2м/с
2022-09-15,15,738,З 2м/с,+8,740,З 2м/с
2022-09-16,18,737,ЮВ 3м/с,+13,734,ЮВ 3м/с
2022-09-17,18,740,ЮЗ 3м/с,+11,741,ЮЗ 3м/с
2022-09-18,12,739,В 2м/с,+14,734,В 2м/с
2022-09-19,13,735,Ю 8м/с,+12,739,Ю 8м/с
2022-09-20,16,746,З 2м/с,+9,748,З 2м/с
2022-09-21,14,746,СВ 1м/с,+12,746,СВ 1м/с
2022-09-22,12,747,СВ 2м/с,+10,747,СВ 2м/с
2022-09-23,14,745,С 3м/с,+11,743,С 3м/с
2022-09-24,9,736,ЮЗ 4м/с,+7,737,ЮЗ 4м/с
2022-09-25,8,738,ЮВ 1м/с,+8,740,ЮВ 1м/с
2022-09-26,10,744,З 2м/с,+7,746,З 2м/с
2022-09-27,10,745,В 1м/с,+9,742,В 1м/с
2022-09-28,12,737,З 1м/с,+9,739,З 1м/с
2022-09-29,12,744,Ю 2м/с,+11,746,Ю 2м/с
2022-09-30,17,749,Ю 2м/с,+14,750,Ю 2м/с
2022-10-01,15,746,ЮВ 1м/с,+16,744,ЮВ 1м/с
2022-10-02,14,741,ЮВ 1м/с,+16,738,ЮВ 1м/с
2022-10-03,10,737,Ю 6м/с,+11,741,Ю 6м/с
2022-10-04,16,744,Ю 6м/с,+9,745,Ю 6м/с
2022-10-05,10,747,ЮЗ 3м/с,+7,748,ЮЗ 3м/с
2022-10-06,11,750,З 1м/с,+11,750,З 1м/с
2022-10-07,14,752,СЗ 3м/с,+9,754,СЗ 3м/с
2022-10-08,16,755,ЮЗ 3м/с,+9,753,ЮЗ 3м/с
2022-10-09,17,749,Ю 6м/с,+12,749,Ю 6м/с
2022-10-10,11,752,С 2м/с,+10,752,С 2м/с
2022-10-11,12,750,С 2м/с,+10,750,С 2м/с
2022-10-12,12,749,СЗ 2м/с,+6,750,СЗ 2м/с
2022-10-13,10,752,С 2м/с,+6,753,С 2м/с
2022-10-14,8,754,СЗ 1м/с,+4,754,СЗ 1м/с
2022-10-15,9,756,Ш,+6,757,Ш
2022-10-16,11,760,ЮЗ 2м/с,+5,760,ЮЗ 2м/с
2022-10-17,8,756,ЮЗ 4м/с,+8,755,ЮЗ 4м/с
2022-10-18,11,744,З 4м/с,+12,745,З 4м/с
2022-10-19,8,740,Ш,+7,741,Ш
2022-10-20,6,747,С 2м/с,+4,749,С 2м/с
2022-10-21,4,751,С 1м/с,+1,752,С 1м/с
2022-10-22,6,752,ЮЗ 1м/с,+5,752,ЮЗ 1м/с
2022-10-23,7,746,Ю 3м/с,+6,744,Ю 3м/с
2022-10-24,7,745,СЗ 3м/с,+1,748,СЗ 3м/с
2022-10-25,5,752,С 1м/с,-2,752,С 1м/с
2022-10-26,4,753,ЮВ 2м/с,+3,752,ЮВ 2м/с
2022-10-27,3,752,ЮВ 1м/с,+3,753,ЮВ 1м/с
2022-10-28,4,754,ЮЗ 2м/с,+4,752,ЮЗ 2м/с
2022-10-29,9,745,ЮЗ 3м/с,+9,741,ЮЗ 3м/с
2022-10-30,9,734,З 5м/с,+1,736,З 5м/с
2022-10-31,2,740,СЗ 4м/с,+2,741,СЗ 4м/с
2022-11-01,1,747,СЗ 4м/с,+1,747,СЗ 4м/с
2022-11-02,0,746,С 2м/с,-1,746,С 2м/с
2022-11-03,0,747,СЗ 2м/с,-1,748,СЗ 2м/с
2022-11-04,1,748,С 1м/с,+1,749,С 1м/с
2022-11-05,1,755,С 2м/с,0,756,С 2м/с
2022-11-06,-1,758,ЮЗ 3м/с,-1,757,ЮЗ 3м/с
2022-11-07,1,754,ЮЗ 3м/с,+1,753,ЮЗ 3м/с
2022-11-09,7,751,ЮЗ 4м/с,+7,751,ЮЗ 4м/с
2022-11-10,9,752,ЮЗ 5м/с,+7,752,ЮЗ 5м/с
2022-11-11,6,753,ЮЗ 3м/с,+7,752,ЮЗ 3м/с
2022-11-12,9,744,З 5м/с,+11,740,З 5м/с
2022-11-13,7,743,СЗ 6м/с,+4,746,СЗ 6м/с
2022-11-14,1,752,С 5м/с,0,753,С 5м/с
2022-11-15,-1,750,ЮЗ 1м/с,-3,748,ЮЗ 1м/с
2022-11-16,-2,746,В 1м/с,-3,746,В 1м/с
2022-11-17,-4,743,СВ 3м/с,-5,742,СВ 3м/с
2022-11-18,-4,740,С 3м/с,-6,743,С 3м/с
2022-11-19,-5,750,В 2м/с,-3,748,В 2м/с
2022-11-20,-2,752,СЗ 2м/с,-2,752,СЗ 2м/с
2022-11-21,-4,749,В 2м/с,-4,749,В 2м/с
2022-11-22,1,743,В 2м/с,+1,741,В 2м/с
2022-11-23,1,740,С 2м/с,0,743,С 2м/с
2022-11-24,-3,749,СВ 1м/с,-5,752,СВ 1м/с
2022-11-25,-5,755,В 1м/с,-5,757,В 1м/с
2022-11-26,-4,759,СВ 2м/с,-4,759,СВ 2м/с
2022-11-27,-2,761,В 2м/с,-2,761,В 2м/с
2022-11-28,-4,765,В 2м/с,-5,766,В 2м/с
2022-11-29,-5,767,ЮВ 1м/с,-7,767,ЮВ 1м/с
2022-11-30,-10,768,Ю 1м/с,-11,768,Ю 1м/с
2022-12-01,-8,768,Ш,-12,767,Ш
2022-12-02,-8,767,Ш,-10,768,Ш
2022-12-03,-8,771,ЮВ 2м/с,-10,772,ЮВ 2м/с
2022-12-04,-9,773,ЮВ 2м/с,-12,773,ЮВ 2м/с
2022-12-05,-9,768,Ю 2м/с,-11,766,Ю 2м/с
2022-12-06,-7,761,Ю 3м/с,-9,761,Ю 3м/с
2022-12-07,-8,758,Ю 4м/с,-10,757,Ю 4м/с
2022-12-08,-8,754,Ю 5м/с,-5,754,Ю 5м/с
2022-12-09,-4,751,ЮВ 2м/с,-2,749,ЮВ 2м/с
2022-12-10,1,746,Ю 2м/с,0,744,Ю 2м/с
2022-12-11,2,746,ЮВ 2м/с,+2,744,ЮВ 2м/с
2022-12-12,1,743,Ю 5м/с,+1,742,Ю 5м/с
2022-12-13,-2,745,ЮВ 4м/с,-4,743,ЮВ 4м/с
2022-12-14,-4,743,З 3м/с,-6,749,З 3м/с
2022-12-15,-7,754,Ю 2м/с,-6,752,Ю 2м/с
2022-12-16,-1,752,З 1м/с,-5,755,З 1м/с
2022-12-17,-2,750,В 1м/с,-1,748,В 1м/с
2022-12-18,-5,746,СЗ 3м/с,-6,750,СЗ 3м/с
2022-12-19,-6,755,З 2м/с,-4,757,З 2м/с
2022-12-20,-6,752,ЮЗ 4м/с,-8,750,ЮЗ 4м/с
2022-12-21,-4,750,Ю 1м/с,-2,749,Ю 1м/с
2022-12-22,1,743,ЮЗ 3м/с,+1,744,ЮЗ 3м/с
2022-12-23,1,743,Ю 4м/с,+2,742,Ю 4м/с
2022-12-24,2,743,Ю 5м/с,+1,744,Ю 5м/с
2022-12-25,-2,753,СЗ 2м/с,-4,755,СЗ 2м/с
2022-12-26,-5,758,В 1м/с,-5,758,В 1м/с
2022-12-27,-2,750,ЮВ 3м/с,-1,747,ЮВ 3м/с
2022-12-28,-3,743,Ш,-3,745,Ш
2022-12-29,-1,749,Ш,-1,749,Ш
2022-12-30,0,746,Ю 3м/с,+1,746,Ю 3м/с
2022-12-31,1,747,СЗ 3м/с,+1,750,СЗ 3м/с
