Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2003-07-05,26,741,ЮЗ 1м/с,+20,741,ЮЗ 1м/с
2003-07-06,26,740,Ю 2м/с,+20,739,Ю 2м/с
2003-07-07,26,737,В 2м/с,+18,735,В 2м/с
2003-07-08,24,736,ЮВ 6м/с,+20,738,ЮВ 6м/с
2003-07-09,25,738,В 1м/с,+18,738,В 1м/с
2003-07-10,25,738,Ю 3м/с,+19,738,Ю 3м/с
2003-07-11,22,739,СВ 1м/с,+18,739,СВ 1м/с
2003-07-12,23,741,ЮЗ 2м/с,+19,741,ЮЗ 2м/с
2003-07-13,19,741,Ю 1м/с,+19,741,Ю 1м/с
2003-07-14,26,745,Ю 1м/с,+21,747,Ю 1м/с
2003-07-15,27,749,В 2м/с,+23,747,В 2м/с
2003-07-16,23,747,СВ 2м/с,+19,747,СВ 2м/с
2003-07-17,19,750,СВ 3м/с,+18,750,СВ 3м/с
2003-07-18,24,750,СВ 2м/с,+19,749,СВ 2м/с
2003-07-19,22,748,С 3м/с,+18,748,С 3м/с
2003-07-20,20,748,СВ 4м/с,+17,749,СВ 4м/с
2003-07-21,22,752,ЮВ 2м/с,+16,752,ЮВ 2м/с
2003-07-22,23,753,СЗ 2м/с,+17,753,СЗ 2м/с
2003-07-23,24,753,ЮЗ 2м/с,+17,752,ЮЗ 2м/с
2003-07-24,25,751,Ю 1м/с,+20,750,Ю 1м/с
2003-07-25,26,750,Ю 2м/с,+19,749,Ю 2м/с
2003-07-26,26,750,В 1м/с,+20,750,В 1м/с
2003-07-27,25,751,Ю 2м/с,+20,751,Ю 2м/с
2003-07-28,28,754,Ю 2м/с,+20,754,Ю 2м/с
2003-07-29,27,753,Ю 1м/с,+21,753,Ю 1м/с
2003-07-30,26,750,С 3м/с,+17,750,С 3м/с
2003-07-31,24,750,В 2м/с,+17,750,В 2м/с
2003-08-01,19,753,СВ 2м/с,+18,744,СВ 2м/с
2003-08-02,25,754,СВ 2м/с,+18,754,СВ 2м/с
2003-08-03,26,753,ЮВ 2м/с,+18,753,ЮВ 2м/с
2003-08-04,27,752,СВ 1м/с,+19,751,СВ 1м/с
2003-08-05,25,748,З 2м/с,+20,747,З 2м/с
2003-08-06,22,745,Ю 2м/с,+17,745,Ю 2м/с
2003-08-07,21,744,Ю 3м/с,+17,743,Ю 3м/с
2003-08-08,21,743,З 3м/с,+17,744,З 3м/с
2003-08-09,23,744,З 2м/с,+16,744,З 2м/с
2003-08-10,23,744,ЮЗ 2м/с,+16,743,ЮЗ 2м/с
2003-08-11,23,743,ЮВ 3м/с,+16,743,ЮВ 3м/с
2003-08-12,15,741,В 2м/с,+16,738,В 2м/с
2003-08-13,16,734,СВ 2м/с,+13,734,СВ 2м/с
2003-08-14,19,737,СЗ 3м/с,+15,738,СЗ 3м/с
2003-08-15,23,741,Ю 3м/с,+18,741,Ю 3м/с
2003-08-16,22,741,З 3м/с,+16,741,З 3м/с
2003-08-17,21,744,З 4м/с,+15,745,З 4м/с
2003-08-18,18,747,З 3м/с,+14,747,З 3м/с
2003-08-19,16,748,СЗ 1м/с,+12,748,СЗ 1м/с
2003-08-20,20,748,В 2м/с,+17,747,В 2м/с
2003-08-21,15,743,ЮВ 4м/с,+15,742,ЮВ 4м/с
2003-08-22,21,744,З 3м/с,+15,744,З 3м/с
2003-08-23,20,742,Ю 2м/с,+16,742,Ю 2м/с
2003-08-24,22,739,Ю 2м/с,+16,736,Ю 2м/с
2003-08-25,18,735,ЮЗ 5м/с,+15,743,ЮЗ 5м/с
2003-08-26,18,736,ЮЗ 3м/с,+14,738,ЮЗ 3м/с
2003-08-27,18,738,Ю 3м/с,+13,738,Ю 3м/с
2003-08-28,16,738,ЮЗ 6м/с,+11,741,ЮЗ 6м/с
2003-08-29,19,747,З 4м/с,+9,747,З 4м/с
2003-08-30,22,741,Ю 6м/с,+21,738,Ю 6м/с
2003-08-31,19,741,З 4м/с,+15,742,З 4м/с
2003-09-01,19,743,В 2м/с,+14,738,В 2м/с
2003-09-02,13,740,СЗ 3м/с,+11,743,СЗ 3м/с
2003-09-03,16,748,В 1м/с,+13,748,В 1м/с
2003-09-04,12,747,ЮВ 3м/с,+11,746,ЮВ 3м/с
2003-09-05,13,744,С 2м/с,+11,744,С 2м/с
2003-09-06,10,748,СЗ 3м/с,+8,749,СЗ 3м/с
2003-09-07,10,748,С 4м/с,+10,744,С 4м/с
2003-09-08,8,736,С 2м/с,+8,736,С 2м/с
2003-09-09,10,741,С 3м/с,+10,744,С 3м/с
2003-09-10,13,749,С 3м/с,+7,750,С 3м/с
2003-09-11,16,752,С 2м/с,+15,752,С 2м/с
2003-09-12,18,753,СЗ 2м/с,+9,753,СЗ 2м/с
2003-09-13,19,755,З 3м/с,+9,754,З 3м/с
2003-09-14,15,756,З 2м/с,+9,756,З 2м/с
2003-09-15,19,755,ЮЗ 3м/с,+11,753,ЮЗ 3м/с
2003-09-16,19,748,З 4м/с,+14,747,З 4м/с
2003-09-17,18,744,З 2м/с,+14,744,З 2м/с
2003-09-18,15,748,С 2м/с,+8,750,С 2м/с
2003-09-19,18,751,З 3м/с,+13,750,З 3м/с
2003-09-20,18,741,З 6м/с,+9,746,З 6м/с
2003-09-21,12,755,СЗ 3м/с,+5,754,СЗ 3м/с
2003-09-22,14,753,Ю 4м/с,+10,751,Ю 4м/с
2003-09-23,19,750,Ю 4м/с,+14,750,Ю 4м/с
2003-09-24,23,750,ЮЗ 4м/с,+15,750,ЮЗ 4м/с
2003-09-25,11,754,С 2м/с,+9,756,С 2м/с
2003-09-26,11,759,СВ 2м/с,+7,759,СВ 2м/с
2003-09-27,13,756,В 2м/с,+13,753,В 2м/с
2003-09-28,17,750,Ю 2м/с,+13,750,Ю 2м/с
2003-09-29,20,750,Ю 1м/с,+14,751,Ю 1м/с
2003-09-30,21,752,ЮВ 2м/с,+12,751,ЮВ 2м/с
2003-10-01,18,751,Ю 3м/с,+14,750,Ю 3м/с
2003-10-02,19,750,Ю 4м/с,+14,749,Ю 4м/с
2003-10-03,19,747,Ю 4м/с,+11,747,Ю 4м/с
2003-10-04,17,744,ЮВ 4м/с,+10,743,ЮВ 4м/с
2003-10-05,12,743,Ш,+7,743,Ш
2003-10-06,11,741,ЮВ 3м/с,+14,739,ЮВ 3м/с
2003-10-07,8,732,ЮЗ 10м/с,+8,739,ЮЗ 10м/с
2003-10-08,11,744,Ю 4м/с,+9,744,Ю 4м/с
2003-10-09,12,741,В 3м/с,+14,740,В 3м/с
2003-10-10,12,739,Ю 7м/с,+12,741,Ю 7м/с
2003-10-11,11,747,Ю 4м/с,+10,747,Ю 4м/с
2003-10-12,10,746,Ю 2м/с,+9,745,Ю 2м/с
2003-10-13,8,747,Ю 2м/с,+8,747,Ю 2м/с
2003-10-14,9,750,З 3м/с,+3,750,З 3м/с
2003-10-15,6,750,ЮЗ 2м/с,+2,752,ЮЗ 2м/с
2003-10-16,7,752,Ю 2м/с,+3,752,Ю 2м/с
2003-10-17,7,753,З 3м/с,+5,753,З 3м/с
2003-10-18,6,749,ЮЗ 3м/с,+4,748,ЮЗ 3м/с
2003-10-19,6,745,З 4м/с,+4,747,З 4м/с
2003-10-20,6,746,ЮЗ 4м/с,+4,745,ЮЗ 4м/с
2003-10-21,4,741,Ю 3м/с,+5,739,Ю 3м/с
2003-10-22,0,741,С 5м/с,0,744,С 5м/с
2003-10-23,-1,746,В 2м/с,-2,744,В 2м/с
2003-10-24,-1,741,ЮВ 1м/с,-2,739,ЮВ 1м/с
2003-10-25,-2,736,З 4м/с,-2,736,З 4м/с
2003-10-26,1,733,ЮЗ 4м/с,0,735,ЮЗ 4м/с
2003-10-27,-2,739,СЗ 3м/с,-3,742,СЗ 3м/с
2003-10-28,-2,747,ЮЗ 3м/с,-3,745,ЮЗ 3м/с
2003-10-29,2,747,ЮЗ 3м/с,+1,749,ЮЗ 3м/с
2003-10-30,4,750,Ю 3м/с,+2,750,Ю 3м/с
2003-10-31,4,747,В 1м/с,+3,747,В 1м/с
2003-11-01,1,746,Ш,+1,748,Ш
2003-11-02,0,753,ЮВ 1м/с,0,754,ЮВ 1м/с
2003-11-03,3,752,Ю 4м/с,+2,752,Ю 4м/с
2003-11-04,4,753,Ю 2м/с,+4,754,Ю 2м/с
2003-11-05,4,759,Ю 1м/с,+4,761,Ю 1м/с
2003-11-06,4,766,Ю 1м/с,+4,766,Ю 1м/с
2003-11-07,4,762,З 3м/с,+3,757,З 3м/с
2003-11-08,6,750,С 5м/с,+5,750,С 5м/с
2003-11-09,3,756,С 4м/с,+1,759,С 4м/с
2003-11-10,2,760,С 2м/с,0,759,С 2м/с
2003-11-11,0,759,СЗ 2м/с,-2,757,СЗ 2м/с
2003-11-12,-1,756,С 2м/с,0,755,С 2м/с
2003-11-13,1,752,СЗ 3м/с,+2,753,СЗ 3м/с
2003-11-14,0,755,СЗ 2м/с,0,755,СЗ 2м/с
2003-11-15,-1,752,З 4м/с,-1,752,З 4м/с
2003-11-16,0,753,ЮЗ 1м/с,-1,753,ЮЗ 1м/с
2003-11-17,-3,752,ЮЗ 2м/с,-3,751,ЮЗ 2м/с
2003-11-18,0,741,Ю 5м/с,0,739,Ю 5м/с
2003-11-19,0,739,З 2м/с,-2,739,З 2м/с
2003-11-20,0,737,В 1м/с,-1,740,В 1м/с
2003-11-21,0,745,ЮЗ 2м/с,0,747,ЮЗ 2м/с
2003-11-22,1,746,З 1м/с,0,746,З 1м/с
2003-11-23,-1,747,В 2м/с,-2,749,В 2м/с
2003-11-24,-1,749,ЮВ 2м/с,+1,747,ЮВ 2м/с
2003-11-25,3,750,ЮЗ 1м/с,+3,753,ЮЗ 1м/с
2003-11-26,3,754,Ю 2м/с,+2,755,Ю 2м/с
2003-11-27,3,756,В 2м/с,+1,757,В 2м/с
2003-11-28,0,756,Ю 4м/с,0,756,Ю 4м/с
2003-11-29,0,757,ЮЗ 2м/с,0,757,ЮЗ 2м/с
2003-11-30,-2,759,ЮЗ 2м/с,-2,759,ЮЗ 2м/с
2003-12-01,-3,762,ЮЗ 1м/с,-3,762,ЮЗ 1м/с
2003-12-02,-1,761,Ю 1м/с,-3,759,Ю 1м/с
2003-12-03,-2,759,З 2м/с,-1,757,З 2м/с
2003-12-04,-2,753,Ю 2м/с,-2,752,Ю 2м/с
2003-12-05,-2,738,Ю 4м/с,-3,732,Ю 4м/с
2003-12-06,-1,729,ЮЗ 1м/с,-7,729,ЮЗ 1м/с
2003-12-07,-4,734,СЗ 2м/с,-3,737,СЗ 2м/с
2003-12-08,0,725,З 5м/с,-2,729,З 5м/с
2003-12-09,-2,740,З 3м/с,-2,745,З 3м/с
2003-12-10,-5,758,С 2м/с,-9,759,С 2м/с
2003-12-11,-3,754,ЮЗ 2м/с,-4,753,ЮЗ 2м/с
2003-12-12,0,745,ЮЗ 5м/с,0,743,ЮЗ 5м/с
2003-12-13,-1,747,З 3м/с,-6,748,З 3м/с
2003-12-14,-3,736,Ю 5м/с,+1,734,Ю 5м/с
2003-12-15,1,730,Ю 5м/с,+1,733,Ю 5м/с
2003-12-16,0,735,З 1м/с,0,735,З 1м/с
2003-12-17,0,741,ЮЗ 2м/с,-1,742,ЮЗ 2м/с
2003-12-18,-4,740,ЮЗ 3м/с,-4,742,ЮЗ 3м/с
2003-12-19,-7,747,ЮЗ 1м/с,-6,747,ЮЗ 1м/с
2003-12-20,0,743,З 4м/с,0,744,З 4м/с
2003-12-21,0,746,ЮЗ 2м/с,0,746,ЮЗ 2м/с
2003-12-22,1,740,Ю 6м/с,+2,740,Ю 6м/с
2003-12-23,1,744,Ш,0,746,Ш
2003-12-24,-9,757,СЗ 2м/с,-14,759,СЗ 2м/с
2003-12-25,-6,756,ЮЗ 4м/с,-8,755,ЮЗ 4м/с
2003-12-26,-10,747,Ю 3м/с,-8,746,Ю 3м/с
2003-12-27,-3,747,ЮЗ 1м/с,-3,747,ЮЗ 1м/с
2003-12-28,-3,748,ЮЗ 4м/с,-3,750,ЮЗ 4м/с
2003-12-29,0,752,ЮЗ 4м/с,0,753,ЮЗ 4м/с
2003-12-30,1,755,ЮЗ 4м/с,+1,756,ЮЗ 4м/с
2003-12-31,0,755,Ю 4м/с,-4,754,Ю 4м/с
