Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2016-04-17,13,748,З 2м/с,+7,748,З 2м/с
2016-04-18,19,742,Ю 5м/с,+13,743,Ю 5м/с
2016-04-19,13,743,СЗ 3м/с,+9,743,СЗ 3м/с
2016-04-20,12,743,З 4м/с,+7,742,З 4м/с
2016-04-21,7,737,С 5м/с,+6,738,С 5м/с
2016-04-22,8,740,ЮЗ 5м/с,+4,737,ЮЗ 5м/с
2016-04-23,10,742,З 5м/с,+3,744,З 5м/с
2016-04-25,16,745,В 4м/с,+16,744,В 4м/с
2016-04-26,18,742,Ю 4м/с,+12,743,Ю 4м/с
2016-04-27,14,747,В 2м/с,+12,749,В 2м/с
2016-04-28,17,749,ЮВ 4м/с,+14,751,ЮВ 4м/с
2016-04-29,13,753,ЮВ 3м/с,+9,754,ЮВ 3м/с
2016-04-30,15,754,В 2м/с,+8,754,В 2м/с
2016-05-01,11,753,СВ 2м/с,+8,752,СВ 2м/с
2016-05-02,18,751,СВ 3м/с,+10,752,СВ 3м/с
2016-05-03,20,749,Ю 2м/с,+9,749,Ю 2м/с
2016-05-04,22,746,С 2м/с,+14,746,С 2м/с
2016-05-05,11,747,С 3м/с,+9,748,С 3м/с
2016-05-06,20,750,СВ 2м/с,+13,750,СВ 2м/с
2016-05-07,23,752,С 2м/с,+12,752,С 2м/с
2016-05-08,23,752,С 1м/с,+12,753,С 1м/с
2016-05-09,25,752,СЗ 2м/с,+15,752,СЗ 2м/с
2016-05-10,23,750,С 2м/с,+14,749,С 2м/с
2016-05-11,25,746,З 4м/с,+20,744,З 4м/с
2016-05-12,15,743,С 4м/с,+10,743,С 4м/с
2016-05-13,16,744,СВ 2м/с,+9,744,СВ 2м/с
2016-05-14,18,743,В 3м/с,+13,743,В 3м/с
2016-05-15,10,741,В 3м/с,+8,742,В 3м/с
2016-05-16,11,745,В 2м/с,+11,746,В 2м/с
2016-05-17,14,747,Ю 3м/с,+13,747,Ю 3м/с
2016-05-18,15,747,ЮВ 3м/с,+14,747,ЮВ 3м/с
2016-05-19,19,746,ЮВ 2м/с,+16,744,ЮВ 2м/с
2016-05-20,14,741,ЮЗ 4м/с,+12,743,ЮЗ 4м/с
2016-05-21,11,743,В 2м/с,+11,743,В 2м/с
2016-05-22,16,743,СЗ 1м/с,+12,743,СЗ 1м/с
2016-05-23,19,746,Ю 2м/с,+13,746,Ю 2м/с
2016-05-24,15,744,В 2м/с,+14,743,В 2м/с
2016-05-25,21,744,ЮЗ 2м/с,+17,744,ЮЗ 2м/с
2016-05-26,17,746,С 1м/с,+16,747,С 1м/с
2016-05-27,25,749,С 2м/с,+17,749,С 2м/с
2016-05-28,27,749,В 2м/с,+19,749,В 2м/с
2016-05-29,27,749,СВ 3м/с,+19,749,СВ 3м/с
2016-05-30,23,749,В 2м/с,+19,749,В 2м/с
2016-05-31,18,752,В 3м/с,+13,752,В 3м/с
2016-06-02,20,750,СВ 2м/с,+13,749,СВ 2м/с
2016-06-03,22,745,З 2м/с,+17,744,З 2м/с
2016-06-04,20,739,Ю 2м/с,+14,740,Ю 2м/с
2016-06-05,12,740,ЮВ 2м/с,+12,740,ЮВ 2м/с
2016-06-06,14,741,ЮЗ 1м/с,+9,743,ЮЗ 1м/с
2016-06-07,7,743,СЗ 4м/с,+6,744,СЗ 4м/с
2016-06-08,13,745,СЗ 2м/с,+11,744,СЗ 2м/с
2016-06-09,17,743,ЮЗ 5м/с,+13,743,ЮЗ 5м/с
2016-06-10,20,745,ЮЗ 1м/с,+14,745,ЮЗ 1м/с
2016-06-11,17,744,ЮЗ 4м/с,+14,743,ЮЗ 4м/с
2016-06-12,16,743,ЮЗ 4м/с,+12,743,ЮЗ 4м/с
2016-06-13,19,744,З 3м/с,+11,745,З 3м/с
2016-06-14,20,746,ЮВ 2м/с,+17,745,ЮВ 2м/с
2016-06-15,25,744,В 2м/с,+19,744,В 2м/с
2016-06-16,25,746,Ю 3м/с,+22,746,Ю 3м/с
2016-06-17,28,749,ЮЗ 1м/с,+23,749,ЮЗ 1м/с
2016-06-18,29,749,Ю 4м/с,+23,749,Ю 4м/с
2016-06-19,28,751,СЗ 2м/с,+23,752,СЗ 2м/с
2016-06-20,26,754,С 2м/с,+20,755,С 2м/с
2016-06-21,28,755,Ю 2м/с,+21,754,Ю 2м/с
2016-06-22,27,752,З 3м/с,+21,752,З 3м/с
2016-06-23,26,754,СЗ 2м/с,+21,753,СЗ 2м/с
2016-06-24,26,752,С 2м/с,+20,752,С 2м/с
2016-06-25,27,751,СЗ 1м/с,+22,750,СЗ 1м/с
2016-06-26,31,748,СЗ 3м/с,+25,746,СЗ 3м/с
2016-06-27,27,743,С 5м/с,+22,743,С 5м/с
2016-06-28,24,745,СВ 2м/с,+18,746,СВ 2м/с
2016-06-29,25,746,ЮЗ 2м/с,+18,746,ЮЗ 2м/с
2016-06-30,27,747,С 1м/с,+18,748,С 1м/с
2016-07-01,28,749,СЗ 2м/с,+19,749,СЗ 2м/с
2016-07-02,29,749,С 2м/с,+20,749,С 2м/с
2016-07-03,30,747,ЮЗ 1м/с,+20,746,ЮЗ 1м/с
2016-07-04,29,742,Ю 2м/с,+21,741,Ю 2м/с
2016-07-05,20,742,З 5м/с,+13,743,З 5м/с
2016-07-06,22,742,З 4м/с,+16,742,З 4м/с
2016-07-07,18,742,ЮЗ 3м/с,+16,741,ЮЗ 3м/с
2016-07-08,20,743,З 4м/с,+16,744,З 4м/с
2016-07-09,21,743,СЗ 2м/с,+17,743,СЗ 2м/с
2016-07-10,24,743,З 3м/с,+16,744,З 3м/с
2016-07-11,23,743,З 3м/с,+15,745,З 3м/с
2016-07-12,25,744,З 3м/с,+22,744,З 3м/с
2016-07-13,28,745,З 3м/с,+22,745,З 3м/с
2016-07-14,27,746,С 3м/с,+20,746,С 3м/с
2016-07-15,31,747,Ю 2м/с,+27,747,Ю 2м/с
2016-07-16,33,748,ЮЗ 1м/с,+26,749,ЮЗ 1м/с
2016-07-17,27,750,С 2м/с,+21,749,С 2м/с
2016-07-18,28,743,В 3м/с,+21,742,В 3м/с
2016-07-19,27,740,ЮВ 2м/с,+23,739,ЮВ 2м/с
2016-07-20,21,739,В 3м/с,+18,740,В 3м/с
2016-07-21,24,745,Ю 2м/с,+18,745,Ю 2м/с
2016-07-22,18,742,С 3м/с,+18,740,С 3м/с
2016-07-23,25,743,СВ 3м/с,+20,744,СВ 3м/с
2016-07-24,28,746,СВ 2м/с,+21,747,СВ 2м/с
2016-07-25,28,748,С 2м/с,+19,749,С 2м/с
2016-07-26,29,749,С 2м/с,+20,749,С 2м/с
2016-07-27,30,748,З 1м/с,+20,748,З 1м/с
2016-07-28,25,747,ЮЗ 2м/с,+20,746,ЮЗ 2м/с
2016-07-29,28,746,ЮВ 1м/с,+20,746,ЮВ 1м/с
2016-07-30,30,746,Ю 2м/с,+21,745,Ю 2м/с
2016-07-31,17,746,В 1м/с,+19,747,В 1м/с
2016-08-01,29,748,СВ 1м/с,+21,748,СВ 1м/с
2016-08-02,31,746,ЮВ 1м/с,+24,745,ЮВ 1м/с
2016-08-03,20,744,С 2м/с,+18,744,С 2м/с
2016-08-04,24,748,З 2м/с,+17,749,З 2м/с
2016-08-05,28,752,З 1м/с,+19,752,З 1м/с
2016-08-06,28,752,ЮВ 1м/с,+23,751,ЮВ 1м/с
2016-08-07,33,747,Ю 3м/с,+26,746,Ю 3м/с
2016-08-08,25,749,З 2м/с,+16,749,З 2м/с
2016-08-09,24,750,СВ 2м/с,+16,750,СВ 2м/с
2016-08-10,26,749,ЮВ 2м/с,+17,749,ЮВ 2м/с
2016-08-11,28,747,ЮВ 1м/с,+19,746,ЮВ 1м/с
2016-08-12,23,747,Ю 2м/с,+19,747,Ю 2м/с
2016-08-13,14,749,С 3м/с,+15,749,С 3м/с
2016-08-14,16,746,СВ 2м/с,+16,743,СВ 2м/с
2016-08-15,16,739,Ю 4м/с,+14,743,Ю 4м/с
2016-08-16,21,749,ЮЗ 2м/с,+16,749,ЮЗ 2м/с
2016-08-17,21,750,Ю 3м/с,+18,750,Ю 3м/с
2016-08-18,29,750,ЮВ 2м/с,+22,751,ЮВ 2м/с
2016-08-19,25,751,В 1м/с,+21,750,В 1м/с
2016-08-20,26,749,Ю 4м/с,+19,751,Ю 4м/с
2016-08-21,29,753,В 1м/с,+19,754,В 1м/с
2016-08-22,28,753,Ш,+19,754,Ш
2016-08-23,25,753,Ю 1м/с,+22,752,Ю 1м/с
2016-08-24,30,748,Ю 3м/с,+22,748,Ю 3м/с
2016-08-25,19,750,С 3м/с,+16,751,С 3м/с
2016-08-26,22,752,С 2м/с,+15,752,С 2м/с
2016-08-27,26,751,З 3м/с,+20,749,З 3м/с
2016-08-28,25,749,СЗ 4м/с,+16,751,СЗ 4м/с
2016-08-29,22,752,Ю 1м/с,+16,750,Ю 1м/с
2016-08-30,28,745,ЮЗ 6м/с,+18,745,ЮЗ 6м/с
2016-08-31,14,746,С 3м/с,+11,748,С 3м/с
2016-09-01,18,748,СЗ 4м/с,+9,748,СЗ 4м/с
2016-09-02,20,746,СЗ 2м/с,+13,746,СЗ 2м/с
2016-09-03,23,745,З 2м/с,+13,746,З 2м/с
2016-09-04,18,746,З 3м/с,+15,745,З 3м/с
2016-09-05,18,743,ЮЗ 2м/с,+15,744,ЮЗ 2м/с
2016-09-06,20,750,СЗ 3м/с,+12,751,СЗ 3м/с
2016-09-07,17,748,СЗ 2м/с,+15,745,СЗ 2м/с
2016-09-08,14,740,СЗ 2м/с,+11,741,СЗ 2м/с
2016-09-09,15,746,С 3м/с,+11,749,С 3м/с
2016-09-10,15,749,С 2м/с,+9,749,С 2м/с
2016-09-11,15,749,С 2м/с,+9,751,С 2м/с
2016-09-12,20,749,ЮЗ 3м/с,+18,746,ЮЗ 3м/с
2016-09-13,13,742,СЗ 3м/с,+9,743,СЗ 3м/с
2016-09-14,13,745,С 2м/с,+10,746,С 2м/с
2016-09-15,12,744,С 4м/с,+9,746,С 4м/с
2016-09-16,13,740,СЗ 1м/с,+11,741,СЗ 1м/с
2016-09-17,11,745,С 3м/с,+9,746,С 3м/с
2016-09-18,11,746,СЗ 3м/с,+9,746,СЗ 3м/с
2016-09-19,8,744,З 3м/с,+8,744,З 3м/с
2016-09-20,9,744,ЮЗ 1м/с,+7,745,ЮЗ 1м/с
2016-09-21,11,743,СВ 2м/с,+8,742,СВ 2м/с
2016-09-22,9,739,ЮЗ 3м/с,+8,741,ЮЗ 3м/с
2016-09-23,11,746,Ю 6м/с,+8,749,Ю 6м/с
2016-09-24,12,752,СЗ 2м/с,+5,752,СЗ 2м/с
2016-09-25,11,749,С 4м/с,+9,749,С 4м/с
2016-09-26,11,749,С 3м/с,+10,750,С 3м/с
2016-09-27,10,751,С 3м/с,+8,752,С 3м/с
2016-09-28,10,750,С 3м/с,+6,750,С 3м/с
2016-09-29,10,746,ЮЗ 2м/с,+8,747,ЮЗ 2м/с
2016-09-30,11,746,Ю 5м/с,+12,744,Ю 5м/с
2016-10-01,19,747,З 3м/с,+10,749,З 3м/с
2016-10-02,18,752,ЮЗ 1м/с,+16,752,ЮЗ 1м/с
2016-10-03,21,751,ЮЗ 2м/с,+12,751,ЮЗ 2м/с
2016-10-04,20,748,ЮЗ 1м/с,+17,749,ЮЗ 1м/с
2016-10-05,19,752,В 2м/с,+12,754,В 2м/с
2016-10-06,10,755,В 2м/с,+10,754,В 2м/с
2016-10-07,12,749,В 2м/с,+10,749,В 2м/с
2016-10-08,12,753,СВ 1м/с,+11,754,СВ 1м/с
2016-10-09,7,752,В 4м/с,+8,752,В 4м/с
2016-10-10,5,755,СВ 2м/с,+2,756,СВ 2м/с
2016-10-11,5,758,СВ 2м/с,+4,760,СВ 2м/с
2016-10-12,5,761,З 1м/с,+3,759,З 1м/с
2016-10-13,2,755,СЗ 2м/с,+1,755,СЗ 2м/с
2016-10-14,5,755,С 3м/с,+3,756,С 3м/с
2016-10-15,7,758,С 2м/с,+3,759,С 2м/с
2016-10-16,5,762,С 2м/с,+3,763,С 2м/с
2016-10-17,4,764,З 3м/с,+3,763,З 3м/с
2016-10-18,4,761,СЗ 2м/с,+3,761,СЗ 2м/с
2016-10-19,2,761,СЗ 2м/с,+2,761,СЗ 2м/с
2016-10-20,2,762,Ш,0,762,Ш
2016-10-21,2,764,ЮЗ 1м/с,+1,764,ЮЗ 1м/с
2016-10-22,4,766,В 1м/с,+2,767,В 1м/с
2016-10-23,7,769,В 2м/с,+1,770,В 2м/с
2016-10-24,4,773,ЮВ 3м/с,+1,773,ЮВ 3м/с
2016-10-25,3,770,Ю 3м/с,-2,767,Ю 3м/с
2016-10-26,4,762,Ю 6м/с,-1,761,Ю 6м/с
2016-10-27,3,762,Ю 4м/с,-1,763,Ю 4м/с
2016-10-28,4,759,ЮЗ 2м/с,-1,755,ЮЗ 2м/с
2016-10-29,-1,741,Ю 5м/с,-1,738,Ю 5м/с
2016-10-30,0,737,СВ 2м/с,-1,740,СВ 2м/с
2016-10-31,-1,744,С 3м/с,-2,746,С 3м/с
2016-11-01,-2,750,С 2м/с,-3,751,С 2м/с
2016-11-02,-2,750,Ю 3м/с,-3,749,Ю 3м/с
2016-11-03,0,741,Ю 3м/с,+1,740,Ю 3м/с
2016-11-04,0,743,З 4м/с,-2,744,З 4м/с
2016-11-05,-2,748,З 3м/с,-3,750,З 3м/с
2016-11-06,-2,750,ЮВ 2м/с,-1,746,ЮВ 2м/с
2016-11-07,3,739,ЮВ 2м/с,+3,737,ЮВ 2м/с
2016-11-08,3,745,З 3м/с,0,748,З 3м/с
2016-11-09,2,751,В 1м/с,-3,751,В 1м/с
2016-11-10,5,741,ЮВ 3м/с,+11,740,ЮВ 3м/с
2016-11-11,-1,737,ЮЗ 6м/с,-5,740,ЮЗ 6м/с
2016-11-12,-4,748,З 4м/с,-5,750,З 4м/с
2016-11-13,-3,754,З 2м/с,-6,755,З 2м/с
2016-11-14,-4,757,В 2м/с,-4,758,В 2м/с
2016-11-15,-3,759,ЮВ 1м/с,-4,759,ЮВ 1м/с
2016-11-16,-4,758,Ю 2м/с,-3,757,Ю 2м/с
2016-11-17,-5,756,Ю 4м/с,-6,756,Ю 4м/с
2016-11-18,-4,758,Ю 4м/с,-4,759,Ю 4м/с
2016-11-19,2,762,Ю 5м/с,0,764,Ю 5м/с
2016-11-20,-1,765,Ю 6м/с,-4,766,Ю 6м/с
2016-11-21,-3,768,Ю 5м/с,-7,769,Ю 5м/с
2016-11-22,-4,767,Ю 5м/с,-7,766,Ю 5м/с
2016-11-23,-4,762,Ю 5м/с,-7,759,Ю 5м/с
2016-11-24,-4,750,ЮЗ 5м/с,-6,748,ЮЗ 5м/с
2016-11-25,2,744,З 3м/с,0,743,З 3м/с
2016-11-26,0,741,ЮЗ 3м/с,-1,736,ЮЗ 3м/с
2016-11-27,2,731,ЮЗ 2м/с,+1,734,ЮЗ 2м/с
2016-11-28,0,733,СЗ 1м/с,0,734,СЗ 1м/с
2016-11-29,-9,743,СЗ 1м/с,-11,745,СЗ 1м/с
2016-11-30,-12,748,З 2м/с,-17,747,З 2м/с
2016-12-01,-10,743,Ю 3м/с,-9,743,Ю 3м/с
2016-12-02,-5,740,Ю 3м/с,-5,742,Ю 3м/с
2016-12-03,-5,742,Ю 1м/с,-8,743,Ю 1м/с
2016-12-04,-5,746,Ш,-7,749,Ш
2016-12-05,-8,741,ЮЗ 7м/с,-4,734,ЮЗ 7м/с
2016-12-06,-8,740,СЗ 4м/с,-13,744,СЗ 4м/с
2016-12-07,-11,752,СЗ 2м/с,-12,751,СЗ 2м/с
2016-12-08,-5,739,ЮЗ 3м/с,-7,735,ЮЗ 3м/с
2016-12-09,-4,735,З 3м/с,-3,734,З 3м/с
2016-12-10,-3,733,СЗ 3м/с,-7,734,СЗ 3м/с
2016-12-11,-7,739,З 3м/с,-10,740,З 3м/с
2016-12-12,-11,742,Ш,-13,743,Ш
2016-12-13,-14,748,З 1м/с,-21,749,З 1м/с
2016-12-14,-17,746,Ю 2м/с,-12,745,Ю 2м/с
2016-12-15,-11,752,СЗ 3м/с,-11,754,СЗ 3м/с
2016-12-16,-16,758,ЮЗ 1м/с,-19,758,ЮЗ 1м/с
2016-12-17,-9,754,ЮЗ 2м/с,-6,752,ЮЗ 2м/с
2016-12-18,-1,749,З 3м/с,0,748,З 3м/с
2016-12-19,-1,746,С 4м/с,-1,748,С 4м/с
2016-12-20,-13,761,СЗ 1м/с,-15,761,СЗ 1м/с
2016-12-21,-1,754,СЗ 2м/с,0,754,СЗ 2м/с
2016-12-22,-1,755,З 1м/с,-2,755,З 1м/с
2016-12-23,-3,753,ЮЗ 2м/с,-4,751,ЮЗ 2м/с
2016-12-24,-1,751,З 2м/с,-1,751,З 2м/с
2016-12-25,-2,746,Ю 4м/с,-2,746,Ю 4м/с
2016-12-26,-2,746,ЮЗ 4м/с,-1,743,ЮЗ 4м/с
2016-12-27,0,736,ЮЗ 3м/с,0,737,ЮЗ 3м/с
2016-12-28,-1,743,В 1м/с,-1,746,В 1м/с
2016-12-29,-3,758,С 2м/с,-6,758,С 2м/с
2016-12-30,-4,754,З 3м/с,-3,754,З 3м/с
2016-12-31,-1,745,З 3м/с,-1,743,З 3м/с
