Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2019-02-09,-4,752,Ю 3м/с,-6,752,Ю 3м/с
2019-02-10,-4,749,Ю 3м/с,-4,749,Ю 3м/с
2019-02-11,-2,749,Ю 2м/с,-3,749,Ю 2м/с
2019-02-12,1,746,Ю 5м/с,+1,746,Ю 5м/с
2019-02-13,0,740,Ю 4м/с,-2,746,Ю 4м/с
2019-02-14,-2,754,З 2м/с,-9,755,З 2м/с
2019-02-15,2,745,З 5м/с,+1,745,З 5м/с
2019-02-16,4,745,СЗ 3м/с,-2,744,СЗ 3м/с
2019-02-17,5,733,З 3м/с,+1,735,З 3м/с
2019-02-18,-1,746,С 5м/с,-4,750,С 5м/с
2019-02-19,-2,748,ЮЗ 3м/с,-2,746,ЮЗ 3м/с
2019-02-20,1,738,ЮЗ 3м/с,+1,737,ЮЗ 3м/с
2019-02-21,-2,733,З 4м/с,-5,735,З 4м/с
2019-02-22,-9,746,С 6м/с,-9,752,С 6м/с
2019-02-23,-6,758,СЗ 2м/с,-11,757,СЗ 2м/с
2019-02-24,-3,753,ЮЗ 3м/с,-2,751,ЮЗ 3м/с
2019-02-25,3,740,СЗ 2м/с,+1,739,СЗ 2м/с
2019-02-26,2,737,С 2м/с,+1,740,С 2м/с
2019-02-27,-2,743,СЗ 2м/с,-5,740,СЗ 2м/с
2019-02-28,0,725,ЮЗ 3м/с,0,725,ЮЗ 3м/с
2019-03-01,1,725,С 2м/с,-1,729,С 2м/с
2019-03-02,-4,739,СЗ 3м/с,-9,740,СЗ 3м/с
2019-03-03,-4,734,ЮЗ 4м/с,-2,734,ЮЗ 4м/с
2019-03-04,-1,733,ЮЗ 2м/с,-1,734,ЮЗ 2м/с
2019-03-05,3,730,Ю 5м/с,+1,728,Ю 5м/с
2019-03-06,-3,739,СЗ 5м/с,-7,747,СЗ 5м/с
2019-03-07,-3,755,Ю 4м/с,-6,753,Ю 4м/с
2019-03-08,1,746,Ю 5м/с,+2,743,Ю 5м/с
2019-03-09,6,740,ЮЗ 4м/с,+1,743,ЮЗ 4м/с
2019-03-10,2,737,ЮЗ 3м/с,+1,735,ЮЗ 3м/с
2019-03-11,3,732,ЮЗ 2м/с,+1,733,ЮЗ 2м/с
2019-03-12,2,740,З 3м/с,-3,742,З 3м/с
2019-03-13,-3,744,З 2м/с,-6,746,З 2м/с
2019-03-14,-1,750,Ю 3м/с,-4,750,Ю 3м/с
2019-03-15,2,749,Ю 4м/с,-1,747,Ю 4м/с
2019-03-16,0,741,ЮВ 2м/с,-1,741,ЮВ 2м/с
2019-03-17,2,746,Ю 2м/с,+1,749,Ю 2м/с
2019-03-18,2,754,Ю 3м/с,+1,753,Ю 3м/с
2019-03-19,5,752,Ю 5м/с,+3,753,Ю 5м/с
2019-03-20,4,753,ЮЗ 2м/с,+2,754,ЮЗ 2м/с
2019-03-21,4,750,З 2м/с,+1,751,З 2м/с
2019-03-22,1,740,Ю 5м/с,0,742,Ю 5м/с
2019-03-23,4,750,С 3м/с,+2,751,С 3м/с
2019-03-24,1,744,Ю 4м/с,0,741,Ю 4м/с
2019-03-25,6,740,СЗ 3м/с,+1,742,СЗ 3м/с
2019-03-26,5,740,Ю 2м/с,+1,741,Ю 2м/с
2019-03-27,5,746,З 3м/с,0,749,З 3м/с
2019-03-28,3,750,СЗ 4м/с,-1,751,СЗ 4м/с
2019-03-29,4,747,ЮЗ 2м/с,+1,746,ЮЗ 2м/с
2019-03-30,6,744,З 3м/с,+3,746,З 3м/с
2019-03-31,11,743,Ю 4м/с,+7,742,Ю 4м/с
2019-04-01,8,748,СЗ 3м/с,+1,751,СЗ 3м/с
2019-04-02,9,755,С 4м/с,+3,756,С 4м/с
2019-04-03,10,754,СВ 3м/с,+5,753,СВ 3м/с
2019-04-04,10,751,СВ 2м/с,+6,751,СВ 2м/с
2019-04-05,4,752,СВ 1м/с,+2,753,СВ 1м/с
2019-04-06,3,755,В 2м/с,+1,754,В 2м/с
2019-04-07,6,752,З 2м/с,+3,752,З 2м/с
2019-04-08,13,749,ЮВ 3м/с,+10,749,ЮВ 3м/с
2019-04-09,17,746,Ю 5м/с,+12,746,Ю 5м/с
2019-04-10,17,745,Ю 4м/с,+10,746,Ю 4м/с
2019-04-11,7,749,С 3м/с,+6,749,С 3м/с
2019-04-12,5,749,С 4м/с,+3,750,С 4м/с
2019-04-14,1,752,СВ 3м/с,+2,752,СВ 3м/с
2019-04-15,13,754,СВ 3м/с,+8,755,СВ 3м/с
2019-04-16,14,753,СВ 3м/с,+9,755,СВ 3м/с
2019-04-17,10,759,СВ 3м/с,+3,759,СВ 3м/с
2019-04-18,11,756,СВ 1м/с,+6,756,СВ 1м/с
2019-04-19,12,758,СВ 2м/с,+6,757,СВ 2м/с
2019-04-20,14,754,СЗ 1м/с,+6,755,СЗ 1м/с
2019-04-21,18,755,С 2м/с,+10,756,С 2м/с
2019-04-22,17,757,С 2м/с,+10,756,С 2м/с
2019-04-23,18,755,СЗ 4м/с,+13,755,СЗ 4м/с
2019-04-24,23,755,СЗ 2м/с,+16,755,СЗ 2м/с
2019-04-25,24,752,СЗ 3м/с,+16,752,СЗ 3м/с
2019-04-26,22,751,С 3м/с,+14,750,С 3м/с
2019-04-27,19,745,СВ 1м/с,+16,742,СВ 1м/с
2019-04-28,10,746,СВ 4м/с,+6,749,СВ 4м/с
2019-04-29,11,752,СЗ 1м/с,+5,752,СЗ 1м/с
2019-04-30,11,750,СЗ 1м/с,+6,749,СЗ 1м/с
2019-05-01,16,746,Ю 4м/с,+10,743,Ю 4м/с
2019-05-02,10,734,Ю 3м/с,+9,735,Ю 3м/с
2019-05-03,15,737,ЮЗ 4м/с,+11,738,ЮЗ 4м/с
2019-05-04,14,745,СЗ 2м/с,+9,746,СЗ 2м/с
2019-05-05,21,748,Ю 4м/с,+17,748,Ю 4м/с
2019-05-06,25,746,Ю 2м/с,+19,744,Ю 2м/с
2019-05-07,25,743,ЮЗ 2м/с,+16,743,ЮЗ 2м/с
2019-05-08,27,744,Ю 3м/с,+19,745,Ю 3м/с
2019-05-09,27,746,ЮВ 3м/с,+19,747,ЮВ 3м/с
2019-05-10,27,746,Ю 1м/с,+24,743,Ю 1м/с
2019-05-11,21,748,Ю 4м/с,+13,750,Ю 4м/с
2019-05-12,20,754,С 1м/с,+15,754,С 1м/с
2019-05-13,22,751,СЗ 3м/с,+19,750,СЗ 3м/с
2019-05-14,26,748,С 2м/с,+19,749,С 2м/с
2019-05-15,17,749,С 2м/с,+17,749,С 2м/с
2019-05-16,19,752,С 3м/с,+14,753,С 3м/с
2019-05-17,17,754,С 2м/с,+9,752,С 2м/с
2019-05-18,21,749,СЗ 3м/с,+15,749,СЗ 3м/с
2019-05-19,20,749,С 4м/с,+15,750,С 4м/с
2019-05-20,19,752,С 3м/с,+11,751,С 3м/с
2019-05-21,21,751,Ю 1м/с,+15,749,Ю 1м/с
2019-05-22,25,744,ЮЗ 3м/с,+17,743,ЮЗ 3м/с
2019-05-23,25,739,З 3м/с,+15,740,З 3м/с
2019-05-24,15,746,В 1м/с,+10,747,В 1м/с
2019-05-25,17,745,ЮВ 1м/с,+15,743,ЮВ 1м/с
2019-05-26,14,741,ЮВ 1м/с,+13,740,ЮВ 1м/с
2019-05-27,21,745,З 4м/с,+17,746,З 4м/с
2019-05-28,27,749,ЮЗ 2м/с,+21,749,ЮЗ 2м/с
2019-05-29,28,751,ЮЗ 3м/с,+22,750,ЮЗ 3м/с
2019-05-30,28,751,ЮЗ 3м/с,+21,750,ЮЗ 3м/с
2019-05-31,15,749,З 1м/с,+17,748,З 1м/с
2019-06-01,24,748,С 3м/с,+15,749,С 3м/с
2019-06-02,23,749,ЮЗ 3м/с,+19,747,ЮЗ 3м/с
2019-06-03,23,749,СЗ 3м/с,+16,752,СЗ 3м/с
2019-06-04,21,755,Ю 2м/с,+15,755,Ю 2м/с
2019-06-05,24,755,ЮЗ 2м/с,+16,754,ЮЗ 2м/с
2019-06-06,28,754,ЮЗ 2м/с,+18,753,ЮЗ 2м/с
2019-06-08,30,754,СВ 1м/с,+20,753,СВ 1м/с
2019-06-09,31,754,ЮЗ 2м/с,+21,752,ЮЗ 2м/с
2019-06-10,29,752,З 2м/с,+22,752,З 2м/с
2019-06-11,28,752,С 2м/с,+21,752,С 2м/с
2019-06-12,27,749,С 3м/с,+18,750,С 3м/с
2019-06-13,19,755,С 2м/с,+13,755,С 2м/с
2019-06-14,19,750,СЗ 3м/с,+19,746,СЗ 3м/с
2019-06-15,17,747,С 1м/с,+14,747,С 1м/с
2019-06-16,20,747,С 3м/с,+17,747,С 3м/с
2019-06-17,24,747,СЗ 2м/с,+19,746,СЗ 2м/с
2019-06-18,25,746,З 2м/с,+19,746,З 2м/с
2019-06-19,28,748,СЗ 2м/с,+19,748,СЗ 2м/с
2019-06-20,29,749,З 2м/с,+20,749,З 2м/с
2019-06-21,30,750,З 2м/с,+22,749,З 2м/с
2019-06-22,32,749,ЮЗ 3м/с,+24,749,ЮЗ 3м/с
2019-06-23,29,750,С 2м/с,+25,750,С 2м/с
2019-06-24,25,752,С 3м/с,+21,753,С 3м/с
2019-06-25,25,755,СЗ 3м/с,+18,755,СЗ 3м/с
2019-06-26,23,752,З 1м/с,+14,749,З 1м/с
2019-06-27,16,740,В 1м/с,+17,735,В 1м/с
2019-06-28,17,730,ЮЗ 3м/с,+12,731,ЮЗ 3м/с
2019-06-29,11,737,З 4м/с,+10,740,З 4м/с
2019-06-30,19,741,СЗ 2м/с,+15,742,СЗ 2м/с
2019-07-01,22,741,Ю 4м/с,+21,739,Ю 4м/с
2019-07-02,25,738,СЗ 3м/с,+19,740,СЗ 3м/с
2019-07-03,23,740,З 5м/с,+17,741,З 5м/с
2019-07-04,18,743,З 4м/с,+14,743,З 4м/с
2019-07-05,22,743,З 2м/с,+16,742,З 2м/с
2019-07-06,20,737,З 2м/с,+12,737,З 2м/с
2019-07-07,19,739,З 3м/с,+17,738,З 3м/с
2019-07-08,22,739,Ю 2м/с,+16,738,Ю 2м/с
2019-07-09,20,737,З 4м/с,+14,737,З 4м/с
2019-07-10,18,736,З 2м/с,+15,737,З 2м/с
2019-07-11,19,737,СЗ 2м/с,+14,739,СЗ 2м/с
2019-07-12,20,741,Ю 3м/с,+17,741,Ю 3м/с
2019-07-13,17,743,С 2м/с,+13,744,С 2м/с
2019-07-14,20,744,Ш,+13,745,Ш
2019-07-15,23,744,З 2м/с,+15,745,З 2м/с
2019-07-16,26,743,В 1м/с,+19,744,В 1м/с
2019-07-17,18,741,СВ 2м/с,+16,740,СВ 2м/с
2019-07-18,22,741,ЮЗ 4м/с,+16,742,ЮЗ 4м/с
2019-07-19,21,743,ЮЗ 4м/с,+17,743,ЮЗ 4м/с
2019-07-20,23,746,З 5м/с,+16,747,З 5м/с
2019-07-21,23,749,З 3м/с,+17,749,З 3м/с
2019-07-22,26,748,С 2м/с,+17,747,С 2м/с
2019-07-23,22,745,Ю 3м/с,+20,745,Ю 3м/с
2019-07-24,19,746,З 1м/с,+18,746,З 1м/с
2019-07-25,22,747,В 2м/с,+20,748,В 2м/с
2019-07-26,27,747,СВ 3м/с,+23,747,СВ 3м/с
2019-07-27,28,744,С 3м/с,+20,743,С 3м/с
2019-07-28,26,740,С 3м/с,+22,739,С 3м/с
2019-07-30,17,740,СЗ 3м/с,+12,739,СЗ 3м/с
2019-07-31,13,736,СЗ 4м/с,+10,739,СЗ 4м/с
2019-08-01,16,742,СЗ 3м/с,+13,742,СЗ 3м/с
2019-08-02,16,740,СЗ 2м/с,+12,740,СЗ 2м/с
2019-08-03,16,739,З 2м/с,+14,739,З 2м/с
2019-08-04,16,739,СЗ 3м/с,+9,740,СЗ 3м/с
2019-08-05,12,737,СЗ 2м/с,+12,738,СЗ 2м/с
2019-08-06,16,741,СЗ 3м/с,+11,743,СЗ 3м/с
2019-08-07,18,746,С 1м/с,+17,745,С 1м/с
2019-08-08,25,743,Ю 2м/с,+22,740,Ю 2м/с
2019-08-09,19,739,ЮЗ 5м/с,+18,740,ЮЗ 5м/с
2019-08-10,14,739,СЗ 3м/с,+13,743,СЗ 3м/с
2019-08-11,19,746,С 3м/с,+12,747,С 3м/с
2019-08-12,21,750,СЗ 3м/с,+14,750,СЗ 3м/с
2019-08-13,26,748,ЮЗ 2м/с,+22,746,ЮЗ 2м/с
2019-08-14,22,747,СЗ 3м/с,+15,747,СЗ 3м/с
2019-08-15,32,743,ЮЗ 3м/с,+21,746,ЮЗ 3м/с
2019-08-16,18,746,СВ 1м/с,+16,746,СВ 1м/с
2019-08-17,19,745,В 2м/с,+18,743,В 2м/с
2019-08-18,22,745,ЮЗ 4м/с,+15,746,ЮЗ 4м/с
2019-08-19,20,750,З 2м/с,+18,752,З 2м/с
2019-08-20,26,753,С 1м/с,+18,754,С 1м/с
2019-08-21,28,754,СВ 1м/с,+20,754,СВ 1м/с
2019-08-22,28,752,ЮЗ 2м/с,+19,754,ЮЗ 2м/с
2019-08-23,23,757,СВ 2м/с,+14,757,СВ 2м/с
2019-08-24,24,754,З 3м/с,+18,753,З 3м/с
2019-08-25,20,755,С 3м/с,+15,758,С 3м/с
2019-08-26,20,757,З 2м/с,+13,755,З 2м/с
2019-08-27,22,750,СЗ 4м/с,+16,751,СЗ 4м/с
2019-08-28,17,755,С 4м/с,+10,757,С 4м/с
2019-08-29,21,755,З 3м/с,+15,754,З 3м/с
2019-08-30,24,752,С 2м/с,+15,752,С 2м/с
2019-08-31,22,752,СВ 1м/с,+14,752,СВ 1м/с
2019-09-01,24,749,СЗ 2м/с,+15,749,СЗ 2м/с
2019-09-02,21,748,С 1м/с,+17,749,С 1м/с
2019-09-03,24,749,СВ 1м/с,+17,749,СВ 1м/с
2019-09-04,24,748,ЮВ 2м/с,+18,748,ЮВ 2м/с
2019-09-05,19,749,ЮВ 1м/с,+18,750,ЮВ 1м/с
2019-09-06,26,750,Ю 3м/с,+15,751,Ю 3м/с
2019-09-07,18,754,З 1м/с,+13,755,З 1м/с
2019-09-08,22,756,СВ 1м/с,+14,757,СВ 1м/с
2019-09-09,23,757,СВ 1м/с,+14,757,СВ 1м/с
2019-09-10,27,758,ЮВ 2м/с,+19,758,ЮВ 2м/с
2019-09-11,26,759,Ю 3м/с,+15,758,Ю 3м/с
2019-09-12,27,757,ЮЗ 3м/с,+15,755,ЮЗ 3м/с
2019-09-13,27,751,З 3м/с,+15,749,З 3м/с
2019-09-14,16,747,З 4м/с,+11,749,З 4м/с
2019-09-15,14,747,З 3м/с,+12,744,З 3м/с
2019-09-16,15,736,З 4м/с,+12,737,З 4м/с
2019-09-17,15,735,З 4м/с,+9,737,З 4м/с
2019-09-18,12,735,ЮЗ 2м/с,+8,734,ЮЗ 2м/с
2019-09-19,13,743,СЗ 2м/с,+7,745,СЗ 2м/с
2019-09-20,12,746,С 1м/с,+7,746,С 1м/с
2019-09-21,11,746,СЗ 2м/с,+3,744,СЗ 2м/с
2019-09-22,8,734,СЗ 5м/с,+4,737,СЗ 5м/с
2019-09-23,8,746,СЗ 4м/с,+4,748,СЗ 4м/с
2019-09-24,7,749,З 2м/с,+3,749,З 2м/с
2019-09-25,8,750,ЮЗ 1м/с,+4,750,ЮЗ 1м/с
2019-09-26,13,749,ЮЗ 2м/с,+5,748,ЮЗ 2м/с
2019-09-27,14,747,З 2м/с,+10,748,З 2м/с
2019-09-28,12,750,СЗ 2м/с,+7,750,СЗ 2м/с
2019-09-29,12,745,Ю 4м/с,+9,743,Ю 4м/с
2019-09-30,14,740,ЮЗ 4м/с,+13,738,ЮЗ 4м/с
2019-10-01,15,734,ЮЗ 3м/с,+12,738,ЮЗ 3м/с
2019-10-02,16,743,Ю 6м/с,+14,744,Ю 6м/с
2019-10-03,20,745,Ю 5м/с,+14,743,Ю 5м/с
2019-10-04,16,741,З 4м/с,+9,743,З 4м/с
2019-10-05,10,745,С 2м/с,+5,746,С 2м/с
2019-10-06,2,737,С 5м/с,+1,737,С 5м/с
2019-10-07,3,743,З 5м/с,+1,746,З 5м/с
2019-10-08,3,749,З 2м/с,-2,749,З 2м/с
2019-10-09,5,746,Ю 5м/с,+5,744,Ю 5м/с
2019-10-10,8,745,Ю 3м/с,+10,740,Ю 3м/с
2019-10-11,12,745,З 2м/с,+10,746,З 2м/с
2019-10-12,13,746,ЮЗ 5м/с,+11,743,ЮЗ 5м/с
2019-10-13,13,745,З 3м/с,+9,746,З 3м/с
2019-10-14,14,749,ЮЗ 1м/с,+17,743,ЮЗ 1м/с
2019-10-15,13,751,С 4м/с,+7,754,С 4м/с
2019-10-16,9,757,Ю 3м/с,+7,755,Ю 3м/с
2019-10-17,18,749,ЮЗ 4м/с,+13,748,ЮЗ 4м/с
2019-10-18,15,749,З 3м/с,+11,750,З 3м/с
2019-10-19,15,753,ЮЗ 2м/с,+11,753,ЮЗ 2м/с
2019-10-20,19,753,Ю 3м/с,+13,753,Ю 3м/с
2019-10-21,17,750,ЮЗ 4м/с,+14,750,ЮЗ 4м/с
2019-10-22,11,754,З 1м/с,+6,752,З 1м/с
2019-10-23,15,748,З 4м/с,+12,750,З 4м/с
2019-10-24,12,752,З 1м/с,+8,752,З 1м/с
2019-10-25,11,754,З 1м/с,+7,752,З 1м/с
2019-10-26,11,748,ЮЗ 4м/с,+9,747,ЮЗ 4м/с
2019-10-27,12,740,ЮЗ 4м/с,+12,738,ЮЗ 4м/с
2019-10-28,9,743,СЗ 4м/с,+3,745,СЗ 4м/с
2019-10-29,4,745,Ю 2м/с,+4,743,Ю 2м/с
2019-10-30,0,743,СЗ 3м/с,-2,747,СЗ 3м/с
2019-10-31,-2,752,СЗ 3м/с,-3,753,СЗ 3м/с
2019-11-01,1,749,ЮЗ 5м/с,0,749,ЮЗ 5м/с
2019-11-02,3,751,З 2м/с,+1,752,З 2м/с
2019-11-03,1,747,Ю 6м/с,+2,746,Ю 6м/с
2019-11-04,7,743,Ю 6м/с,+7,743,Ю 6м/с
2019-11-05,12,737,Ю 4м/с,+12,736,Ю 4м/с
2019-11-06,11,738,Ю 5м/с,+12,736,Ю 5м/с
2019-11-07,10,745,ЮЗ 3м/с,+5,747,ЮЗ 3м/с
2019-11-08,5,752,С 1м/с,+3,755,С 1м/с
2019-11-09,3,758,ЮВ 2м/с,+3,756,ЮВ 2м/с
2019-11-10,7,755,Ю 4м/с,+5,755,Ю 4м/с
2019-11-11,5,749,Ю 4м/с,+5,748,Ю 4м/с
2019-11-12,7,753,СЗ 4м/с,+4,756,СЗ 4м/с
2019-11-13,5,760,Ю 2м/с,+2,760,Ю 2м/с
2019-11-14,6,760,Ю 3м/с,+2,761,Ю 3м/с
2019-11-15,2,761,Ю 3м/с,+1,760,Ю 3м/с
2019-11-16,2,758,Ю 3м/с,+2,758,Ю 3м/с
2019-11-17,5,759,Ю 2м/с,+4,759,Ю 2м/с
2019-11-18,2,758,ЮЗ 1м/с,+2,758,ЮЗ 1м/с
2019-11-19,3,760,СВ 1м/с,+4,761,СВ 1м/с
2019-11-20,-1,768,В 2м/с,-7,770,В 2м/с
2019-11-21,-6,773,Ю 2м/с,-9,773,Ю 2м/с
2019-11-22,-3,771,Ю 1м/с,-9,770,Ю 1м/с
2019-11-23,-3,768,Ю 1м/с,-8,767,Ю 1м/с
2019-11-24,-2,764,Ю 2м/с,-6,764,Ю 2м/с
2019-11-25,-1,761,Ю 2м/с,-4,759,Ю 2м/с
2019-11-26,-2,755,Ю 2м/с,-4,754,Ю 2м/с
2019-11-27,-2,750,Ю 3м/с,-3,749,Ю 3м/с
2019-11-28,-2,749,Ю 2м/с,-2,748,Ю 2м/с
2019-11-29,0,745,ЮВ 4м/с,0,743,ЮВ 4м/с
2019-11-30,2,737,Ю 3м/с,+2,738,Ю 3м/с
2019-12-01,-2,745,СЗ 2м/с,-7,748,СЗ 2м/с
2019-12-02,-3,749,ЮЗ 3м/с,-3,747,ЮЗ 3м/с
2019-12-03,-2,743,Ю 2м/с,-4,744,Ю 2м/с
2019-12-04,-2,745,ЮЗ 4м/с,-3,743,ЮЗ 4м/с
2019-12-05,1,745,ЮЗ 3м/с,+1,744,ЮЗ 3м/с
2019-12-06,2,743,ЮЗ 4м/с,0,741,ЮЗ 4м/с
2019-12-07,1,743,Ю 4м/с,-2,742,Ю 4м/с
2019-12-08,1,740,ЮЗ 3м/с,+1,743,ЮЗ 3м/с
2019-12-09,2,743,Ю 6м/с,+2,743,Ю 6м/с
2019-12-10,2,748,Ю 4м/с,+1,749,Ю 4м/с
2019-12-11,3,752,Ш,+1,754,Ш
2019-12-12,1,755,ЮЗ 1м/с,+1,754,ЮЗ 1м/с
2019-12-13,-2,751,ЮВ 2м/с,-2,751,ЮВ 2м/с
2019-12-14,-3,750,ЮВ 2м/с,-2,749,ЮВ 2м/с
2019-12-15,1,746,ЮВ 3м/с,+1,743,ЮВ 3м/с
2019-12-16,1,744,Ю 4м/с,+1,743,Ю 4м/с
2019-12-17,1,748,Ю 2м/с,+1,746,Ю 2м/с
2019-12-19,5,741,З 6м/с,+3,745,З 6м/с
2019-12-20,1,751,З 2м/с,-2,751,З 2м/с
2019-12-21,1,746,Ю 4м/с,0,745,Ю 4м/с
2019-12-23,4,742,Ю 3м/с,+4,743,Ю 3м/с
2019-12-24,0,746,Ю 3м/с,+1,746,Ю 3м/с
2019-12-25,-1,745,ЮВ 2м/с,-2,746,ЮВ 2м/с
2019-12-26,-2,744,Ш,-3,744,Ш
2019-12-27,-3,743,С 1м/с,-4,745,С 1м/с
2019-12-28,-4,752,С 3м/с,-4,754,С 3м/с
2019-12-29,-6,758,СВ 1м/с,-6,758,СВ 1м/с
2019-12-30,-3,749,ЮЗ 6м/с,-3,741,ЮЗ 6м/с
2019-12-31,0,732,ЮЗ 2м/с,0,732,ЮЗ 2м/с
