Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
1998-03-19,-4,744,Ш,-5,742,Ш
1998-03-20,-3,741,Ш,-5,743,Ш
1998-03-21,-1,750,С 3м/с,-1,753,С 3м/с
1998-03-22,0,754,С 5м/с,-1,754,С 5м/с
1998-03-23,2,753,В 3м/с,0,754,В 3м/с
1998-03-24,1,757,В 2м/с,-3,757,В 2м/с
1998-03-25,5,756,СЗ 3м/с,+3,755,СЗ 3м/с
1998-03-26,5,754,З 2м/с,0,754,З 2м/с
1998-03-27,6,756,З 2м/с,0,754,З 2м/с
1998-03-28,6,754,ЮЗ 3м/с,0,754,ЮЗ 3м/с
1998-03-29,6,754,З 2м/с,0,753,З 2м/с
1998-03-30,7,751,СЗ 3м/с,+2,749,СЗ 3м/с
1998-03-31,4,742,З 4м/с,+2,739,З 4м/с
1998-04-01,5,729,З 5м/с,-4,736,З 5м/с
1998-04-02,-2,742,СЗ 4м/с,-5,744,СЗ 4м/с
1998-04-03,-3,750,З 2м/с,-6,750,З 2м/с
1998-04-04,-1,750,Ю 2м/с,-2,747,Ю 2м/с
1998-04-05,0,747,ЮВ 3м/с,-1,749,ЮВ 3м/с
1998-04-06,-2,747,Ю 3м/с,-2,746,Ю 3м/с
1998-04-07,1,740,В 4м/с,0,738,В 4м/с
1998-04-08,8,737,З 4м/с,+5,736,З 4м/с
1998-04-09,6,732,З 4м/с,+4,737,З 4м/с
1998-04-10,-1,741,С 5м/с,-1,746,С 5м/с
1998-04-11,1,755,ЮЗ 3м/с,+1,751,ЮЗ 3м/с
1998-04-12,2,735,В 4м/с,+1,733,В 4м/с
1998-04-13,1,738,В 4м/с,+1,729,В 4м/с
1998-04-14,0,732,З 4м/с,-1,737,З 4м/с
1998-04-15,3,747,С 3м/с,0,749,С 3м/с
1998-04-16,5,751,З 1м/с,+1,750,З 1м/с
1998-04-17,7,748,Ю 2м/с,+5,747,Ю 2м/с
1998-04-18,11,749,В 5м/с,+7,749,В 5м/с
1998-04-19,7,750,В 6м/с,+4,750,В 6м/с
1998-04-20,8,753,ЮВ 4м/с,+6,753,ЮВ 4м/с
1998-04-21,11,755,В 4м/с,+7,755,В 4м/с
1998-04-22,13,756,В 3м/с,+8,755,В 3м/с
1998-04-23,15,753,Ш,+10,752,Ш
1998-04-24,18,749,З 3м/с,+11,748,З 3м/с
1998-04-25,12,747,СВ 3м/с,+9,748,СВ 3м/с
1998-04-26,14,752,СЗ 2м/с,+8,752,СЗ 2м/с
1998-04-27,16,754,ЮЗ 4м/с,+11,753,ЮЗ 4м/с
1998-04-28,18,753,З 4м/с,+13,752,З 4м/с
1998-04-29,21,752,З 3м/с,+15,752,З 3м/с
1998-04-30,18,753,С 5м/с,+12,753,С 5м/с
1998-05-01,15,756,ЮВ 2м/с,+11,754,ЮВ 2м/с
1998-05-02,21,750,ЮЗ 4м/с,+16,750,ЮЗ 4м/с
1998-05-04,17,743,ЮЗ 4м/с,+13,742,ЮЗ 4м/с
1998-05-05,15,738,ЮВ 6м/с,+14,735,ЮВ 6м/с
1998-05-06,19,735,ЮЗ 7м/с,+13,738,ЮЗ 7м/с
1998-05-08,17,750,З 7м/с,+13,751,З 7м/с
1998-05-09,19,752,З 7м/с,+15,751,З 7м/с
1998-05-10,18,753,СЗ 5м/с,+13,753,СЗ 5м/с
1998-05-11,19,755,З 2м/с,+12,740,З 2м/с
1998-05-12,23,748,ЮЗ 5м/с,+16,747,ЮЗ 5м/с
1998-05-13,11,744,СВ 4м/с,+9,744,СВ 4м/с
1998-05-14,19,745,Ю 2м/с,+15,744,Ю 2м/с
1998-05-18,18,757,В 2м/с,+12,756,В 2м/с
1998-05-19,20,753,Ю 2м/с,+13,750,Ю 2м/с
1998-05-20,22,746,Ю 5м/с,+15,744,Ю 5м/с
1998-05-21,17,756,С 3м/с,+15,741,С 3м/с
1998-05-22,22,737,СВ 2м/с,+14,736,СВ 2м/с
1998-05-23,19,733,ЮЗ 4м/с,+10,736,ЮЗ 4м/с
1998-05-25,10,745,Ю 4м/с,+10,746,Ю 4м/с
1998-05-26,20,750,ЮЗ 5м/с,+15,750,ЮЗ 5м/с
1998-05-27,24,748,Ю 6м/с,+16,748,Ю 6м/с
1998-05-28,20,747,СВ 2м/с,+17,746,СВ 2м/с
1998-05-31,15,745,С 3м/с,+12,747,С 3м/с
1998-06-01,18,751,Ю 2м/с,+12,750,Ю 2м/с
1998-06-02,23,749,ЮЗ 3м/с,+16,748,ЮЗ 3м/с
1998-06-05,25,750,СЗ 4м/с,+20,749,СЗ 4м/с
1998-06-07,21,754,С 2м/с,+16,753,С 2м/с
1998-06-08,25,753,Ю 2м/с,+19,752,Ю 2м/с
1998-06-10,29,749,З 2м/с,+26,747,З 2м/с
1998-06-11,32,748,Ю 4м/с,+26,747,Ю 4м/с
1998-06-12,29,747,Ю 2м/с,+26,745,Ю 2м/с
1998-06-13,31,747,Ю 3м/с,+23,747,Ю 3м/с
1998-06-14,34,748,В 1м/с,+29,748,В 1м/с
1998-06-15,33,746,ЮВ 3м/с,+28,745,ЮВ 3м/с
1998-06-16,23,748,Ю 6м/с,+16,752,Ю 6м/с
1998-06-17,26,753,ЮЗ 4м/с,+22,753,ЮЗ 4м/с
1998-06-18,27,753,Ю 2м/с,+24,750,Ю 2м/с
1998-06-19,30,750,В 5м/с,+28,748,В 5м/с
1998-06-20,32,747,ЮВ 4м/с,+27,744,ЮВ 4м/с
1998-06-21,26,744,ЮЗ 2м/с,+21,742,ЮЗ 2м/с
1998-06-22,18,739,З 2м/с,+16,737,З 2м/с
1998-06-23,16,736,ЮЗ 4м/с,+13,736,ЮЗ 4м/с
1998-06-24,13,736,ЮЗ 4м/с,+12,737,ЮЗ 4м/с
1998-06-25,12,740,СЗ 2м/с,+11,741,СЗ 2м/с
1998-06-26,14,744,З 2м/с,+12,744,З 2м/с
1998-06-27,13,744,С 3м/с,+12,745,С 3м/с
1998-06-28,17,745,СЗ 2м/с,+14,746,СЗ 2м/с
1998-06-29,20,747,З 1м/с,+16,746,З 1м/с
1998-06-30,20,742,З 4м/с,+20,743,З 4м/с
1998-07-01,21,741,З 5м/с,+16,740,З 5м/с
1998-07-02,20,738,Ю 2м/с,+18,735,Ю 2м/с
1998-07-04,14,727,З 5м/с,+14,728,З 5м/с
1998-07-05,15,731,ЮЗ 4м/с,+14,733,ЮЗ 4м/с
1998-07-06,19,736,З 3м/с,+14,737,З 3м/с
1998-07-07,21,736,Ш,+21,735,Ш
1998-07-08,20,736,ЮЗ 5м/с,+16,737,ЮЗ 5м/с
1998-07-09,21,739,ЮЗ 2м/с,+21,738,ЮЗ 2м/с
1998-07-10,30,740,ЮВ 4м/с,+25,739,ЮВ 4м/с
1998-07-11,21,740,Ю 4м/с,+19,738,Ю 4м/с
1998-07-12,18,736,Ю 6м/с,+16,736,Ю 6м/с
1998-07-13,19,738,ЮЗ 5м/с,+15,739,ЮЗ 5м/с
1998-07-14,21,741,З 4м/с,+18,742,З 4м/с
1998-07-15,28,744,ЮЗ 3м/с,+23,744,ЮЗ 3м/с
1998-07-16,22,744,СЗ 3м/с,+19,745,СЗ 3м/с
1998-07-17,29,741,В 3м/с,+25,739,В 3м/с
1998-07-18,27,738,ЮВ 4м/с,+20,738,ЮВ 4м/с
1998-07-19,18,741,З 4м/с,+17,745,З 4м/с
1998-07-20,22,749,З 4м/с,+18,749,З 4м/с
1998-07-21,21,750,ЮЗ 2м/с,+18,749,ЮЗ 2м/с
1998-07-22,25,749,СЗ 3м/с,+21,749,СЗ 3м/с
1998-07-23,27,750,ЮЗ 2м/с,+24,748,ЮЗ 2м/с
1998-07-24,24,747,ЮЗ 2м/с,+19,747,ЮЗ 2м/с
1998-07-25,25,745,З 2м/с,+22,744,З 2м/с
1998-07-26,24,746,СЗ 4м/с,+19,746,СЗ 4м/с
1998-07-27,21,748,З 2м/с,+17,748,З 2м/с
1998-07-28,23,748,С 2м/с,+18,747,С 2м/с
1998-07-29,26,747,Ю 2м/с,+24,744,Ю 2м/с
1998-07-30,27,745,Ю 1м/с,+21,746,Ю 1м/с
1998-07-31,26,748,С 1м/с,+22,748,С 1м/с
1998-08-01,29,749,СВ 2м/с,+21,750,СВ 2м/с
1998-08-02,29,751,СЗ 1м/с,+23,751,СЗ 1м/с
1998-08-03,30,750,ЮВ 3м/с,+23,749,ЮВ 3м/с
1998-08-04,30,746,З 4м/с,+24,744,З 4м/с
1998-08-05,23,745,С 2м/с,+17,745,С 2м/с
1998-08-06,20,745,Ш,+16,744,Ш
1998-08-07,19,743,СЗ 3м/с,+15,744,СЗ 3м/с
1998-08-09,20,741,З 3м/с,+13,741,З 3м/с
1998-08-10,17,735,З 1м/с,+13,734,З 1м/с
1998-08-11,14,732,СЗ 1м/с,+14,732,СЗ 1м/с
1998-08-12,14,735,С 4м/с,+11,738,С 4м/с
1998-08-13,11,744,С 5м/с,+9,746,С 5м/с
1998-08-14,14,749,СЗ 1м/с,+8,748,СЗ 1м/с
1998-08-15,18,747,Ю 4м/с,+15,746,Ю 4м/с
1998-08-16,19,746,ЮВ 1м/с,+14,747,ЮВ 1м/с
1998-08-17,21,747,З 2м/с,+14,747,З 2м/с
1998-08-18,20,745,С 3м/с,+14,746,С 3м/с
1998-08-19,21,745,Ю 2м/с,+14,744,Ю 2м/с
1998-08-20,19,741,СЗ 5м/с,+14,744,СЗ 5м/с
1998-08-21,21,747,З 3м/с,+13,747,З 3м/с
1998-08-22,24,743,Ю 3м/с,+20,740,Ю 3м/с
1998-08-23,19,739,ЮЗ 1м/с,+16,739,ЮЗ 1м/с
1998-08-25,14,741,ЮЗ 4м/с,+13,738,ЮЗ 4м/с
1998-08-26,13,735,З 4м/с,+12,736,З 4м/с
1998-08-29,16,743,З 4м/с,+11,745,З 4м/с
1998-08-30,17,744,СВ 3м/с,+12,743,СВ 3м/с
1998-08-31,12,735,СВ 1м/с,+12,737,СВ 1м/с
1998-09-01,8,742,С 3м/с,+7,744,С 3м/с
1998-09-02,7,747,С 2м/с,+3,748,С 2м/с
1998-09-03,9,747,Ш,+7,745,Ш
1998-09-04,8,749,СВ 2м/с,+6,750,СВ 2м/с
1998-09-05,12,753,СЗ 4м/с,+6,753,СЗ 4м/с
1998-09-06,13,753,С 1м/с,+6,753,С 1м/с
1998-09-07,16,753,З 2м/с,+5,751,З 2м/с
1998-09-08,16,750,СЗ 2м/с,+10,750,СЗ 2м/с
1998-09-09,17,753,Ш,+10,753,Ш
1998-09-10,20,755,ЮЗ 2м/с,+13,753,ЮЗ 2м/с
1998-09-11,20,751,ЮЗ 3м/с,+10,750,ЮЗ 3м/с
1998-09-12,23,751,З 4м/с,+14,750,З 4м/с
1998-09-13,23,750,Ю 4м/с,+18,748,Ю 4м/с
1998-09-14,21,747,ЮВ 5м/с,+17,744,ЮВ 5м/с
1998-09-15,24,738,Ю 7м/с,+14,741,Ю 7м/с
1998-09-16,18,736,ЮВ 2м/с,+16,736,ЮВ 2м/с
1998-09-17,15,746,ЮЗ 3м/с,+11,747,ЮЗ 3м/с
1998-09-18,19,752,Ю 1м/с,+12,753,Ю 1м/с
1998-09-19,19,755,СВ 1м/с,+15,755,СВ 1м/с
1998-09-20,20,754,С 4м/с,+12,754,С 4м/с
1998-09-21,16,753,С 4м/с,+12,753,С 4м/с
1998-09-22,17,748,СЗ 4м/с,+11,747,СЗ 4м/с
1998-09-23,13,746,СЗ 3м/с,+7,747,СЗ 3м/с
1998-09-24,11,746,З 3м/с,+9,743,З 3м/с
1998-09-25,8,742,СЗ 6м/с,+6,745,СЗ 6м/с
1998-09-26,8,752,СЗ 2м/с,0,753,СЗ 2м/с
1998-09-27,10,753,ЮВ 3м/с,+9,751,ЮВ 3м/с
1998-09-28,9,744,Ю 5м/с,+10,743,Ю 5м/с
1998-09-29,10,744,СВ 1м/с,+9,742,СВ 1м/с
1998-09-30,7,739,С 2м/с,+5,738,С 2м/с
1998-10-01,2,741,СВ 3м/с,+1,741,СВ 3м/с
1998-10-02,0,747,С 7м/с,+1,750,С 7м/с
1998-10-03,4,752,СВ 3м/с,+1,753,СВ 3м/с
1998-10-04,5,753,СЗ 2м/с,-1,752,СЗ 2м/с
1998-10-05,6,750,Ш,+4,748,Ш
1998-10-06,5,748,С 4м/с,+1,753,С 4м/с
1998-10-07,5,759,С 4м/с,0,760,С 4м/с
1998-10-08,7,762,З 3м/с,+1,759,З 3м/с
1998-10-09,5,753,ЮЗ 4м/с,+5,751,ЮЗ 4м/с
1998-10-10,9,746,Ю 3м/с,+9,742,Ю 3м/с
1998-10-11,12,738,Ю 3м/с,+8,735,Ю 3м/с
1998-10-12,11,743,З 4м/с,+7,746,З 4м/с
1998-10-13,12,746,ЮВ 4м/с,+12,743,ЮВ 4м/с
1998-10-14,10,746,С 1м/с,+8,747,С 1м/с
1998-10-15,6,745,ЮЗ 3м/с,+4,744,ЮЗ 3м/с
1998-10-16,9,741,ЮЗ 5м/с,+5,740,ЮЗ 5м/с
1998-10-18,16,740,ЮЗ 5м/с,+10,740,ЮЗ 5м/с
1998-10-19,10,745,З 3м/с,+4,747,З 3м/с
1998-10-21,3,741,СЗ 4м/с,+3,744,СЗ 4м/с
1998-10-22,6,753,З 3м/с,+2,754,З 3м/с
1998-10-23,6,753,Ю 4м/с,+6,753,Ю 4м/с
1998-10-24,10,753,ЮЗ 3м/с,+9,753,ЮЗ 3м/с
1998-10-25,9,753,Ю 4м/с,+4,753,Ю 4м/с
1998-10-26,7,748,ЮВ 6м/с,+7,746,ЮВ 6м/с
1998-10-27,8,742,ЮВ 5м/с,+9,741,ЮВ 5м/с
1998-10-28,7,741,ЮЗ 4м/с,+5,741,ЮЗ 4м/с
1998-10-29,6,730,Ю 5м/с,+4,732,Ю 5м/с
1998-10-30,5,732,ЮВ 3м/с,+4,729,ЮВ 3м/с
1998-10-31,5,738,ЮЗ 4м/с,+3,740,ЮЗ 4м/с
1998-11-01,6,741,Ю 3м/с,+3,741,Ю 3м/с
1998-11-02,4,739,ЮВ 4м/с,+3,734,ЮВ 4м/с
1998-11-03,3,731,З 6м/с,+3,737,З 6м/с
1998-11-04,7,735,З 6м/с,+3,738,З 6м/с
1998-11-05,0,739,СВ 1м/с,0,738,СВ 1м/с
1998-11-06,1,738,З 3м/с,+1,740,З 3м/с
1998-11-07,3,742,З 2м/с,0,742,З 2м/с
1998-11-08,-2,746,СЗ 2м/с,-2,746,СЗ 2м/с
1998-11-09,-3,747,СЗ 3м/с,-6,747,СЗ 3м/с
1998-11-10,-8,750,СЗ 3м/с,-11,752,СЗ 3м/с
1998-11-11,-14,757,С 2м/с,-17,759,С 2м/с
1998-11-12,-12,762,ЮВ 2м/с,-14,761,ЮВ 2м/с
1998-11-13,-9,753,ЮВ 6м/с,-12,751,ЮВ 6м/с
1998-11-14,-8,746,З 1м/с,-10,747,З 1м/с
1998-11-15,-2,750,С 1м/с,-7,753,С 1м/с
1998-11-16,-9,755,СВ 3м/с,-12,754,СВ 3м/с
1998-11-17,-11,749,В 5м/с,-13,748,В 5м/с
1998-11-18,-10,744,СВ 4м/с,-9,744,СВ 4м/с
1998-11-19,-10,745,С 3м/с,-11,748,С 3м/с
1998-11-20,-16,756,СЗ 1м/с,-16,758,СЗ 1м/с
1998-11-21,-17,765,СЗ 1м/с,-22,767,СЗ 1м/с
1998-11-22,-16,768,ЮЗ 2м/с,-15,766,ЮЗ 2м/с
1998-11-23,-6,762,З 3м/с,-8,762,З 3м/с
1998-11-24,-5,761,З 2м/с,-7,760,З 2м/с
1998-11-25,-2,758,С 1м/с,-12,758,С 1м/с
1998-11-26,-10,760,С 1м/с,-7,761,С 1м/с
1998-11-27,-2,763,В 3м/с,-3,764,В 3м/с
1998-11-28,-8,768,ЮВ 3м/с,-12,767,ЮВ 3м/с
1998-11-29,-16,767,В 3м/с,-19,766,В 3м/с
1998-11-30,-19,766,ЮВ 2м/с,-21,767,ЮВ 2м/с
1998-12-01,-20,769,С 1м/с,-23,769,С 1м/с
1998-12-02,-13,765,З 4м/с,-13,762,З 4м/с
1998-12-04,-8,756,Ю 3м/с,-10,756,Ю 3м/с
1998-12-06,0,740,В 1м/с,+1,739,В 1м/с
1998-12-07,-2,747,З 4м/с,-6,750,З 4м/с
1998-12-08,-7,754,ЮЗ 2м/с,-8,754,ЮЗ 2м/с
1998-12-09,-9,756,СВ 1м/с,-8,757,СВ 1м/с
1998-12-10,-6,752,СВ 4м/с,-5,748,СВ 4м/с
1998-12-11,0,740,Ю 4м/с,-9,742,Ю 4м/с
1998-12-12,-12,745,Ю 3м/с,-11,729,Ю 3м/с
1998-12-13,-9,742,Ш,-15,744,Ш
1998-12-14,-15,751,СЗ 2м/с,-17,753,СЗ 2м/с
1998-12-15,-18,756,Ю 1м/с,-12,754,Ю 1м/с
1998-12-16,-1,745,ЮЗ 5м/с,-1,744,ЮЗ 5м/с
1998-12-17,0,743,З 3м/с,0,744,З 3м/с
1998-12-18,0,741,ЮЗ 5м/с,0,739,ЮЗ 5м/с
1998-12-19,1,738,ЮЗ 3м/с,+1,736,ЮЗ 3м/с
1998-12-20,-1,734,ЮЗ 4м/с,-1,734,ЮЗ 4м/с
1998-12-21,1,736,ЮЗ 4м/с,0,736,ЮЗ 4м/с
1998-12-22,-8,741,СЗ 4м/с,-13,744,СЗ 4м/с
1998-12-23,-15,749,ЮЗ 3м/с,-13,747,ЮЗ 3м/с
1998-12-24,-14,756,З 1м/с,-18,758,З 1м/с
1998-12-25,-8,750,Ю 6м/с,-9,748,Ю 6м/с
1998-12-26,-3,744,ЮЗ 6м/с,-3,743,ЮЗ 6м/с
1998-12-27,0,739,ЮЗ 8м/с,-2,738,ЮЗ 8м/с
1998-12-28,3,742,З 4м/с,+1,744,З 4м/с
1998-12-29,2,745,ЮЗ 5м/с,+2,741,ЮЗ 5м/с
1998-12-30,1,746,СЗ 5м/с,0,749,СЗ 5м/с
1998-12-31,-4,757,С 4м/с,-6,760,С 4м/с
