Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2012-09-30,14,748,Ю 3м/с,+12,743,Ю 3м/с
2012-10-01,13,750,СЗ 4м/с,+11,752,СЗ 4м/с
2012-10-02,15,756,З 2м/с,+10,755,З 2м/с
2012-10-03,10,752,Ю 3м/с,+11,750,Ю 3м/с
2012-10-04,20,748,Ю 3м/с,+15,748,Ю 3м/с
2012-10-05,18,746,Ю 4м/с,+11,745,Ю 4м/с
2012-10-06,11,741,ЮЗ 5м/с,+11,743,ЮЗ 5м/с
2012-10-07,17,740,ЮЗ 6м/с,+9,744,ЮЗ 6м/с
2012-10-08,14,740,СВ 2м/с,+12,737,СВ 2м/с
2012-10-09,6,738,С 3м/с,+5,737,С 3м/с
2012-10-10,8,738,ЮЗ 5м/с,+5,741,ЮЗ 5м/с
2012-10-11,10,747,Ю 3м/с,+5,748,Ю 3м/с
2012-10-12,7,746,СВ 2м/с,+8,745,СВ 2м/с
2012-10-13,7,747,СЗ 2м/с,+4,748,СЗ 2м/с
2012-10-14,10,752,З 3м/с,+4,752,З 3м/с
2012-10-15,10,753,ЮВ 2м/с,+8,753,ЮВ 2м/с
2012-10-16,9,754,ЮВ 1м/с,+9,753,ЮВ 1м/с
2012-10-17,15,751,Ю 2м/с,+15,749,Ю 2м/с
2012-10-18,13,751,Ю 2м/с,+12,753,Ю 2м/с
2012-10-19,15,757,ЮЗ 1м/с,+12,757,ЮЗ 1м/с
2012-10-20,16,755,ЮЗ 4м/с,+10,755,ЮЗ 4м/с
2012-10-21,12,751,ЮЗ 4м/с,+9,750,ЮЗ 4м/с
2012-10-22,7,751,С 3м/с,+3,755,С 3м/с
2012-10-23,1,755,В 1м/с,0,754,В 1м/с
2012-10-24,1,748,С 1м/с,0,748,С 1м/с
2012-10-25,2,742,Ю 5м/с,0,738,Ю 5м/с
2012-10-26,5,728,З 6м/с,+1,734,З 6м/с
2012-10-28,6,739,Ю 6м/с,+10,736,Ю 6м/с
2012-10-29,1,747,С 4м/с,0,751,С 4м/с
2012-10-30,0,746,В 4м/с,+1,741,В 4м/с
2012-10-31,3,738,ЮЗ 6м/с,0,746,ЮЗ 6м/с
2012-11-01,2,756,ЮЗ 2м/с,0,757,ЮЗ 2м/с
2012-11-02,1,757,Ю 3м/с,+1,755,Ю 3м/с
2012-11-03,2,748,Ю 3м/с,+2,747,Ю 3м/с
2012-11-04,8,746,Ю 5м/с,+7,745,Ю 5м/с
2012-11-05,9,746,ЮВ 2м/с,+9,744,ЮВ 2м/с
2012-11-06,10,731,Ю 6м/с,+6,733,Ю 6м/с
2012-11-07,4,739,З 4м/с,+3,739,З 4м/с
2012-11-08,4,739,З 4м/с,+1,741,З 4м/с
2012-11-09,7,740,ЮЗ 4м/с,+6,741,ЮЗ 4м/с
2012-11-10,-1,755,С 3м/с,-5,758,С 3м/с
2012-11-11,-1,761,ЮВ 1м/с,-2,759,ЮВ 1м/с
2012-11-12,3,752,ЮЗ 5м/с,+2,751,ЮЗ 5м/с
2012-11-13,5,751,З 1м/с,+3,751,З 1м/с
2012-11-14,3,752,З 3м/с,+2,751,З 3м/с
2012-11-15,5,746,З 3м/с,+5,743,З 3м/с
2012-11-16,6,747,СЗ 4м/с,+3,749,СЗ 4м/с
2012-11-17,4,754,З 2м/с,+3,755,З 2м/с
2012-11-18,2,756,Ю 3м/с,-1,755,Ю 3м/с
2012-11-19,-1,754,Ю 5м/с,0,755,Ю 5м/с
2012-11-20,1,759,ЮЗ 1м/с,+1,760,ЮЗ 1м/с
2012-11-21,2,762,ЮЗ 2м/с,+1,763,ЮЗ 2м/с
2012-11-22,4,764,ЮЗ 1м/с,+2,763,ЮЗ 1м/с
2012-11-23,0,762,Ю 3м/с,-1,760,Ю 3м/с
2012-11-24,-3,758,Ю 2м/с,-4,758,Ю 2м/с
2012-11-25,-4,755,ЮВ 2м/с,-4,753,ЮВ 2м/с
2012-11-26,-1,747,ЮЗ 2м/с,-1,746,ЮЗ 2м/с
2012-11-27,0,747,З 2м/с,0,748,З 2м/с
2012-11-28,0,748,ЮВ 1м/с,-1,747,ЮВ 1м/с
2012-11-29,-3,744,В 3м/с,-4,743,В 3м/с
2012-11-30,2,736,ЮВ 4м/с,+6,737,ЮВ 4м/с
2012-12-01,4,745,Ш,+3,746,Ш
2012-12-02,1,746,СЗ 4м/с,-1,748,СЗ 4м/с
2012-12-03,-2,747,В 2м/с,-4,742,В 2м/с
2012-12-04,2,728,Ю 5м/с,-2,732,Ю 5м/с
2012-12-05,-3,744,З 2м/с,-6,746,З 2м/с
2012-12-06,-4,748,ЮВ 2м/с,-4,747,ЮВ 2м/с
2012-12-07,-5,745,В 2м/с,-5,745,В 2м/с
2012-12-08,-1,749,ЮВ 2м/с,0,751,ЮВ 2м/с
2012-12-09,-5,757,Ш,-12,758,Ш
2012-12-10,0,756,ЮВ 2м/с,0,756,ЮВ 2м/с
2012-12-11,-5,758,ЮВ 2м/с,-9,759,ЮВ 2м/с
2012-12-12,-10,760,В 3м/с,-11,759,В 3м/с
2012-12-13,-7,761,В 4м/с,-9,763,В 4м/с
2012-12-14,-13,769,В 3м/с,-14,770,В 3м/с
2012-12-15,-13,773,В 2м/с,-15,773,В 2м/с
2012-12-16,-12,771,ЮВ 1м/с,-16,769,ЮВ 1м/с
2012-12-17,-17,764,СВ 1м/с,-19,764,СВ 1м/с
2012-12-18,-15,767,В 2м/с,-16,768,В 2м/с
2012-12-19,-16,769,ЮВ 1м/с,-16,769,ЮВ 1м/с
2012-12-20,-15,765,В 1м/с,-18,764,В 1м/с
2012-12-21,-15,761,СВ 1м/с,-15,761,СВ 1м/с
2012-12-22,-14,761,СВ 3м/с,-18,761,СВ 3м/с
2012-12-23,-20,762,С 2м/с,-22,762,С 2м/с
2012-12-24,-18,761,Ю 1м/с,-20,758,Ю 1м/с
2012-12-25,-15,752,Ю 4м/с,-12,749,Ю 4м/с
2012-12-26,0,740,ЮЗ 4м/с,+1,743,ЮЗ 4м/с
2012-12-27,0,740,Ю 2м/с,0,737,Ю 2м/с
2012-12-28,1,742,ЮЗ 4м/с,+1,743,ЮЗ 4м/с
2012-12-29,-2,745,ЮЗ 3м/с,-3,745,ЮЗ 3м/с
2012-12-30,-5,748,З 4м/с,-6,750,З 4м/с
2012-12-31,-7,746,Ю 2м/с,-7,745,Ю 2м/с
