Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2005-02-05,-11,767,СЗ 1м/с,-18,768,СЗ 1м/с
2005-02-06,-10,767,З 2м/с,-16,766,З 2м/с
2005-02-07,-9,762,СЗ 1м/с,-8,763,СЗ 1м/с
2005-02-08,-5,764,СЗ 2м/с,-6,763,СЗ 2м/с
2005-02-09,-6,761,З 1м/с,-6,761,З 1м/с
2005-02-10,-7,761,ЮЗ 1м/с,-13,759,ЮЗ 1м/с
2005-02-11,-9,754,ЮЗ 4м/с,-9,752,ЮЗ 4м/с
2005-02-12,-11,751,Ю 5м/с,-12,750,Ю 5м/с
2005-02-13,-10,752,ЮВ 4м/с,-12,751,ЮВ 4м/с
2005-02-14,-4,748,ЮВ 7м/с,-5,748,ЮВ 7м/с
2005-02-15,-2,751,ЮВ 3м/с,0,752,ЮВ 3м/с
2005-02-16,1,754,Ю 4м/с,-1,754,Ю 4м/с
2005-02-17,-4,750,ЮВ 3м/с,-6,748,ЮВ 3м/с
2005-02-18,-3,741,В 1м/с,-4,741,В 1м/с
2005-02-19,-4,740,С 3м/с,-5,738,С 3м/с
2005-02-20,-3,739,С 2м/с,-5,741,С 2м/с
2005-02-21,-10,747,С 2м/с,-11,749,С 2м/с
2005-02-22,-8,756,З 1м/с,-10,757,З 1м/с
2005-02-23,-5,763,В 1м/с,-11,763,В 1м/с
2005-02-24,-10,761,З 2м/с,-17,759,З 2м/с
2005-02-25,-12,752,Ю 2м/с,-16,749,Ю 2м/с
2005-02-26,-9,743,Ю 2м/с,-13,741,Ю 2м/с
2005-02-27,-5,740,ЮВ 2м/с,-7,739,ЮВ 2м/с
2005-02-28,-8,725,С 5м/с,-10,720,С 5м/с
2005-03-01,-11,732,ЮЗ 5м/с,-14,735,ЮЗ 5м/с
2005-03-02,-12,744,ЮЗ 4м/с,-15,747,ЮЗ 4м/с
2005-03-03,-9,754,ЮЗ 2м/с,-13,756,ЮЗ 2м/с
2005-03-04,-5,759,Ю 2м/с,-8,759,Ю 2м/с
2005-03-05,-4,756,В 3м/с,-7,755,В 3м/с
2005-03-06,-4,751,В 3м/с,-5,747,В 3м/с
2005-03-07,-5,741,ЮВ 4м/с,-3,738,ЮВ 4м/с
2005-03-08,-3,736,Ю 5м/с,-5,736,Ю 5м/с
2005-03-09,-3,736,ЮЗ 1м/с,-9,736,ЮЗ 1м/с
2005-03-10,-5,734,З 4м/с,-9,735,З 4м/с
2005-03-11,-9,737,ЮЗ 5м/с,-12,738,ЮЗ 5м/с
2005-03-12,-8,736,ЮВ 6м/с,-5,735,ЮВ 6м/с
2005-03-13,0,736,Ю 4м/с,-1,737,Ю 4м/с
2005-03-14,-2,741,З 4м/с,-8,744,З 4м/с
2005-03-15,0,743,ЮЗ 3м/с,-2,744,ЮЗ 3м/с
2005-03-16,-4,748,СЗ 3м/с,-10,750,СЗ 3м/с
2005-03-17,-4,748,Ю 2м/с,-7,744,Ю 2м/с
2005-03-18,-2,729,Ю 5м/с,0,727,Ю 5м/с
2005-03-19,-7,728,З 4м/с,-10,729,З 4м/с
2005-03-20,-8,732,СЗ 6м/с,-11,732,СЗ 6м/с
2005-03-21,-6,735,СЗ 4м/с,-7,738,СЗ 4м/с
2005-03-22,-2,739,З 4м/с,-3,741,З 4м/с
2005-03-23,-1,745,З 4м/с,-4,747,З 4м/с
2005-03-24,-2,753,З 2м/с,-9,753,З 2м/с
2005-03-25,-1,744,ЮЗ 3м/с,-1,742,ЮЗ 3м/с
2005-03-26,2,738,З 2м/с,0,738,З 2м/с
2005-03-27,0,744,З 4м/с,-5,744,З 4м/с
2005-03-28,-4,744,СЗ 4м/с,-8,746,СЗ 4м/с
2005-03-29,-4,748,СЗ 4м/с,-8,750,СЗ 4м/с
2005-03-30,-2,751,Ш,-7,751,Ш
2005-03-31,0,750,СЗ 4м/с,-3,751,СЗ 4м/с
2005-04-01,1,756,С 3м/с,-2,756,С 3м/с
2005-04-02,2,758,ЮЗ 2м/с,-2,757,ЮЗ 2м/с
2005-04-03,3,748,ЮЗ 5м/с,+4,747,ЮЗ 5м/с
2005-04-04,3,756,З 2м/с,0,755,З 2м/с
2005-04-05,7,753,ЮЗ 2м/с,+2,753,ЮЗ 2м/с
2005-04-06,7,748,Ю 4м/с,+5,747,Ю 4м/с
2005-04-07,8,753,ЮЗ 1м/с,+4,753,ЮЗ 1м/с
2005-04-08,10,753,Ю 2м/с,+6,752,Ю 2м/с
2005-04-09,10,753,Ю 4м/с,+6,753,Ю 4м/с
2005-04-10,11,753,ЮВ 5м/с,+8,752,ЮВ 5м/с
2005-04-11,6,747,З 1м/с,+3,748,З 1м/с
2005-04-12,8,745,З 5м/с,+3,747,З 5м/с
2005-04-13,16,749,ЮЗ 6м/с,+8,748,ЮЗ 6м/с
2005-04-14,17,747,ЮЗ 4м/с,+12,746,ЮЗ 4м/с
2005-04-15,18,747,В 4м/с,+12,747,В 4м/с
2005-04-16,19,744,В 3м/с,+15,741,В 3м/с
2005-04-17,12,735,СВ 3м/с,+9,734,СВ 3м/с
2005-04-18,7,738,С 3м/с,+6,738,С 3м/с
2005-04-19,11,735,Ш,+12,732,Ш
2005-04-20,2,735,С 4м/с,+1,738,С 4м/с
2005-04-21,3,744,ЮВ 1м/с,+2,743,ЮВ 1м/с
2005-04-22,3,747,Ш,+2,747,Ш
2005-04-23,6,741,Ш,+6,741,Ш
2005-04-24,5,745,ЮЗ 5м/с,+3,748,ЮЗ 5м/с
2005-04-25,7,753,Ю 2м/с,+4,752,Ю 2м/с
2005-04-26,10,753,Ш,+7,753,Ш
2005-04-27,15,753,ЮВ 2м/с,+12,752,ЮВ 2м/с
2005-04-28,16,752,В 2м/с,+11,750,В 2м/с
2005-04-29,15,746,В 3м/с,+11,745,В 3м/с
2005-04-30,16,743,С 3м/с,+13,743,С 3м/с
2005-05-01,17,742,Ш,+13,742,Ш
2005-05-02,10,743,СЗ 3м/с,+8,745,СЗ 3м/с
2005-05-03,14,747,С 4м/с,+9,748,С 4м/с
2005-05-04,15,745,Ю 1м/с,+11,744,Ю 1м/с
2005-05-05,19,740,Ю 3м/с,+16,739,Ю 3м/с
2005-05-06,18,738,Ю 5м/с,+15,738,Ю 5м/с
2005-05-07,17,740,З 4м/с,+13,741,З 4м/с
2005-05-08,20,741,ЮВ 4м/с,+14,739,ЮВ 4м/с
2005-05-09,14,741,ЮВ 3м/с,+14,742,ЮВ 3м/с
2005-05-10,13,747,ЮЗ 5м/с,+12,748,ЮЗ 5м/с
2005-05-11,14,752,Ю 2м/с,+11,753,Ю 2м/с
2005-05-12,12,759,СВ 1м/с,+18,749,СВ 1м/с
2005-05-13,15,746,ЮВ 5м/с,+9,747,ЮВ 5м/с
2005-05-14,15,748,Ю 4м/с,+9,748,Ю 4м/с
2005-05-15,15,753,СЗ 2м/с,+9,753,СЗ 2м/с
2005-05-16,18,756,ЮВ 2м/с,+13,754,ЮВ 2м/с
2005-05-17,21,754,Ю 1м/с,+15,753,Ю 1м/с
2005-05-18,23,753,Ю 4м/с,+16,753,Ю 4м/с
2005-05-19,25,751,Ю 4м/с,+21,751,Ю 4м/с
2005-05-20,25,751,Ю 4м/с,+17,751,Ю 4м/с
2005-05-21,26,750,Ю 5м/с,+21,750,Ю 5м/с
2005-05-22,28,751,Ю 5м/с,+22,751,Ю 5м/с
2005-05-23,30,753,ЮЗ 3м/с,+22,752,ЮЗ 3м/с
2005-05-24,31,752,Ш,+21,752,Ш
2005-05-25,28,750,В 1м/с,+20,748,В 1м/с
2005-05-26,22,749,СЗ 4м/с,+17,750,СЗ 4м/с
2005-05-27,22,750,З 3м/с,+18,748,З 3м/с
2005-05-28,25,744,З 6м/с,+20,743,З 6м/с
2005-05-29,22,745,З 5м/с,+19,744,З 5м/с
2005-05-30,20,743,СЗ 4м/с,+17,744,СЗ 4м/с
2005-05-31,20,744,СВ 1м/с,+16,743,СВ 1м/с
2005-06-01,17,741,З 2м/с,+14,741,З 2м/с
2005-06-02,11,742,С 2м/с,+11,741,С 2м/с
2005-06-03,16,744,С 3м/с,+13,745,С 3м/с
2005-06-04,15,746,З 3м/с,+12,747,З 3м/с
2005-06-05,21,748,Ю 3м/с,+17,747,Ю 3м/с
2005-06-06,24,747,ЮЗ 5м/с,+19,747,ЮЗ 5м/с
2005-06-07,23,750,ЮЗ 3м/с,+17,750,ЮЗ 3м/с
2005-06-08,23,747,Ю 3м/с,+16,747,Ю 3м/с
2005-06-09,16,745,З 2м/с,+15,745,З 2м/с
2005-06-10,20,744,З 3м/с,+17,744,З 3м/с
2005-06-11,23,744,ЮВ 1м/с,+18,744,ЮВ 1м/с
2005-06-12,26,741,ЮВ 4м/с,+22,741,ЮВ 4м/с
2005-06-13,24,741,ЮЗ 3м/с,+18,741,ЮЗ 3м/с
2005-06-14,21,742,Ю 2м/с,+16,742,Ю 2м/с
2005-06-15,21,744,СВ 1м/с,+17,745,СВ 1м/с
2005-06-16,22,747,В 3м/с,+18,748,В 3м/с
2005-06-17,22,747,В 2м/с,+19,744,В 2м/с
2005-06-18,19,738,В 3м/с,+15,737,В 3м/с
2005-06-19,14,735,СВ 4м/с,+13,734,СВ 4м/с
2005-06-20,11,732,З 4м/с,+10,733,З 4м/с
2005-06-21,10,737,В 3м/с,+10,739,В 3м/с
2005-06-22,16,740,С 2м/с,+14,741,С 2м/с
2005-06-23,20,741,З 4м/с,+13,743,З 4м/с
2005-06-24,24,744,СЗ 3м/с,+18,744,СЗ 3м/с
2005-06-25,24,744,СЗ 3м/с,+19,744,СЗ 3м/с
2005-06-26,26,741,ЮЗ 4м/с,+15,741,ЮЗ 4м/с
2005-06-27,17,744,СЗ 3м/с,+13,744,СЗ 3м/с
2005-06-28,19,741,Ю 2м/с,+16,740,Ю 2м/с
2005-06-29,18,738,ЮЗ 3м/с,+14,738,ЮЗ 3м/с
2005-06-30,16,734,ЮЗ 4м/с,+11,734,ЮЗ 4м/с
2005-07-01,16,736,З 4м/с,+15,738,З 4м/с
2005-07-02,16,741,СЗ 3м/с,+15,741,СЗ 3м/с
2005-07-03,21,745,СЗ 4м/с,+17,746,СЗ 4м/с
2005-07-04,19,746,С 2м/с,+16,745,С 2м/с
2005-07-05,21,744,СЗ 4м/с,+15,744,СЗ 4м/с
2005-07-06,21,743,С 3м/с,+17,743,С 3м/с
2005-07-07,21,744,СЗ 2м/с,+15,744,СЗ 2м/с
2005-07-08,19,748,С 2м/с,+15,748,С 2м/с
2005-07-09,20,748,З 3м/с,+15,747,З 3м/с
2005-07-10,16,749,С 3м/с,+13,749,С 3м/с
2005-07-11,17,753,С 3м/с,+13,752,С 3м/с
2005-07-12,23,750,СЗ 2м/с,+16,750,СЗ 2м/с
2005-07-13,25,748,З 2м/с,+17,747,З 2м/с
2005-07-14,27,747,З 3м/с,+27,747,З 3м/с
2005-07-15,28,747,ЮЗ 3м/с,+18,747,ЮЗ 3м/с
2005-07-16,28,747,Ю 3м/с,+20,747,Ю 3м/с
2005-07-17,27,744,В 1м/с,+19,744,В 1м/с
2005-07-18,23,743,Ш,+18,743,Ш
2005-07-19,22,743,С 1м/с,+21,743,С 1м/с
2005-07-20,26,742,ЮЗ 2м/с,+20,741,ЮЗ 2м/с
2005-07-21,24,739,Ю 2м/с,+20,739,Ю 2м/с
2005-07-22,24,741,ЮЗ 2м/с,+18,742,ЮЗ 2м/с
2005-07-23,26,744,ЮЗ 3м/с,+17,744,ЮЗ 3м/с
2005-07-24,25,744,ЮВ 2м/с,+20,744,ЮВ 2м/с
2005-07-25,26,744,ЮВ 4м/с,+20,744,ЮВ 4м/с
2005-07-26,20,744,СВ 1м/с,+18,744,СВ 1м/с
2005-07-27,24,744,СЗ 2м/с,+19,744,СЗ 2м/с
2005-07-29,22,747,СЗ 2м/с,+17,746,СЗ 2м/с
2005-07-30,24,747,С 2м/с,+18,747,С 2м/с
2005-07-31,26,745,ЮЗ 4м/с,+22,744,ЮЗ 4м/с
2005-08-01,26,744,С 2м/с,+23,744,С 2м/с
2005-08-02,25,744,СЗ 2м/с,+20,744,СЗ 2м/с
2005-08-03,24,746,СЗ 3м/с,+18,747,СЗ 3м/с
2005-08-04,23,749,С 3м/с,+16,749,С 3м/с
2005-08-05,25,749,ЮВ 2м/с,+16,749,ЮВ 2м/с
2005-08-06,25,748,СВ 2м/с,+19,755,СВ 2м/с
2005-08-07,23,747,ЮВ 2м/с,+19,747,ЮВ 2м/с
2005-08-08,26,744,В 4м/с,+21,744,В 4м/с
2005-08-09,28,742,ЮВ 5м/с,+21,744,ЮВ 5м/с
2005-08-10,23,748,ЮВ 2м/с,+15,748,ЮВ 2м/с
2005-08-11,19,746,СЗ 3м/с,+14,746,СЗ 3м/с
2005-08-12,22,745,СВ 2м/с,+17,745,СВ 2м/с
2005-08-13,23,746,З 1м/с,+17,746,З 1м/с
2005-08-14,26,747,ЮЗ 2м/с,+18,747,ЮЗ 2м/с
2005-08-15,21,746,ЮЗ 1м/с,+17,746,ЮЗ 1м/с
2005-08-16,23,748,СЗ 2м/с,+14,748,СЗ 2м/с
2005-08-17,25,747,З 4м/с,+18,747,З 4м/с
2005-08-18,21,747,СЗ 3м/с,+16,749,СЗ 3м/с
2005-08-19,16,750,СЗ 2м/с,+13,750,СЗ 2м/с
2005-08-20,18,752,СЗ 3м/с,+11,752,СЗ 3м/с
2005-08-21,21,750,З 3м/с,+13,750,З 3м/с
2005-08-22,22,749,Ш,+16,748,Ш
2005-08-23,24,748,В 2м/с,+16,750,В 2м/с
2005-08-24,19,750,СВ 2м/с,+13,751,СВ 2м/с
2005-08-25,19,753,В 3м/с,+13,753,В 3м/с
2005-08-26,21,753,ЮВ 3м/с,+17,753,ЮВ 3м/с
2005-08-27,24,752,Ю 3м/с,+14,752,Ю 3м/с
2005-08-28,19,753,СЗ 1м/с,+16,753,СЗ 1м/с
2005-08-29,22,752,ЮЗ 2м/с,+14,752,ЮЗ 2м/с
2005-08-30,20,749,СЗ 2м/с,+16,747,СЗ 2м/с
2005-08-31,14,743,СЗ 3м/с,+11,743,СЗ 3м/с
2005-09-01,16,743,С 4м/с,+14,744,С 4м/с
2005-09-02,15,748,С 4м/с,+13,749,С 4м/с
2005-09-03,16,750,С 3м/с,+11,751,С 3м/с
2005-09-04,18,748,СЗ 2м/с,+12,747,СЗ 2м/с
2005-09-05,17,746,СЗ 3м/с,+11,746,СЗ 3м/с
2005-09-06,18,747,СЗ 2м/с,+11,747,СЗ 2м/с
2005-09-07,20,750,С 2м/с,+12,750,С 2м/с
2005-09-08,23,749,З 5м/с,+18,749,З 5м/с
2005-09-09,26,747,З 4м/с,+18,747,З 4м/с
2005-09-10,22,747,СЗ 2м/с,+13,747,СЗ 2м/с
2005-09-11,22,747,СВ 1м/с,+16,748,СВ 1м/с
2005-09-12,18,748,В 1м/с,+15,748,В 1м/с
2005-09-13,24,744,ЮЗ 4м/с,+16,747,ЮЗ 4м/с
2005-09-14,18,750,В 2м/с,+9,748,В 2м/с
2005-09-15,18,741,ЮЗ 3м/с,+14,740,ЮЗ 3м/с
2005-09-16,18,740,ЮЗ 4м/с,+10,741,ЮЗ 4м/с
2005-09-18,10,753,С 1м/с,+8,753,С 1м/с
2005-09-19,14,754,СЗ 1м/с,+5,754,СЗ 1м/с
2005-09-20,16,753,З 2м/с,+11,753,З 2м/с
2005-09-21,14,756,Ш,+11,756,Ш
2005-09-22,15,756,СЗ 1м/с,+12,756,СЗ 1м/с
2005-09-23,16,756,СЗ 1м/с,+7,755,СЗ 1м/с
2005-09-24,17,755,СВ 1м/с,+8,756,СВ 1м/с
2005-09-25,16,757,Ш,+10,757,Ш
2005-09-26,15,759,СВ 1м/с,+12,759,СВ 1м/с
2005-09-27,15,759,Ш,+11,759,Ш
2005-09-28,19,759,ЮВ 3м/с,+12,757,ЮВ 3м/с
2005-09-29,20,754,ЮВ 3м/с,+13,754,ЮВ 3м/с
2005-09-30,21,755,ЮВ 2м/с,+15,756,ЮВ 2м/с
2005-10-01,21,758,ЮВ 1м/с,+10,759,ЮВ 1м/с
2005-10-02,21,759,ЮВ 2м/с,+11,759,ЮВ 2м/с
2005-10-03,21,758,Ш,+11,757,Ш
2005-10-04,20,755,З 2м/с,+9,754,З 2м/с
2005-10-05,11,753,С 4м/с,+9,753,С 4м/с
2005-10-06,11,756,С 4м/с,+3,757,С 4м/с
2005-10-07,11,758,СЗ 1м/с,+10,759,СЗ 1м/с
2005-10-08,11,762,Ш,+8,762,Ш
2005-10-09,14,763,СВ 3м/с,+8,762,СВ 3м/с
2005-10-10,16,762,С 2м/с,+6,763,С 2м/с
2005-10-11,16,764,СВ 1м/с,+8,763,СВ 1м/с
2005-10-12,16,762,В 2м/с,+10,762,В 2м/с
2005-10-13,15,759,В 4м/с,+11,759,В 4м/с
2005-10-17,9,750,С 4м/с,+9,748,С 4м/с
2005-10-18,6,742,СВ 3м/с,+6,741,СВ 3м/с
2005-10-19,3,748,С 3м/с,+2,751,С 3м/с
2005-10-20,4,753,С 1м/с,-2,753,С 1м/с
2005-10-21,6,753,ЮЗ 3м/с,+1,750,ЮЗ 3м/с
2005-10-22,5,748,Ю 3м/с,+6,748,Ю 3м/с
2005-10-23,11,744,ЮЗ 5м/с,+11,744,ЮЗ 5м/с
2005-10-24,12,740,ЮЗ 3м/с,+10,738,ЮЗ 3м/с
2005-10-25,0,745,СЗ 5м/с,0,749,СЗ 5м/с
2005-10-26,-1,739,ЮВ 5м/с,+1,735,ЮВ 5м/с
2005-10-27,3,735,СВ 2м/с,0,741,СВ 2м/с
2005-10-28,0,759,СВ 4м/с,-5,762,СВ 4м/с
2005-10-29,0,766,СЗ 1м/с,-4,766,СЗ 1м/с
2005-10-30,2,765,З 3м/с,-1,762,З 3м/с
2005-10-31,6,762,З 2м/с,0,761,З 2м/с
2005-11-01,8,759,З 1м/с,0,758,З 1м/с
2005-11-02,9,758,З 1м/с,+1,758,З 1м/с
2005-11-03,9,759,Ш,0,759,Ш
2005-11-04,10,760,Ш,+1,760,Ш
2005-11-05,8,760,ЮЗ 3м/с,+2,759,ЮЗ 3м/с
2005-11-06,10,758,ЮЗ 2м/с,+3,757,ЮЗ 2м/с
2005-11-07,2,756,ЮЗ 2м/с,+3,756,ЮЗ 2м/с
2005-11-08,4,756,З 2м/с,+3,757,З 2м/с
2005-11-09,1,759,СЗ 1м/с,+2,760,СЗ 1м/с
2005-11-10,3,761,З 2м/с,+1,760,З 2м/с
2005-11-11,0,756,Ю 3м/с,0,755,Ю 3м/с
2005-11-12,0,756,ЮЗ 1м/с,0,758,ЮЗ 1м/с
2005-11-13,1,758,З 2м/с,+1,757,З 2м/с
2005-11-14,1,753,ЮЗ 4м/с,+1,750,ЮЗ 4м/с
2005-11-15,3,743,ЮЗ 7м/с,+3,741,ЮЗ 7м/с
2005-11-16,-1,743,З 5м/с,-1,742,З 5м/с
2005-11-17,5,741,Ю 4м/с,+5,740,Ю 4м/с
2005-11-18,3,742,ЮЗ 3м/с,+1,745,ЮЗ 3м/с
2005-11-19,1,751,Ю 1м/с,0,750,Ю 1м/с
2005-11-20,0,747,СВ 2м/с,+4,746,СВ 2м/с
2005-11-21,0,751,В 1м/с,-1,753,В 1м/с
2005-11-22,-1,758,СВ 2м/с,-1,759,СВ 2м/с
2005-11-23,-2,759,С 2м/с,-3,758,С 2м/с
2005-11-24,-3,755,ЮЗ 1м/с,-4,755,ЮЗ 1м/с
2005-11-25,-4,752,Ю 1м/с,-3,748,Ю 1м/с
2005-11-26,1,743,ЮЗ 3м/с,+1,747,ЮЗ 3м/с
2005-11-27,0,750,Ю 4м/с,0,750,Ю 4м/с
2005-11-28,2,746,ЮВ 4м/с,+4,744,ЮВ 4м/с
2005-11-29,6,744,Ш,0,746,Ш
2005-11-30,1,750,З 2м/с,0,751,З 2м/с
2005-12-01,1,744,ЮВ 4м/с,0,744,ЮВ 4м/с
2005-12-02,-1,752,СЗ 2м/с,-6,753,СЗ 2м/с
2005-12-03,-4,754,Ш,-3,754,Ш
2005-12-04,-3,756,В 2м/с,-4,756,В 2м/с
2005-12-05,-5,757,ЮВ 2м/с,-5,757,ЮВ 2м/с
2005-12-06,-5,758,ЮВ 3м/с,-5,758,ЮВ 3м/с
2005-12-07,-4,753,ЮВ 3м/с,-3,751,ЮВ 3м/с
2005-12-08,0,745,ЮВ 2м/с,0,744,ЮВ 2м/с
2005-12-09,-5,740,С 5м/с,-8,745,С 5м/с
2005-12-10,-10,753,ЮЗ 2м/с,-9,753,ЮЗ 2м/с
2005-12-11,-1,747,ЮЗ 1м/с,-1,746,ЮЗ 1м/с
2005-12-12,-1,744,ЮЗ 5м/с,0,740,ЮЗ 5м/с
2005-12-13,1,739,З 4м/с,0,739,З 4м/с
2005-12-14,-1,744,З 1м/с,0,744,З 1м/с
2005-12-15,-2,740,ЮЗ 3м/с,-3,738,ЮЗ 3м/с
2005-12-16,-1,735,Ю 4м/с,-2,734,Ю 4м/с
2005-12-17,-3,730,В 3м/с,+1,729,В 3м/с
2005-12-18,0,733,Ю 6м/с,-1,738,Ю 6м/с
2005-12-19,-2,742,Ш,-2,744,Ш
2005-12-20,-4,744,СЗ 3м/с,-5,742,СЗ 3м/с
2005-12-21,-6,739,ЮЗ 6м/с,-6,739,ЮЗ 6м/с
2005-12-22,-4,741,ЮЗ 4м/с,-6,744,ЮЗ 4м/с
2005-12-23,-10,747,Ю 3м/с,-13,749,Ю 3м/с
2005-12-24,-11,749,ЮЗ 1м/с,-15,749,ЮЗ 1м/с
2005-12-25,-13,746,Ш,-11,747,Ш
2005-12-26,-9,752,В 1м/с,-8,753,В 1м/с
2005-12-27,-9,756,В 1м/с,-11,757,В 1м/с
2005-12-28,-8,758,ЮВ 6м/с,-6,759,ЮВ 6м/с
2005-12-29,0,759,ЮВ 4м/с,0,760,ЮВ 4м/с
2005-12-30,-1,762,Ю 3м/с,-3,761,Ю 3м/с
2005-12-31,-7,757,Ю 4м/с,-8,756,Ю 4м/с
