Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2009-02-09,1,745,Ю 4м/с,0,743,Ю 4м/с
2009-02-10,-1,742,ЮВ 5м/с,-1,742,ЮВ 5м/с
2009-02-11,-2,744,Ю 2м/с,-4,744,Ю 2м/с
2009-02-12,-2,747,ЮВ 3м/с,-2,748,ЮВ 3м/с
2009-02-13,0,747,ЮВ 2м/с,-1,747,ЮВ 2м/с
2009-02-14,1,744,ЮВ 5м/с,+1,746,ЮВ 5м/с
2009-02-15,1,744,Ю 6м/с,0,745,Ю 6м/с
2009-02-16,-1,746,В 3м/с,-1,745,В 3м/с
2009-02-17,1,746,Ю 3м/с,+1,748,Ю 3м/с
2009-02-18,-1,749,ЮЗ 3м/с,-4,752,ЮЗ 3м/с
2009-02-19,-3,756,З 1м/с,-4,756,З 1м/с
2009-02-20,0,756,В 2м/с,-4,758,В 2м/с
2009-02-21,-6,761,В 3м/с,-10,761,В 3м/с
2009-02-22,-10,757,ЮВ 2м/с,-11,756,ЮВ 2м/с
2009-02-23,-12,753,ЮВ 1м/с,-12,753,ЮВ 1м/с
2009-02-24,-8,755,Ю 2м/с,-12,754,Ю 2м/с
2009-02-25,-6,752,ЮЗ 3м/с,-10,751,ЮЗ 3м/с
2009-02-26,-2,747,Ю 3м/с,-6,747,Ю 3м/с
2009-02-27,-3,746,Ю 5м/с,-6,745,Ю 5м/с
2009-02-28,-2,744,ЮВ 2м/с,-3,744,ЮВ 2м/с
2009-03-01,1,742,С 2м/с,0,742,С 2м/с
2009-03-02,-2,742,СВ 4м/с,-3,742,СВ 4м/с
2009-03-03,1,744,С 2м/с,-2,747,С 2м/с
2009-03-04,-4,751,ЮЗ 2м/с,-5,751,ЮЗ 2м/с
2009-03-05,0,752,З 2м/с,-6,751,З 2м/с
2009-03-06,-2,751,ЮЗ 2м/с,-7,751,ЮЗ 2м/с
2009-03-07,-1,750,В 3м/с,-3,748,В 3м/с
2009-03-08,-1,745,ЮВ 5м/с,0,743,ЮВ 5м/с
2009-03-09,-2,740,ЮВ 4м/с,-2,740,ЮВ 4м/с
2009-03-10,-1,736,ЮВ 2м/с,+1,737,ЮВ 2м/с
2009-03-11,2,743,ЮЗ 2м/с,+1,745,ЮЗ 2м/с
2009-03-12,4,747,З 3м/с,-1,748,З 3м/с
2009-03-13,3,750,ЮЗ 2м/с,-2,750,ЮЗ 2м/с
2009-03-14,1,752,С 2м/с,-3,752,С 2м/с
2009-03-15,-2,755,Ю 1м/с,-5,755,Ю 1м/с
2009-03-16,-1,756,ЮЗ 1м/с,-5,756,ЮЗ 1м/с
2009-03-17,0,752,ЮЗ 2м/с,-4,750,ЮЗ 2м/с
2009-03-18,2,748,Ю 2м/с,0,749,Ю 2м/с
2009-03-19,3,750,ЮВ 3м/с,-1,751,ЮВ 3м/с
2009-03-20,3,752,З 2м/с,+2,752,З 2м/с
2009-03-21,-1,739,ЮЗ 6м/с,-1,737,ЮЗ 6м/с
2009-03-22,-1,733,СЗ 4м/с,-6,733,СЗ 4м/с
2009-03-23,-1,736,ЮЗ 3м/с,-6,737,ЮЗ 3м/с
2009-03-24,-3,735,В 5м/с,-2,735,В 5м/с
2009-03-25,3,732,Ю 6м/с,+1,734,Ю 6м/с
2009-03-26,-1,738,З 5м/с,-4,741,З 5м/с
2009-03-27,0,748,ЮЗ 2м/с,-5,749,ЮЗ 2м/с
2009-03-28,3,753,ЮЗ 2м/с,-2,753,ЮЗ 2м/с
2009-03-29,4,755,ЮЗ 3м/с,+2,754,ЮЗ 3м/с
2009-03-30,6,753,Ю 4м/с,+5,751,Ю 4м/с
2009-03-31,4,749,ЮЗ 1м/с,+2,749,ЮЗ 1м/с
2009-04-01,5,746,ЮЗ 3м/с,+4,743,ЮЗ 3м/с
2009-04-02,3,745,СЗ 5м/с,0,747,СЗ 5м/с
2009-04-03,1,746,ЮЗ 3м/с,+1,742,ЮЗ 3м/с
2009-04-04,3,745,С 4м/с,0,747,С 4м/с
2009-04-05,3,748,ЮЗ 4м/с,+2,746,ЮЗ 4м/с
2009-04-06,6,744,Ю 1м/с,+5,740,Ю 1м/с
2009-04-07,2,746,С 4м/с,+1,748,С 4м/с
2009-04-08,2,753,В 2м/с,0,753,В 2м/с
2009-04-09,3,755,СЗ 1м/с,0,755,СЗ 1м/с
2009-04-10,3,758,В 3м/с,-1,758,В 3м/с
2009-04-11,6,758,ЮЗ 3м/с,0,757,ЮЗ 3м/с
2009-04-12,10,756,ЮЗ 3м/с,+4,755,ЮЗ 3м/с
2009-04-13,14,753,ЮЗ 2м/с,+6,752,ЮЗ 2м/с
2009-04-14,15,748,ЮЗ 1м/с,+8,748,ЮЗ 1м/с
2009-04-15,16,746,СВ 2м/с,+8,746,СВ 2м/с
2009-04-16,4,748,С 5м/с,0,750,С 5м/с
2009-04-17,7,748,Ю 3м/с,+4,745,Ю 3м/с
2009-04-18,4,736,З 4м/с,+2,739,З 4м/с
2009-04-19,0,746,З 5м/с,-1,749,З 5м/с
2009-04-20,7,743,СЗ 4м/с,+1,744,СЗ 4м/с
2009-04-21,2,745,СЗ 7м/с,-1,748,СЗ 7м/с
2009-04-22,4,749,С 5м/с,+3,749,С 5м/с
2009-04-23,9,747,СЗ 4м/с,+4,747,СЗ 4м/с
2009-04-24,11,750,СЗ 3м/с,+8,750,СЗ 3м/с
2009-04-25,13,752,З 5м/с,+8,750,З 5м/с
2009-04-26,19,751,СЗ 2м/с,+14,750,СЗ 2м/с
2009-04-27,23,751,З 5м/с,+17,750,З 5м/с
2009-04-28,24,749,СЗ 3м/с,+17,748,СЗ 3м/с
2009-04-29,25,746,З 4м/с,+16,744,З 4м/с
2009-04-30,22,742,СВ 5м/с,+9,744,СВ 5м/с
2009-05-01,14,749,С 5м/с,+10,750,С 5м/с
2009-05-02,15,752,СЗ 3м/с,+10,751,СЗ 3м/с
2009-05-03,20,751,З 2м/с,+13,750,З 2м/с
2009-05-04,23,748,ЮЗ 3м/с,+16,747,ЮЗ 3м/с
2009-05-05,22,746,Ю 2м/с,+15,745,Ю 2м/с
2009-05-06,23,743,Ю 6м/с,+17,742,Ю 6м/с
2009-05-07,14,740,З 2м/с,+10,741,З 2м/с
2009-05-08,17,746,СЗ 1м/с,+12,746,СЗ 1м/с
2009-05-09,20,748,С 2м/с,+14,748,С 2м/с
2009-05-10,22,749,С 1м/с,+15,749,С 1м/с
2009-05-11,24,748,Ю 2м/с,+16,747,Ю 2м/с
2009-05-12,23,744,ЮЗ 5м/с,+19,742,ЮЗ 5м/с
2009-05-13,17,736,Ю 8м/с,+9,737,Ю 8м/с
2009-05-14,10,737,ЮЗ 6м/с,+8,737,ЮЗ 6м/с
2009-05-15,8,739,Ю 1м/с,+9,740,Ю 1м/с
2009-05-16,11,746,СЗ 3м/с,+10,748,СЗ 3м/с
2009-05-17,10,749,С 2м/с,+8,749,С 2м/с
2009-05-18,15,749,С 3м/с,+10,750,С 3м/с
2009-05-19,17,750,СЗ 3м/с,+11,749,СЗ 3м/с
2009-05-20,19,749,З 3м/с,+14,748,З 3м/с
2009-05-21,15,747,СЗ 2м/с,+9,748,СЗ 2м/с
2009-05-22,19,749,ЮЗ 3м/с,+17,747,ЮЗ 3м/с
2009-05-23,16,738,Ю 5м/с,+16,736,Ю 5м/с
2009-05-24,17,737,ЮЗ 4м/с,+11,737,ЮЗ 4м/с
2009-05-25,12,737,С 6м/с,+10,738,С 6м/с
2009-05-26,15,744,С 3м/с,+14,745,С 3м/с
2009-05-27,23,749,СЗ 2м/с,+15,749,СЗ 2м/с
2009-05-28,24,748,З 3м/с,+18,748,З 3м/с
2009-05-29,24,752,В 2м/с,+20,752,В 2м/с
2009-05-30,24,754,С 3м/с,+20,754,С 3м/с
2009-05-31,23,755,С 3м/с,+21,755,С 3м/с
2009-06-01,26,753,З 2м/с,+20,750,З 2м/с
2009-06-02,25,745,ЮЗ 4м/с,+16,744,ЮЗ 4м/с
2009-06-03,25,737,Ю 6м/с,+23,734,Ю 6м/с
2009-06-04,21,737,Ю 4м/с,+16,738,Ю 4м/с
2009-06-05,18,744,ЮЗ 4м/с,+13,743,ЮЗ 4м/с
2009-06-06,13,743,З 3м/с,+11,743,З 3м/с
2009-06-07,18,747,Ю 2м/с,+13,744,Ю 2м/с
2009-06-08,19,744,ЮЗ 3м/с,+18,747,ЮЗ 3м/с
2009-06-09,21,752,З 1м/с,+17,752,З 1м/с
2009-06-10,23,752,Ю 2м/с,+23,750,Ю 2м/с
2009-06-11,31,748,ЮЗ 4м/с,+30,748,ЮЗ 4м/с
2009-06-12,31,746,ЮВ 5м/с,+23,744,ЮВ 5м/с
2009-06-13,28,742,Ю 5м/с,+17,744,Ю 5м/с
2009-06-14,21,748,ЮЗ 2м/с,+17,747,ЮЗ 2м/с
2009-06-15,21,748,ЮЗ 3м/с,+17,749,ЮЗ 3м/с
2009-06-16,24,748,СЗ 2м/с,+19,747,СЗ 2м/с
2009-06-17,16,743,Ю 5м/с,+13,746,Ю 5м/с
2009-06-18,16,748,С 3м/с,+12,747,С 3м/с
2009-06-19,19,747,СЗ 4м/с,+13,747,СЗ 4м/с
2009-06-20,15,748,Ш,+14,747,Ш
2009-06-21,19,751,В 1м/с,+19,751,В 1м/с
2009-06-22,26,753,В 3м/с,+22,753,В 3м/с
2009-06-23,25,752,В 3м/с,+19,752,В 3м/с
2009-06-24,13,752,В 3м/с,+13,752,В 3м/с
2009-06-25,16,751,В 2м/с,+14,751,В 2м/с
2009-06-26,22,753,СВ 3м/с,+19,753,СВ 3м/с
2009-06-27,25,755,В 2м/с,+21,755,В 2м/с
2009-06-28,26,752,ЮЗ 3м/с,+21,749,ЮЗ 3м/с
2009-06-29,21,749,С 2м/с,+18,750,С 2м/с
2009-06-30,18,754,СВ 3м/с,+15,754,СВ 3м/с
2009-07-01,20,754,СЗ 2м/с,+15,753,СЗ 2м/с
2009-07-02,23,747,ЮЗ 3м/с,+16,744,ЮЗ 3м/с
2009-07-03,21,739,С 4м/с,+16,738,С 4м/с
2009-07-04,14,738,СЗ 4м/с,+11,738,СЗ 4м/с
2009-07-05,16,736,Ю 3м/с,+11,736,Ю 3м/с
2009-07-06,13,736,СЗ 4м/с,+11,739,СЗ 4м/с
2009-07-07,19,745,З 2м/с,+13,746,З 2м/с
2009-07-08,23,748,Ю 3м/с,+20,746,Ю 3м/с
2009-07-09,23,744,ЮВ 4м/с,+21,744,ЮВ 4м/с
2009-07-10,26,743,З 2м/с,+18,744,З 2м/с
2009-07-11,24,747,С 2м/с,+20,747,С 2м/с
2009-07-12,25,748,В 3м/с,+22,747,В 3м/с
2009-07-13,29,745,ЮВ 3м/с,+26,744,ЮВ 3м/с
2009-07-14,27,746,Ю 3м/с,+26,746,Ю 3м/с
2009-07-15,27,749,С 3м/с,+23,750,С 3м/с
2009-07-16,28,752,ЮВ 3м/с,+20,751,ЮВ 3м/с
2009-07-17,30,746,Ю 3м/с,+21,746,Ю 3м/с
2009-07-18,28,746,СЗ 1м/с,+20,746,СЗ 1м/с
2009-07-19,30,745,СЗ 1м/с,+22,744,СЗ 1м/с
2009-07-20,24,744,В 1м/с,+22,742,В 1м/с
2009-07-21,23,743,З 2м/с,+20,742,З 2м/с
2009-07-22,23,743,З 4м/с,+17,744,З 4м/с
2009-07-23,23,746,З 2м/с,+16,746,З 2м/с
2009-07-24,24,746,С 1м/с,+20,745,С 1м/с
2009-07-25,20,742,Ю 1м/с,+20,742,Ю 1м/с
2009-07-26,26,741,СВ 1м/с,+23,740,СВ 1м/с
2009-07-27,26,741,Ю 2м/с,+19,743,Ю 2м/с
2009-07-28,24,745,З 2м/с,+20,746,З 2м/с
2009-07-29,25,748,С 4м/с,+21,748,С 4м/с
2009-07-30,26,748,С 2м/с,+21,748,С 2м/с
2009-07-31,24,746,С 3м/с,+19,745,С 3м/с
2009-08-01,25,746,СВ 2м/с,+18,746,СВ 2м/с
2009-08-02,20,747,З 1м/с,+17,747,З 1м/с
2009-08-03,24,757,З 1м/с,+16,747,З 1м/с
2009-08-04,16,745,С 3м/с,+15,745,С 3м/с
2009-08-05,20,746,СЗ 3м/с,+16,748,СЗ 3м/с
2009-08-06,19,749,С 2м/с,+11,749,С 2м/с
2009-08-07,16,750,С 2м/с,+14,750,С 2м/с
2009-08-08,17,748,СЗ 2м/с,+12,749,СЗ 2м/с
2009-08-09,17,750,С 3м/с,+12,751,С 3м/с
2009-08-10,20,752,СЗ 2м/с,+13,751,СЗ 2м/с
2009-08-11,25,750,З 2м/с,+16,749,З 2м/с
2009-08-12,26,748,З 3м/с,+17,747,З 3м/с
2009-08-13,25,743,ЮЗ 4м/с,+16,743,ЮЗ 4м/с
2009-08-14,22,739,ЮЗ 6м/с,+15,742,ЮЗ 6м/с
2009-08-15,18,742,З 6м/с,+14,743,З 6м/с
2009-08-16,21,747,СЗ 5м/с,+14,747,СЗ 5м/с
2009-08-17,26,746,ЮЗ 4м/с,+21,745,ЮЗ 4м/с
2009-08-18,28,745,ЮЗ 3м/с,+23,744,ЮЗ 3м/с
2009-08-19,24,744,З 2м/с,+15,745,З 2м/с
2009-08-20,13,748,С 5м/с,+12,748,С 5м/с
2009-08-21,13,748,С 3м/с,+13,748,С 3м/с
2009-08-22,21,743,С 4м/с,+16,745,С 4м/с
2009-08-23,16,746,С 3м/с,+15,746,С 3м/с
2009-08-24,18,746,ЮЗ 3м/с,+15,745,ЮЗ 3м/с
2009-08-25,16,744,С 2м/с,+15,745,С 2м/с
2009-08-26,20,749,С 3м/с,+13,750,С 3м/с
2009-08-27,21,750,С 2м/с,+13,749,С 2м/с
2009-08-28,17,745,Ш,+15,745,Ш
2009-08-29,18,746,С 2м/с,+14,746,С 2м/с
2009-08-30,22,748,Ш,+17,748,Ш
2009-08-31,17,750,СЗ 2м/с,+14,751,СЗ 2м/с
2009-09-01,18,754,С 2м/с,+15,754,С 2м/с
2009-09-02,25,754,В 2м/с,+19,753,В 2м/с
2009-09-03,24,753,В 4м/с,+14,752,В 4м/с
2009-09-04,25,751,ЮВ 3м/с,+18,751,ЮВ 3м/с
2009-09-05,27,750,ЮВ 4м/с,+21,749,ЮВ 4м/с
2009-09-06,27,749,Ю 4м/с,+17,750,Ю 4м/с
2009-09-07,26,751,Ю 5м/с,+17,753,Ю 5м/с
2009-09-08,26,756,СЗ 2м/с,+18,758,СЗ 2м/с
2009-09-09,24,758,С 2м/с,+15,758,С 2м/с
2009-09-10,23,755,С 2м/с,+13,754,С 2м/с
2009-09-11,21,752,С 2м/с,+17,751,С 2м/с
2009-09-12,20,750,С 3м/с,+16,749,С 3м/с
2009-09-13,22,748,СВ 1м/с,+14,749,СВ 1м/с
2009-09-14,23,752,СЗ 1м/с,+15,752,СЗ 1м/с
2009-09-15,20,754,С 2м/с,+11,753,С 2м/с
2009-09-16,21,752,СЗ 1м/с,+12,751,СЗ 1м/с
2009-09-17,21,747,Ю 4м/с,+16,743,Ю 4м/с
2009-09-18,13,746,З 2м/с,+10,747,З 2м/с
2009-09-19,13,750,С 3м/с,+4,750,С 3м/с
2009-09-20,14,749,СЗ 1м/с,+10,750,СЗ 1м/с
2009-09-21,18,751,ЮЗ 3м/с,+12,750,ЮЗ 3м/с
2009-09-22,18,747,З 3м/с,+12,747,З 3м/с
2009-09-23,16,744,ЮЗ 4м/с,+17,741,ЮЗ 4м/с
2009-09-24,14,741,З 2м/с,+11,742,З 2м/с
2009-09-25,14,743,ЮЗ 2м/с,+8,742,ЮЗ 2м/с
2009-09-26,13,747,С 3м/с,+7,750,С 3м/с
2009-09-27,13,751,ЮЗ 2м/с,+13,751,ЮЗ 2м/с
2009-09-28,14,744,Ю 2м/с,+12,744,Ю 2м/с
2009-09-30,7,738,СЗ 3м/с,+2,741,СЗ 3м/с
2009-10-01,12,743,ЮЗ 3м/с,+8,743,ЮЗ 3м/с
2009-10-02,10,733,ЮЗ 7м/с,+6,738,ЮЗ 7м/с
2009-10-03,8,746,З 2м/с,+4,747,З 2м/с
2009-10-04,13,747,ЮЗ 8м/с,+9,744,ЮЗ 8м/с
2009-10-05,15,737,Ю 5м/с,+9,738,Ю 5м/с
2009-10-06,10,745,З 5м/с,+4,747,З 5м/с
2009-10-07,10,753,СЗ 3м/с,+7,750,СЗ 3м/с
2009-10-08,13,745,ЮЗ 4м/с,+12,744,ЮЗ 4м/с
2009-10-09,11,739,З 4м/с,+7,742,З 4м/с
2009-10-10,9,753,З 2м/с,+3,755,З 2м/с
2009-10-11,7,755,ЮВ 2м/с,+5,753,ЮВ 2м/с
2009-10-12,11,743,ЮВ 6м/с,+11,743,ЮВ 6м/с
2009-10-13,13,743,СВ 1м/с,+13,743,СВ 1м/с
2009-10-14,20,743,Ю 3м/с,+16,745,Ю 3м/с
2009-10-15,10,754,ЮЗ 2м/с,+8,755,ЮЗ 2м/с
2009-10-16,12,755,Ю 1м/с,+9,751,Ю 1м/с
2009-10-17,10,746,З 2м/с,+7,749,З 2м/с
2009-10-18,6,752,СВ 2м/с,+5,752,СВ 2м/с
2009-10-19,5,751,СЗ 3м/с,+5,754,СЗ 3м/с
2009-10-20,9,756,Ш,+3,756,Ш
2009-10-21,8,754,СВ 3м/с,+6,754,СВ 3м/с
2009-10-22,11,752,В 3м/с,+10,752,В 3м/с
2009-10-23,9,749,Ю 2м/с,+9,750,Ю 2м/с
2009-10-24,8,744,С 3м/с,+6,747,С 3м/с
2009-10-25,4,755,В 4м/с,+2,758,В 4м/с
2009-10-26,4,758,Ю 3м/с,+2,756,Ю 3м/с
2009-10-27,5,750,ЮЗ 4м/с,+5,748,ЮЗ 4м/с
2009-10-28,1,741,Ю 4м/с,0,740,Ю 4м/с
2009-10-29,5,738,С 2м/с,+2,740,С 2м/с
2009-10-30,0,745,СЗ 5м/с,-2,747,СЗ 5м/с
2009-10-31,-1,749,СЗ 3м/с,-3,750,СЗ 3м/с
2009-11-01,-1,751,СЗ 2м/с,-4,752,СЗ 2м/с
2009-11-02,-1,754,С 1м/с,-3,754,С 1м/с
2009-11-03,-2,754,ЮЗ 1м/с,-3,754,ЮЗ 1м/с
2009-11-04,-2,754,ЮВ 2м/с,-5,754,ЮВ 2м/с
2009-11-05,-1,756,В 2м/с,-3,757,В 2м/с
2009-11-06,1,756,В 3м/с,0,755,В 3м/с
2009-11-07,1,757,ЮВ 1м/с,+1,755,ЮВ 1м/с
2009-11-08,5,753,Ю 4м/с,0,753,Ю 4м/с
2009-11-09,1,755,Ю 1м/с,+1,756,Ю 1м/с
2009-11-10,2,754,В 3м/с,+1,752,В 3м/с
2009-11-11,1,748,ЮВ 3м/с,+2,748,ЮВ 3м/с
2009-11-12,1,746,ЮВ 4м/с,+2,746,ЮВ 4м/с
2009-11-13,5,748,Ю 3м/с,+3,749,Ю 3м/с
2009-11-14,4,754,Ю 2м/с,+2,755,Ю 2м/с
2009-11-15,1,755,В 1м/с,0,755,В 1м/с
2009-11-16,0,753,В 1м/с,-1,752,В 1м/с
2009-11-17,-1,751,Ю 1м/с,-1,752,Ю 1м/с
2009-11-18,1,750,Ю 3м/с,+2,747,Ю 3м/с
2009-11-19,1,744,З 2м/с,+1,743,З 2м/с
2009-11-20,1,747,С 2м/с,+1,750,С 2м/с
2009-11-21,2,747,Ю 3м/с,+3,742,Ю 3м/с
2009-11-22,5,740,СЗ 4м/с,+4,741,СЗ 4м/с
2009-11-23,4,746,З 1м/с,+3,745,З 1м/с
2009-11-24,5,740,ЮЗ 3м/с,+5,740,ЮЗ 3м/с
2009-11-25,7,738,ЮЗ 4м/с,+6,738,ЮЗ 4м/с
2009-11-26,5,745,ЮЗ 1м/с,+4,744,ЮЗ 1м/с
2009-11-27,7,745,З 2м/с,+5,745,З 2м/с
2009-11-28,3,747,Ю 3м/с,+3,746,Ю 3м/с
2009-11-29,4,746,ЮЗ 1м/с,+1,747,ЮЗ 1м/с
2009-11-30,3,748,ЮЗ 3м/с,+3,751,ЮЗ 3м/с
2009-12-01,3,755,ЮЗ 5м/с,+3,755,ЮЗ 5м/с
2009-12-02,8,756,ЮЗ 5м/с,+7,752,ЮЗ 5м/с
2009-12-03,5,750,Ю 3м/с,0,750,Ю 3м/с
2009-12-04,1,751,Ю 1м/с,-1,752,Ю 1м/с
2009-12-05,-2,756,В 4м/с,-4,758,В 4м/с
2009-12-06,-7,760,В 2м/с,-7,760,В 2м/с
2009-12-07,-8,759,ЮВ 2м/с,-8,759,ЮВ 2м/с
2009-12-08,-6,759,ЮВ 2м/с,-6,759,ЮВ 2м/с
2009-12-09,-4,758,Ю 1м/с,-6,757,Ю 1м/с
2009-12-10,-4,758,В 1м/с,-6,758,В 1м/с
2009-12-11,-6,757,СВ 2м/с,-7,757,СВ 2м/с
2009-12-12,-9,754,С 2м/с,-12,753,С 2м/с
2009-12-13,-11,748,СЗ 1м/с,-8,747,СЗ 1м/с
2009-12-14,-17,750,С 4м/с,-22,752,С 4м/с
2009-12-15,-24,755,С 2м/с,-25,755,С 2м/с
2009-12-16,-22,757,ЮЗ 1м/с,-25,757,ЮЗ 1м/с
2009-12-17,-17,759,ЮЗ 2м/с,-22,758,ЮЗ 2м/с
2009-12-18,-16,753,З 1м/с,-19,751,З 1м/с
2009-12-19,-16,750,В 2м/с,-17,750,В 2м/с
2009-12-20,-12,748,В 3м/с,-10,748,В 3м/с
2009-12-21,-4,738,Ю 4м/с,-12,743,Ю 4м/с
2009-12-22,-14,751,ЮЗ 3м/с,-13,753,ЮЗ 3м/с
2009-12-23,-4,752,Ю 5м/с,-7,752,Ю 5м/с
2009-12-24,-4,748,ЮЗ 5м/с,-2,749,ЮЗ 5м/с
2009-12-25,-1,750,Ш,-1,748,Ш
2009-12-26,3,737,Ю 6м/с,+3,735,Ю 6м/с
2009-12-27,1,734,З 2м/с,+1,736,З 2м/с
2009-12-28,-1,743,СЗ 2м/с,-7,743,СЗ 2м/с
2009-12-29,0,727,В 3м/с,0,725,В 3м/с
2009-12-30,-8,729,ЮЗ 3м/с,-10,732,ЮЗ 3м/с
2009-12-31,-6,737,ЮЗ 3м/с,-9,738,ЮЗ 3м/с
