Число,Температура(день),Давление(день),Ветер(день),Температура(вечер),Давление(вечер),Ветер(вечер)
2015-02-22,1,749,ЮЗ 6м/с,-1,750,ЮЗ 6м/с
2015-02-23,2,751,ЮЗ 4м/с,+2,752,ЮЗ 4м/с
2015-02-24,2,753,Ю 4м/с,-1,754,Ю 4м/с
2015-02-25,3,758,Ю 2м/с,+2,756,Ю 2м/с
2015-02-26,2,758,Ю 3м/с,-3,758,Ю 3м/с
2015-02-27,1,755,Ю 1м/с,+1,754,Ю 1м/с
2015-02-28,0,752,Ю 2м/с,0,752,Ю 2м/с
2015-03-01,-3,752,Ш,-2,751,Ш
2015-03-02,-1,749,Ю 1м/с,-2,750,Ю 1м/с
2015-03-03,0,749,Ю 2м/с,0,749,Ю 2м/с
2015-03-04,1,749,Ш,+1,750,Ш
2015-03-05,3,752,ЮЗ 1м/с,-3,753,ЮЗ 1м/с
2015-03-06,1,755,Ш,-5,756,Ш
2015-03-07,3,757,СЗ 1м/с,-1,758,СЗ 1м/с
2015-03-08,3,755,ЮЗ 4м/с,+2,753,ЮЗ 4м/с
2015-03-09,6,750,З 2м/с,+6,751,З 2м/с
2015-03-10,9,756,Ш,+2,755,Ш
2015-03-11,7,752,ЮЗ 1м/с,+4,752,ЮЗ 1м/с
2015-03-12,5,755,СВ 1м/с,+4,758,СВ 1м/с
2015-03-13,6,764,В 2м/с,+2,766,В 2м/с
2015-03-14,7,769,ЮВ 2м/с,+3,769,ЮВ 2м/с
2015-03-15,8,768,С 2м/с,+4,768,С 2м/с
2015-03-16,9,772,В 2м/с,+2,772,В 2м/с
2015-03-17,9,770,Ш,+2,768,Ш
2015-03-18,9,765,Ш,+2,763,Ш
2015-03-19,11,758,ЮЗ 1м/с,+4,757,ЮЗ 1м/с
2015-03-20,9,749,ЮЗ 4м/с,+3,746,ЮЗ 4м/с
2015-03-21,8,740,З 3м/с,+3,741,З 3м/с
2015-03-22,0,743,С 3м/с,-4,746,С 3м/с
2015-03-23,-2,751,З 3м/с,-5,749,З 3м/с
2015-03-24,5,741,З 5м/с,+5,743,З 5м/с
2015-03-25,10,748,Ш,+6,750,Ш
2015-03-26,2,756,СВ 2м/с,-1,757,СВ 2м/с
2015-03-27,4,761,ЮВ 3м/с,-1,762,ЮВ 3м/с
2015-03-28,3,763,Ю 5м/с,-2,762,Ю 5м/с
2015-03-29,3,757,Ю 6м/с,-1,755,Ю 6м/с
2015-03-30,1,749,Ю 5м/с,+1,749,Ю 5м/с
2015-03-31,2,746,Ю 5м/с,+2,745,Ю 5м/с
2015-04-01,1,742,Ю 6м/с,+1,741,Ю 6м/с
2015-04-02,3,740,Ю 2м/с,+2,742,Ю 2м/с
2015-04-03,1,740,ЮВ 2м/с,0,740,ЮВ 2м/с
2015-04-04,4,746,В 2м/с,+4,747,В 2м/с
2015-04-05,2,746,В 1м/с,0,746,В 1м/с
2015-04-06,4,749,З 1м/с,+2,750,З 1м/с
2015-04-07,6,750,З 1м/с,0,749,З 1м/с
2015-04-08,10,743,Ш,+5,740,Ш
2015-04-09,7,740,С 4м/с,+2,744,С 4м/с
2015-04-10,13,742,СЗ 6м/с,+6,745,СЗ 6м/с
2015-04-11,17,744,СЗ 5м/с,+10,749,СЗ 5м/с
2015-04-12,18,751,ЮЗ 3м/с,+12,749,ЮЗ 3м/с
2015-04-13,13,749,СЗ 1м/с,+9,746,СЗ 1м/с
2015-04-14,9,740,ЮЗ 3м/с,+6,740,ЮЗ 3м/с
2015-04-15,9,738,З 4м/с,+3,739,З 4м/с
2015-04-16,6,731,Ю 4м/с,+6,731,Ю 4м/с
2015-04-17,8,738,СЗ 4м/с,+4,740,СЗ 4м/с
2015-04-18,9,739,С 1м/с,+6,739,С 1м/с
2015-04-19,4,737,С 3м/с,-1,736,С 3м/с
2015-04-20,5,735,С 2м/с,0,737,С 2м/с
2015-04-21,4,740,Ш,+1,742,Ш
2015-04-22,6,743,С 3м/с,+4,742,С 3м/с
2015-04-23,11,735,З 3м/с,+8,731,З 3м/с
2015-04-24,10,739,СЗ 4м/с,+4,740,СЗ 4м/с
2015-04-25,9,743,С 4м/с,+5,746,С 4м/с
2015-04-26,13,746,ЮЗ 2м/с,+10,743,ЮЗ 2м/с
2015-04-27,17,745,З 2м/с,+15,746,З 2м/с
2015-04-28,23,748,ЮЗ 1м/с,+19,748,ЮЗ 1м/с
2015-04-29,23,747,Ю 2м/с,+17,746,Ю 2м/с
2015-04-30,16,749,С 5м/с,+9,749,С 5м/с
2015-05-01,14,746,В 2м/с,+14,746,В 2м/с
2015-05-02,21,744,ЮЗ 3м/с,+15,745,ЮЗ 3м/с
2015-05-03,13,742,ЮВ 1м/с,+12,743,ЮВ 1м/с
2015-05-04,9,743,С 4м/с,+9,746,С 4м/с
2015-05-05,15,750,СВ 4м/с,+11,751,СВ 4м/с
2015-05-06,15,750,СВ 2м/с,+11,750,СВ 2м/с
2015-05-07,17,747,СВ 3м/с,+9,748,СВ 3м/с
2015-05-08,18,746,СВ 1м/с,+10,746,СВ 1м/с
2015-05-09,21,744,СВ 2м/с,+12,745,СВ 2м/с
2015-05-10,22,747,СВ 2м/с,+18,748,СВ 2м/с
2015-05-11,21,750,СВ 1м/с,+13,750,СВ 1м/с
2015-05-12,22,751,ЮВ 2м/с,+15,750,ЮВ 2м/с
2015-05-13,20,746,ЮЗ 3м/с,+17,744,ЮЗ 3м/с
2015-05-14,15,742,З 1м/с,+13,741,З 1м/с
2015-05-15,14,737,Ю 7м/с,+12,734,Ю 7м/с
2015-05-16,9,734,З 4м/с,+7,736,З 4м/с
2015-05-17,11,735,З 4м/с,+9,737,З 4м/с
2015-05-18,10,737,З 7м/с,+9,737,З 7м/с
2015-05-19,11,743,З 4м/с,+10,745,З 4м/с
2015-05-20,17,750,Ш,+11,751,Ш
2015-05-21,24,752,З 1м/с,+16,752,З 1м/с
2015-05-22,28,751,ЮЗ 3м/с,+19,750,ЮЗ 3м/с
2015-05-23,27,747,ЮЗ 3м/с,+19,747,ЮЗ 3м/с
2015-05-24,26,746,Ш,+18,746,Ш
2015-05-25,21,750,СВ 2м/с,+16,749,СВ 2м/с
2015-05-26,28,747,ЮВ 1м/с,+21,746,ЮВ 1м/с
2015-05-27,28,743,ЮВ 4м/с,+18,743,ЮВ 4м/с
2015-05-28,28,740,ЮВ 2м/с,+23,739,ЮВ 2м/с
2015-05-29,30,740,ЮВ 5м/с,+25,740,ЮВ 5м/с
2015-05-30,26,743,Ю 4м/с,+18,744,Ю 4м/с
2015-05-31,24,746,ЮЗ 2м/с,+18,746,ЮЗ 2м/с
2015-06-01,15,749,С 2м/с,+14,748,С 2м/с
2015-06-02,19,746,СЗ 2м/с,+17,747,СЗ 2м/с
2015-06-03,26,748,З 3м/с,+19,747,З 3м/с
2015-06-04,20,745,Ю 1м/с,+17,746,Ю 1м/с
2015-06-05,15,752,С 4м/с,+13,752,С 4м/с
2015-06-06,19,754,СЗ 3м/с,+12,755,СЗ 3м/с
2015-06-07,24,753,ЮЗ 3м/с,+19,751,ЮЗ 3м/с
2015-06-08,22,749,З 3м/с,+17,749,З 3м/с
2015-06-09,21,750,СЗ 2м/с,+17,751,СЗ 2м/с
2015-06-10,19,752,СЗ 2м/с,+11,751,СЗ 2м/с
2015-06-11,21,747,СЗ 2м/с,+14,746,СЗ 2м/с
2015-06-12,20,747,СЗ 4м/с,+14,749,СЗ 4м/с
2015-06-13,25,749,ЮЗ 3м/с,+18,747,ЮЗ 3м/с
2015-06-14,28,744,ЮЗ 4м/с,+23,743,ЮЗ 4м/с
2015-06-15,30,742,ЮЗ 4м/с,+23,742,ЮЗ 4м/с
2015-06-16,18,743,С 2м/с,+16,744,С 2м/с
2015-06-17,12,746,В 1м/с,+10,746,В 1м/с
2015-06-18,19,747,СВ 2м/с,+15,746,СВ 2м/с
2015-06-19,21,743,СВ 2м/с,+18,743,СВ 2м/с
2015-06-20,25,742,В 1м/с,+23,740,В 1м/с
2015-06-21,24,742,З 2м/с,+19,743,З 2м/с
2015-06-22,26,746,З 1м/с,+22,746,З 1м/с
2015-06-23,25,746,СЗ 2м/с,+21,747,СЗ 2м/с
2015-06-24,27,748,СЗ 1м/с,+24,747,СЗ 1м/с
2015-06-25,20,746,СЗ 1м/с,+19,746,СЗ 1м/с
2015-06-26,24,745,СВ 1м/с,+20,743,СВ 1м/с
2015-06-27,29,739,ЮЗ 2м/с,+20,740,ЮЗ 2м/с
2015-06-28,16,743,С 3м/с,+15,743,С 3м/с
2015-06-29,16,746,С 2м/с,+15,747,С 2м/с
2015-06-30,19,746,СВ 1м/с,+16,747,СВ 1м/с
2015-07-01,23,747,СЗ 2м/с,+17,748,СЗ 2м/с
2015-07-02,26,749,З 3м/с,+17,751,З 3м/с
2015-07-03,20,755,С 3м/с,+16,754,С 3м/с
2015-07-04,28,750,З 5м/с,+23,749,З 5м/с
2015-07-05,28,744,З 5м/с,+22,744,З 5м/с
2015-07-06,19,746,С 3м/с,+15,747,С 3м/с
2015-07-07,17,743,Ю 4м/с,+18,742,Ю 4м/с
2015-07-08,24,742,З 4м/с,+19,743,З 4м/с
2015-07-09,24,742,Ш,+21,740,Ш
2015-07-10,25,740,З 2м/с,+19,740,З 2м/с
2015-07-11,21,736,СЗ 3м/с,+14,735,СЗ 3м/с
2015-07-12,16,733,СЗ 5м/с,+15,737,СЗ 5м/с
2015-07-13,15,740,З 1м/с,+12,742,З 1м/с
2015-07-14,21,742,С 1м/с,+16,742,С 1м/с
2015-07-15,22,743,СЗ 1м/с,+17,743,СЗ 1м/с
2015-07-16,19,743,ЮВ 1м/с,+13,744,ЮВ 1м/с
2015-07-17,23,744,З 1м/с,+15,744,З 1м/с
2015-07-18,20,744,С 1м/с,+14,746,С 1м/с
2015-07-19,22,746,ЮЗ 3м/с,+18,744,ЮЗ 3м/с
2015-07-20,21,737,ЮЗ 4м/с,+18,735,ЮЗ 4м/с
2015-07-21,16,737,СЗ 4м/с,+15,740,СЗ 4м/с
2015-07-22,23,743,З 3м/с,+18,743,З 3м/с
2015-07-23,22,745,СЗ 3м/с,+15,746,СЗ 3м/с
2015-07-24,21,745,ЮЗ 4м/с,+18,746,ЮЗ 4м/с
2015-07-25,25,749,СЗ 1м/с,+16,748,СЗ 1м/с
2015-07-26,27,748,ЮВ 2м/с,+22,746,ЮВ 2м/с
2015-07-27,30,744,Ю 3м/с,+26,742,Ю 3м/с
2015-07-28,29,741,Ю 2м/с,+21,740,Ю 2м/с
2015-07-29,24,742,З 2м/с,+18,743,З 2м/с
2015-07-30,24,744,ЮЗ 3м/с,+19,743,ЮЗ 3м/с
2015-07-31,24,745,СЗ 3м/с,+17,746,СЗ 3м/с
2015-08-01,18,746,Ю 2м/с,+16,748,Ю 2м/с
2015-08-02,23,753,СЗ 4м/с,+15,754,СЗ 4м/с
2015-08-03,24,753,ЮЗ 3м/с,+15,752,ЮЗ 3м/с
2015-08-04,23,752,СЗ 1м/с,+15,752,СЗ 1м/с
2015-08-05,23,751,С 2м/с,+15,751,С 2м/с
2015-08-06,22,753,СВ 2м/с,+14,754,СВ 2м/с
2015-08-07,24,754,СЗ 1м/с,+20,753,СЗ 1м/с
2015-08-08,27,752,С 3м/с,+20,752,С 3м/с
2015-08-09,29,751,ЮЗ 2м/с,+21,749,ЮЗ 2м/с
2015-08-10,32,748,СЗ 3м/с,+24,749,СЗ 3м/с
2015-08-11,26,752,СВ 2м/с,+18,753,СВ 2м/с
2015-08-12,24,755,СВ 1м/с,+16,754,СВ 1м/с
2015-08-13,28,749,Ю 3м/с,+22,746,Ю 3м/с
2015-08-14,20,749,С 3м/с,+12,749,С 3м/с
2015-08-15,23,746,СЗ 3м/с,+14,745,СЗ 3м/с
2015-08-16,18,745,С 3м/с,+14,746,С 3м/с
2015-08-17,15,748,С 2м/с,+11,749,С 2м/с
2015-08-18,14,749,С 4м/с,+13,751,С 4м/с
2015-08-19,16,752,С 2м/с,+10,753,С 2м/с
2015-08-20,21,755,С 2м/с,+12,755,С 2м/с
2015-08-21,23,756,С 3м/с,+14,755,С 3м/с
2015-08-22,24,754,С 1м/с,+14,752,С 1м/с
2015-08-23,24,751,СВ 2м/с,+17,752,СВ 2м/с
2015-08-24,19,755,С 2м/с,+9,755,С 2м/с
2015-08-25,23,752,СЗ 2м/с,+11,751,СЗ 2м/с
2015-08-26,24,749,СЗ 1м/с,+15,749,СЗ 1м/с
2015-08-27,27,748,ЮЗ 2м/с,+19,749,ЮЗ 2м/с
2015-08-28,24,750,СЗ 2м/с,+16,749,СЗ 2м/с
2015-08-29,20,743,С 3м/с,+14,746,С 3м/с
2015-08-30,19,746,СЗ 5м/с,+14,748,СЗ 5м/с
2015-08-31,18,746,С 2м/с,+10,747,С 2м/с
2015-09-01,16,748,СЗ 2м/с,+10,748,СЗ 2м/с
2015-09-02,14,746,Ю 1м/с,+13,746,Ю 1м/с
2015-09-03,19,747,ЮВ 1м/с,+15,747,ЮВ 1м/с
2015-09-04,16,746,Ш,+15,746,Ш
2015-09-05,21,743,ЮЗ 2м/с,+16,744,ЮЗ 2м/с
2015-09-06,16,745,В 1м/с,+15,741,В 1м/с
2015-09-07,16,740,ЮЗ 3м/с,+12,741,ЮЗ 3м/с
2015-09-08,17,744,ЮЗ 3м/с,+12,746,ЮЗ 3м/с
2015-09-09,16,750,ЮЗ 3м/с,+11,752,ЮЗ 3м/с
2015-09-10,13,755,С 2м/с,+11,758,С 2м/с
2015-09-11,17,759,С 2м/с,+12,761,С 2м/с
2015-09-12,15,761,С 2м/с,+9,761,С 2м/с
2015-09-14,17,758,ЮВ 1м/с,+8,757,ЮВ 1м/с
2015-09-15,19,755,З 1м/с,+9,754,З 1м/с
2015-09-16,18,754,СЗ 1м/с,+9,754,СЗ 1м/с
2015-09-17,21,752,Ю 3м/с,+16,751,Ю 3м/с
2015-09-18,26,750,ЮЗ 4м/с,+19,749,ЮЗ 4м/с
2015-09-19,26,749,СЗ 2м/с,+18,749,СЗ 2м/с
2015-09-20,21,751,Ш,+15,750,Ш
2015-09-21,26,746,Ю 5м/с,+20,746,Ю 5м/с
2015-09-22,25,749,Ш,+17,749,Ш
2015-09-23,26,752,Ш,+16,753,Ш
2015-09-24,30,754,ЮВ 1м/с,+19,754,ЮВ 1м/с
2015-09-25,28,754,Ю 3м/с,+20,754,Ю 3м/с
2015-09-26,28,752,Ю 5м/с,+20,752,Ю 5м/с
2015-09-27,27,751,Ю 5м/с,+21,750,Ю 5м/с
2015-09-28,21,749,З 3м/с,+11,753,З 3м/с
2015-09-29,11,756,С 2м/с,+10,757,С 2м/с
2015-09-30,13,758,С 1м/с,+6,758,С 1м/с
2015-10-01,15,752,З 3м/с,+11,750,З 3м/с
2015-10-02,15,746,З 3м/с,+13,743,З 3м/с
2015-10-03,17,743,СЗ 5м/с,+11,749,СЗ 5м/с
2015-10-04,14,755,ЮЗ 2м/с,+10,752,ЮЗ 2м/с
2015-10-05,20,745,З 4м/с,+13,744,З 4м/с
2015-10-06,9,745,С 3м/с,+2,747,С 3м/с
2015-10-07,4,749,С 3м/с,+1,750,С 3м/с
2015-10-08,3,749,С 3м/с,0,749,С 3м/с
2015-10-09,2,744,СЗ 2м/с,-1,744,СЗ 2м/с
2015-10-10,4,746,СЗ 5м/с,+2,747,СЗ 5м/с
2015-10-11,4,751,С 2м/с,+2,753,С 2м/с
2015-10-12,6,756,СЗ 1м/с,+4,757,СЗ 1м/с
2015-10-13,6,759,СЗ 1м/с,+1,759,СЗ 1м/с
2015-10-14,6,759,ЮЗ 2м/с,+5,758,ЮЗ 2м/с
2015-10-15,8,759,С 1м/с,+5,760,С 1м/с
2015-10-16,10,761,З 2м/с,+2,760,З 2м/с
2015-10-17,11,757,З 2м/с,+8,755,З 2м/с
2015-10-18,9,749,З 2м/с,+7,747,З 2м/с
2015-10-19,7,748,С 2м/с,+4,751,С 2м/с
2015-10-20,2,758,С 1м/с,-4,758,С 1м/с
2015-10-21,5,758,ЮВ 2м/с,0,757,ЮВ 2м/с
2015-10-22,4,754,ЮВ 3м/с,+3,752,ЮВ 3м/с
2015-10-23,0,746,Ю 1м/с,0,746,Ю 1м/с
2015-10-24,5,748,Ш,+4,749,Ш
2015-10-25,5,749,Ш,+2,748,Ш
2015-10-26,7,740,ЮЗ 1м/с,+5,741,ЮЗ 1м/с
2015-10-27,7,745,З 2м/с,+5,745,З 2м/с
2015-10-28,2,746,СЗ 5м/с,+1,749,СЗ 5м/с
2015-10-29,3,756,СЗ 3м/с,-2,757,СЗ 3м/с
2015-11-01,7,754,СЗ 2м/с,+6,751,СЗ 2м/с
2015-11-02,7,746,З 2м/с,+6,746,З 2м/с
2015-11-03,11,743,СЗ 4м/с,+7,746,СЗ 4м/с
2015-11-04,9,746,ЮЗ 2м/с,+6,745,ЮЗ 2м/с
2015-11-05,8,747,СЗ 4м/с,+6,750,СЗ 4м/с
2015-11-06,5,755,СЗ 1м/с,-3,756,СЗ 1м/с
2015-11-07,-4,757,Ш,-7,755,Ш
2015-11-08,3,750,ЮЗ 2м/с,+1,747,ЮЗ 2м/с
2015-11-09,3,746,Ш,+1,746,Ш
2015-11-10,3,734,Ю 2м/с,+2,731,Ю 2м/с
2015-11-11,1,731,С 2м/с,0,733,С 2м/с
2015-11-12,2,741,СЗ 3м/с,+1,743,СЗ 3м/с
2015-11-13,2,747,С 1м/с,+1,749,С 1м/с
2015-11-14,0,750,Ш,-2,746,Ш
2015-11-15,-1,736,В 2м/с,-3,736,В 2м/с
2015-11-16,0,742,СВ 2м/с,-1,744,СВ 2м/с
2015-11-17,-1,749,С 1м/с,-2,751,С 1м/с
2015-11-18,-2,748,Ю 4м/с,-2,746,Ю 4м/с
2015-11-19,1,741,Ю 5м/с,+1,739,Ю 5м/с
2015-11-20,3,735,Ю 3м/с,+4,734,Ю 3м/с
2015-11-21,6,734,ЮЗ 3м/с,+4,734,ЮЗ 3м/с
2015-11-22,3,738,В 1м/с,+3,734,В 1м/с
2015-11-23,1,746,С 1м/с,-2,750,С 1м/с
2015-11-24,1,752,Ю 2м/с,-1,752,Ю 2м/с
2015-11-25,0,751,Ш,-4,751,Ш
2015-11-26,-2,749,С 2м/с,-3,750,С 2м/с
2015-11-27,-3,751,З 2м/с,-5,751,З 2м/с
2015-11-28,-1,751,ЮЗ 3м/с,-7,751,ЮЗ 3м/с
2015-11-29,-3,749,ЮВ 3м/с,-5,746,ЮВ 3м/с
2015-11-30,2,737,Ю 4м/с,0,735,Ю 4м/с
2015-12-01,1,737,ЮЗ 3м/с,+1,738,ЮЗ 3м/с
2015-12-02,1,743,В 1м/с,0,743,В 1м/с
2015-12-03,0,754,В 1м/с,0,756,В 1м/с
2015-12-04,0,755,З 3м/с,0,755,З 3м/с
2015-12-05,2,743,ЮЗ 4м/с,+3,744,ЮЗ 4м/с
2015-12-06,4,741,ЮЗ 3м/с,+4,740,ЮЗ 3м/с
2015-12-07,7,736,З 7м/с,+6,737,З 7м/с
2015-12-08,2,749,СЗ 4м/с,+2,753,СЗ 4м/с
2015-12-09,1,759,З 2м/с,0,757,З 2м/с
2015-12-10,-1,754,З 3м/с,-2,755,З 3м/с
2015-12-11,1,753,ЮЗ 3м/с,-3,752,ЮЗ 3м/с
2015-12-12,-2,743,ЮЗ 5м/с,-3,742,ЮЗ 5м/с
2015-12-13,0,742,З 3м/с,-1,746,З 3м/с
2015-12-14,-1,748,В 1м/с,-2,749,В 1м/с
2015-12-15,-1,751,Ш,-3,750,Ш
2015-12-16,-2,749,СЗ 4м/с,-3,747,СЗ 4м/с
2015-12-17,-5,752,С 3м/с,-11,752,С 3м/с
2015-12-18,-4,748,Ю 1м/с,-4,748,Ю 1м/с
2015-12-19,2,740,ЮЗ 2м/с,+3,740,ЮЗ 2м/с
2015-12-20,3,746,З 2м/с,+2,745,З 2м/с
2015-12-21,8,741,ЮЗ 3м/с,+7,741,ЮЗ 3м/с
2015-12-23,4,742,З 3м/с,+4,740,З 3м/с
2015-12-24,5,740,СЗ 4м/с,+3,743,СЗ 4м/с
2015-12-25,1,750,З 1м/с,+1,747,З 1м/с
2015-12-26,2,740,З 3м/с,+2,739,З 3м/с
2015-12-27,-4,742,СЗ 5м/с,-4,746,СЗ 5м/с
2015-12-28,-5,753,СЗ 3м/с,-8,755,СЗ 3м/с
2015-12-29,-8,760,С 3м/с,-10,762,С 3м/с
2015-12-30,-7,761,С 2м/с,-7,761,С 2м/с
2015-12-31,-11,760,СВ 3м/с,-13,761,СВ 3м/с
